District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Khammam,Kusumanchi,12-02-2020,0,22.4,32.9,57.4,97.9,12,0
Khammam,Kusumanchi,13-02-2020,0,22.1,32.6,59,98.9,9.5,0
Khammam,Kusumanchi,14-02-2020,0,22.4,33.4,39.4,86.5,15.2,0
Khammam,Kusumanchi,15-02-2020,0,18.7,35.4,30.8,97,8.5,0
Khammam,Kusumanchi,16-02-2020,0,21.6,33,37.6,97.4,8.6,0
Khammam,Kusumanchi,17-02-2020,0,18.7,35.2,42.6,98.8,6.4,0
Khammam,Kusumanchi,18-02-2020,0,22.4,35.5,46.8,96.4,6.8,0
Khammam,Kusumanchi,19-02-2020,0,22.4,35.2,47.1,99.1,5.3,0
Khammam,Kusumanchi,20-02-2020,0,22.1,35.7,46.9,98.1,4.7,0
Khammam,Kusumanchi,21-02-2020,0,22.3,32.6,55,96.5,4.9,0
Khammam,Kusumanchi,22-02-2020,0,20.5,35.4,41.7,95.5,7,0
Khammam,Kusumanchi,23-02-2020,0,18.5,35.2,46.8,99.1,5.7,0
Khammam,Kusumanchi,24-02-2020,0,22.4,32.9,56.1,99.7,8.8,0
Khammam,Kusumanchi,25-02-2020,0,21.4,35.5,42.8,97.9,8.5,0
Khammam,Kusumanchi,26-02-2020,0,22,35.1,55,98.3,10.5,0
Khammam,Kusumanchi,27-02-2020,0,24.7,33.7,54.9,83.7,9.2,0
Khammam,Kusumanchi,28-02-2020,0,21.7,35.6,30.8,98.1,10.6,0
Khammam,Kusumanchi,29-02-2020,0,22.4,35.2,42.5,96.2,6,0
Khammam,Kusumanchi,01-03-2020,0,22.4,32.6,50.1,96.2,4.3,0
Khammam,Kusumanchi,02-03-2020,0,21.8,35.3,46.9,98.4,8.4,0
Khammam,Kusumanchi,03-03-2020,0,22.4,35.5,55.4,96.9,4.7,0
Khammam,Kusumanchi,04-03-2020,0,21.6,35.2,51.2,99,6.6,0
Khammam,Kusumanchi,05-03-2020,0,23.5,35.2,42.5,99.3,8.6,0
Khammam,Kusumanchi,06-03-2020,2.4,24.9,35.6,55.2,97,5.7,0
Khammam,Kusumanchi,07-03-2020,0,24.8,32.6,63.1,96.1,20.3,0
Khammam,Kusumanchi,08-03-2020,0,23.7,33.1,66.1,99.6,5.7,0
Khammam,Kusumanchi,09-03-2020,0,22,35.2,63.5,98.7,7,0
Khammam,Kusumanchi,10-03-2020,0,22.3,35.2,49,98.9,4,0
Khammam,Kusumanchi,11-03-2020,0,22.4,35.2,48.9,99,5.9,0
Khammam,Kusumanchi,12-03-2020,0,23.8,35.4,47.2,98.8,7.2,0
Khammam,Kusumanchi,13-03-2020,0,24.9,37.8,47.2,96.9,4.7,0
Khammam,Kusumanchi,14-03-2020,0,21.6,37.8,49.2,99,7.3,0
Khammam,Kusumanchi,15-03-2020,0,22.4,33.5,58.5,96.9,8.7,0
Khammam,Kusumanchi,16-03-2020,0,21.2,35.6,47.1,99.2,5.3,0
Khammam,Kusumanchi,17-03-2020,0,23.7,37.8,48.3,99.4,6.2,0
Khammam,Kusumanchi,18-03-2020,0,22.7,37.8,39.9,99.1,3.7,0
Khammam,Kusumanchi,19-03-2020,0,24.9,37.8,47.1,96.9,7.3,0
Khammam,Kusumanchi,20-03-2020,2.2,24,37.8,39.9,91.2,14.5,0
Khammam,Kusumanchi,21-03-2020,0,24.9,37.8,43,93,5.9,0
Khammam,Kusumanchi,22-03-2020,0,24.9,37.8,47.5,96.9,8.4,0
Khammam,Kusumanchi,23-03-2020,0,22.8,37.8,47.5,98.4,5.3,0
Khammam,Kusumanchi,24-03-2020,0,22.6,37.4,47.3,98.2,3.4,0
Khammam,Kusumanchi,25-03-2020,0,24.6,37.8,47.5,96.9,5.3,0
Khammam,Kusumanchi,26-03-2020,0,23.5,38.8,44.2,99.1,12,0
Khammam,Kusumanchi,27-03-2020,0,24.9,37.8,35.1,96.9,6.4,0
Khammam,Kusumanchi,28-03-2020,0,23.1,37.8,42.7,80.4,6.5,0
Khammam,Kusumanchi,29-03-2020,0,23.3,39.3,34.2,87.9,9,0
Khammam,Kusumanchi,30-03-2020,0,22.9,39.3,31.2,89.1,5.2,0
Khammam,Kusumanchi,31-03-2020,0,24.7,39.3,31.4,93.5,6,0
Khammam,Nelakondapalle,01-01-2020,0,19.9,30.5,50,100,0.3,0
Khammam,Nelakondapalle,02-01-2020,0,21.6,32.8,50.4,100,4.8,0
Khammam,Nelakondapalle,03-01-2020,0,21.8,31.1,64.8,98.8,0.3,0
Khammam,Nelakondapalle,04-01-2020,0,21.5,28.6,74.4,100,1.8,0
Khammam,Nelakondapalle,05-01-2020,0,21.6,30,72.3,98.7,5,0
Khammam,Nelakondapalle,06-01-2020,0,19.8,32.9,48.7,89.3,0.1,0
Khammam,Nelakondapalle,07-01-2020,0,21.8,31.7,51.5,98.8,0.9,0
Khammam,Nelakondapalle,08-01-2020,0,20.5,30.1,58.5,100,0.2,0
Khammam,Nelakondapalle,09-01-2020,0,19.5,30.8,56,100,5,0
Khammam,Nelakondapalle,10-01-2020,0,21.4,31.3,53.6,100,2.9,0
Khammam,Nelakondapalle,11-01-2020,0,20.7,31.4,58,93.8,1.2,0
Khammam,Nelakondapalle,12-01-2020,0,19.6,32.3,43.2,100,3.7,0
Khammam,Nelakondapalle,13-01-2020,0,17.4,31.1,38.9,97.1,5.1,0
Khammam,Nelakondapalle,14-01-2020,0,19.8,32.1,43.7,100,2,0
Khammam,Nelakondapalle,15-01-2020,0,19.1,31.7,44.3,100,2.4,0
Khammam,Nelakondapalle,16-01-2020,0,19.4,33.3,40.3,100,1.1,0
Khammam,Nelakondapalle,17-01-2020,0,19.8,31.3,42.8,100,0.2,0
Khammam,Nelakondapalle,18-01-2020,0,21.5,34.2,37.3,100,5.5,0
Khammam,Nelakondapalle,19-01-2020,0,21.8,33.8,42,100,3.9,0
Khammam,Nelakondapalle,20-01-2020,0,21.4,34.2,46.9,100,3.1,0
Khammam,Nelakondapalle,21-01-2020,0,21.3,33.6,42,100,0.5,0
Khammam,Nelakondapalle,22-01-2020,0,20.5,33.9,42,100,1.7,0
Khammam,Nelakondapalle,23-01-2020,0,20.9,34.3,37.6,100,1.3,0
Khammam,Nelakondapalle,24-01-2020,0,20.6,33.6,41.5,100,1.7,0
Khammam,Nelakondapalle,25-01-2020,0,21.7,35.3,29.1,100,0.1,0
Khammam,Nelakondapalle,26-01-2020,0,20.5,34.2,37.9,100,4.3,0
Khammam,Nelakondapalle,27-01-2020,0,20.3,35.9,36.8,100,4.5,0
Khammam,Nelakondapalle,28-01-2020,0,21.2,35.6,30.5,100,3.8,0
Khammam,Nelakondapalle,29-01-2020,0,22.6,35.8,33.1,100,6.6,0
Khammam,Nelakondapalle,30-01-2020,0,23.3,34.8,44.1,100,0.4,0
Khammam,Nelakondapalle,31-01-2020,0,23.1,34.8,49.7,100,0.1,0
Khammam,Nelakondapalle,01-02-2020,0,21.7,33.3,46.5,100,0.5,0
Khammam,Nelakondapalle,02-02-2020,0,21.5,34.7,43.7,100,0.9,0
Khammam,Nelakondapalle,03-02-2020,0,21.6,33.1,45.4,100,2.9,0
Khammam,Nelakondapalle,04-02-2020,0,21.3,33.4,44.8,100,0.1,0
Khammam,Nelakondapalle,05-02-2020,0,21,35.1,42.4,100,2.2,0
Khammam,Nelakondapalle,06-02-2020,0,20.5,35.2,39.6,100,4,0
Khammam,Nelakondapalle,07-02-2020,0,21.3,35,39,100,1.6,0
Khammam,Nelakondapalle,08-02-2020,0,21.8,32.9,48.2,96.3,3.4,0
Khammam,Nelakondapalle,09-02-2020,1.3,22.1,33.3,48.7,100,0.6,0
Khammam,Nelakondapalle,10-02-2020,9.6,21.3,27.3,81.8,100,2.1,0
Khammam,Nelakondapalle,11-02-2020,3.1,22.2,28.8,78.8,100,3.4,0
Khammam,Nelakondapalle,12-02-2020,0,22.1,32.4,50.4,100,5.9,0
Khammam,Nelakondapalle,13-02-2020,0,21.9,34.4,44.6,100,3.4,0
Khammam,Nelakondapalle,14-02-2020,0,19.3,35.2,29.8,92.2,4.7,0
Khammam,Nelakondapalle,15-02-2020,0,18.5,34.9,19.1,99.5,3.6,0
Khammam,Nelakondapalle,16-02-2020,0,21.2,35.8,36.2,100,0.1,0
Khammam,Nelakondapalle,17-02-2020,0,20.8,36.8,32.5,100,0.1,0
Khammam,Nelakondapalle,18-02-2020,0,20.3,36.3,36.8,100,3.4,0
Khammam,Nelakondapalle,19-02-2020,0,21.3,34.8,40.3,100,3.5,0
Khammam,Nelakondapalle,20-02-2020,0,20.2,35.6,37.3,100,3.6,0
Khammam,Nelakondapalle,21-02-2020,0,20.1,35.3,40.1,100,0.9,0
Khammam,Nelakondapalle,22-02-2020,0,19,34.9,35.6,100,0.2,0
Khammam,Nelakondapalle,23-02-2020,0,19.9,33.9,38.7,100,0.1,0
Khammam,Nelakondapalle,24-02-2020,0,21.7,34.2,45.9,100,2.7,0
Khammam,Nelakondapalle,25-02-2020,0,21.7,35.6,37.3,100,1,0
Khammam,Nelakondapalle,26-02-2020,0,22.7,33.3,46.5,100,4.6,0
Khammam,Nelakondapalle,27-02-2020,0,21.7,34.9,45.2,84.6,2.4,0
Khammam,Nelakondapalle,28-02-2020,0,21.7,35.8,25.1,99.8,0.1,0
Khammam,Nelakondapalle,29-02-2020,0,21.4,35,36.8,100,0.1,0
Khammam,Nelakondapalle,01-03-2020,0,21.3,35.8,36.8,100,0.2,0
Khammam,Nelakondapalle,02-03-2020,0,22.2,36.4,37.3,100,0.1,0
Khammam,Nelakondapalle,03-03-2020,0,21.6,33.9,45.9,100,0.7,0
Khammam,Nelakondapalle,04-03-2020,0,22.4,35.8,44.1,100,4,0
Khammam,Nelakondapalle,05-03-2020,0,22.6,37.3,32.7,100,0.1,0
Khammam,Nelakondapalle,06-03-2020,0,24,35.8,44.1,100,0.2,0
Khammam,Nelakondapalle,07-03-2020,3.1,23.4,32.8,61.9,100,1.1,0
Khammam,Nelakondapalle,08-03-2020,0,23.2,31.7,72.5,100,0.4,0
Khammam,Nelakondapalle,09-03-2020,0,22.8,33.7,58.5,100,3.1,0
Khammam,Nelakondapalle,10-03-2020,0,22.6,34,49.3,100,4.3,0
Khammam,Nelakondapalle,11-03-2020,0,22.5,35.9,43.5,100,6,0
Khammam,Nelakondapalle,12-03-2020,0,23.2,35.6,43.5,100,2.3,0
Khammam,Nelakondapalle,13-03-2020,0,23.7,35.4,45.8,100,8.5,0
Khammam,Nelakondapalle,14-03-2020,0,22.1,37.9,41,100,1.6,0
Khammam,Nelakondapalle,15-03-2020,0,22.1,36.3,49.1,100,1.7,0
Khammam,Nelakondapalle,16-03-2020,0,22.6,37,37.1,100,0.3,0
Khammam,Nelakondapalle,17-03-2020,0,23.4,38,38.2,100,0.7,0
Khammam,Nelakondapalle,18-03-2020,0,22.7,37.7,32.7,100,0.2,0
Khammam,Nelakondapalle,19-03-2020,0,24.1,37.9,42.2,100,0.9,0
Khammam,Nelakondapalle,20-03-2020,2.5,21.9,36.5,40.7,94.6,6.8,0
Khammam,Nelakondapalle,21-03-2020,0.9,24,35.9,45.2,100,0.5,0
Khammam,Nelakondapalle,22-03-2020,0,24.1,37.3,41,100,3.4,0
Khammam,Nelakondapalle,23-03-2020,0,23.4,36.7,40.7,100,2.1,0
Khammam,Nelakondapalle,24-03-2020,0,23.1,35.9,44.1,100,1.5,0
Khammam,Nelakondapalle,25-03-2020,0,23.5,37,38.4,100,5.1,0
Khammam,Nelakondapalle,26-03-2020,0,23.6,37.6,36.5,100,1,0
Khammam,Nelakondapalle,27-03-2020,0,23.1,37.9,36.5,100,2.5,0
Khammam,Nelakondapalle,28-03-2020,0,22.5,37.1,36.5,82.9,0.1,0
Khammam,Nelakondapalle,29-03-2020,0,23.5,38.7,29,80.6,0.5,0
Khammam,Nelakondapalle,30-03-2020,0,23.7,40.7,26.3,92.2,0.2,0
Khammam,Nelakondapalle,31-03-2020,0,24.1,39.1,26.7,96.1,6.6,0
Khammam,Mudigonda,01-01-2020,0,19.8,30,52.1,97.5,9.2,0
Khammam,Mudigonda,02-01-2020,0,21.9,31.9,55.1,97,7.3,0
Khammam,Mudigonda,03-01-2020,0,21.9,30.8,68,96.6,6.6,0
Khammam,Mudigonda,04-01-2020,2.2,21.9,30.3,71.5,99.5,8,0
Khammam,Mudigonda,05-01-2020,0,21.9,29.7,76,99.3,5,0
Khammam,Mudigonda,06-01-2020,0,20.9,31.1,54.2,95.9,2.7,0
Khammam,Mudigonda,07-01-2020,0,21.8,30.2,58.3,95.9,7.1,0
Khammam,Mudigonda,08-01-2020,0,21.3,31.4,54.2,99,7.4,0
Khammam,Mudigonda,09-01-2020,0,19.9,31.5,55.8,98.9,5,0
Khammam,Mudigonda,10-01-2020,0,21.5,31.5,57.4,97.6,5.7,0
Khammam,Mudigonda,11-01-2020,0,21.7,32,55.5,94.4,3.5,0
Khammam,Mudigonda,12-01-2020,0,20,31.9,50.6,98.1,3.7,0
Khammam,Mudigonda,13-01-2020,0,17.4,30.8,47.8,96.1,5.4,0
Khammam,Mudigonda,14-01-2020,0,20,32,44.8,98.8,3.9,0
Khammam,Mudigonda,15-01-2020,0,19.2,32.2,46.3,99,4.6,0
Khammam,Mudigonda,16-01-2020,0,18.8,31.1,47.4,99.1,8.6,0
Khammam,Mudigonda,17-01-2020,0,19.3,32.4,45.4,99.2,8.3,0
Khammam,Mudigonda,18-01-2020,0,21.4,32.6,46.5,99,6.7,0
Khammam,Mudigonda,19-01-2020,0,21.8,32.6,48.7,99,6,0
Khammam,Mudigonda,20-01-2020,0,21.7,32.6,50.3,99,4.7,0
Khammam,Mudigonda,21-01-2020,0,21.2,33.2,45.5,98.4,5.2,0
Khammam,Mudigonda,22-01-2020,0,19.8,32.9,49.8,99,4.6,0
Khammam,Mudigonda,23-01-2020,0,21.3,34.8,40.9,99,6.2,0
Khammam,Mudigonda,24-01-2020,0,20.1,33.2,45.9,99,2.7,0
Khammam,Mudigonda,25-01-2020,0,21.6,34.2,38.7,99.3,4.5,0
Khammam,Mudigonda,26-01-2020,0,21.1,34.5,41.8,99.2,5.6,0
Khammam,Mudigonda,27-01-2020,0,19.8,34.8,41,99.1,4.5,0
Khammam,Mudigonda,28-01-2020,0,21.8,34.9,34.6,99.2,5.9,0
Khammam,Mudigonda,29-01-2020,0,22,34,41.3,98.9,6.4,0
Khammam,Mudigonda,30-01-2020,0,22.6,34.2,51.2,97.4,5.2,0
Khammam,Mudigonda,31-01-2020,0,22.4,33.8,56,94.5,2.2,0
Khammam,Mudigonda,01-02-2020,0,21.8,33.6,46.5,98.2,5.4,0
Khammam,Mudigonda,02-02-2020,0,21.4,33.5,49.8,98.8,5.1,0
Khammam,Mudigonda,03-02-2020,0,21.6,34,49.2,99.3,5.1,0
Khammam,Mudigonda,04-02-2020,0,21.3,32.4,46.1,98.9,4.1,0
Khammam,Mudigonda,05-02-2020,0,21,34.1,48.5,98.9,10.4,0
Khammam,Mudigonda,06-02-2020,0,20.3,35,40.6,97.9,7.2,0
Khammam,Mudigonda,07-02-2020,0,21.4,34.1,43,97.9,8.3,0
Khammam,Mudigonda,08-02-2020,0,21.7,33.2,52.3,95.7,6.9,0
Khammam,Mudigonda,09-02-2020,3.2,21.6,32.1,51.5,97.6,7.8,0
Khammam,Mudigonda,10-02-2020,2.9,21.6,27.4,76.5,98.7,6.9,0
Khammam,Mudigonda,11-02-2020,0,22,29.6,68.4,97.9,6.6,0
Khammam,Mudigonda,12-02-2020,0,21.9,32.4,54.2,99.3,6.5,0
Khammam,Mudigonda,13-02-2020,0,21.7,33.5,47.6,98.9,6.2,0
Khammam,Mudigonda,14-02-2020,0,20.5,35.2,28.1,88.4,7.9,0
Khammam,Mudigonda,15-02-2020,0,18.9,35.1,24.1,95.1,4.4,0
Khammam,Mudigonda,16-02-2020,0,20.8,34.9,36.4,99,2.8,0
Khammam,Mudigonda,17-02-2020,0,20.1,36.5,40.3,99.3,2.9,0
Khammam,Mudigonda,18-02-2020,0,20.1,35.2,39.5,97.7,4.6,0
Khammam,Mudigonda,19-02-2020,0,21,35.7,39.7,98.8,6.4,0
Khammam,Mudigonda,20-02-2020,0,20.5,34.3,42.1,97.4,5.1,0
Khammam,Mudigonda,21-02-2020,0,19.7,33.9,44.7,97.7,6.7,0
Khammam,Mudigonda,22-02-2020,0,19.2,32.6,40.5,97.3,7.7,0
Khammam,Mudigonda,23-02-2020,0,19.5,34.4,39.5,97.4,6.8,0
Khammam,Mudigonda,24-02-2020,0,21.4,35.2,41.6,99.2,4.1,0
Khammam,Mudigonda,25-02-2020,0,21.9,36,38.9,99,7.8,0
Khammam,Mudigonda,26-02-2020,0,21.9,34,45,98.2,5.6,0
Khammam,Mudigonda,27-02-2020,0,23.4,35.2,47.4,88.4,4.8,0
Khammam,Mudigonda,28-02-2020,0,21.7,35.9,32.9,96.1,4.7,0
Khammam,Mudigonda,29-02-2020,0,21.2,34.9,41.9,96.3,5,0
Khammam,Mudigonda,01-03-2020,0,21.7,36.2,41.1,97.5,5.8,0
Khammam,Mudigonda,02-03-2020,0,22,35.2,39.9,97.5,4.1,0
Khammam,Mudigonda,03-03-2020,0,21.7,34.8,46.8,98.4,3.4,0
Khammam,Mudigonda,04-03-2020,0,22.2,36.3,45.7,97.5,4.9,0
Khammam,Mudigonda,05-03-2020,0,22.5,36.1,36.5,97.8,4.6,0
Khammam,Mudigonda,06-03-2020,0,24.3,34.2,45.4,96.8,9.4,0
Khammam,Mudigonda,07-03-2020,7.4,24,33.7,59.1,97.9,6.5,0
Khammam,Mudigonda,08-03-2020,0,22.8,30.8,70.2,99.2,7.6,0
Khammam,Mudigonda,09-03-2020,0,22.2,35,54.3,98.9,6,0
Khammam,Mudigonda,10-03-2020,0,22.9,35.4,51,97.6,5.8,0
Khammam,Mudigonda,11-03-2020,0,22.5,35.5,45.9,97.5,7.6,0
Khammam,Mudigonda,12-03-2020,0,23.4,35.2,45,97.8,8.4,0
Khammam,Mudigonda,13-03-2020,0,23.2,36.8,44.3,98.8,7.4,0
Khammam,Mudigonda,14-03-2020,0,22.2,36.2,43.7,99,6.5,0
Khammam,Mudigonda,15-03-2020,0,22,36,51.2,97.8,5.1,0
Khammam,Mudigonda,16-03-2020,0,22.1,36.8,38.3,97.7,7.4,0
Khammam,Mudigonda,17-03-2020,0,23.8,36.9,41.1,98.3,5.8,0
Khammam,Mudigonda,18-03-2020,0,22.6,37.8,33.3,99,8.2,0
Khammam,Mudigonda,19-03-2020,0,24.4,37.5,46.9,96.4,4.2,0
Khammam,Mudigonda,20-03-2020,1.1,23.2,37.5,46.6,92.4,9,0
Khammam,Mudigonda,21-03-2020,0,24.2,36.6,41.6,97.5,5.6,0
Khammam,Mudigonda,22-03-2020,0,24.5,37.8,44.1,98.1,9.9,0
Khammam,Mudigonda,23-03-2020,0,23.6,37.8,43.9,98.1,6.3,0
Khammam,Mudigonda,24-03-2020,0,22.7,35.9,48.8,98.1,8.8,0
Khammam,Mudigonda,25-03-2020,0,23.9,37.7,41.4,97.4,6.6,0
Khammam,Mudigonda,26-03-2020,0,23.6,36.8,40.9,97.8,7,0
Khammam,Mudigonda,27-03-2020,0,23.2,37.6,41.4,96.2,5.1,0
Khammam,Mudigonda,28-03-2020,0,21.5,37.7,37.3,90.7,6.7,0
Khammam,Mudigonda,29-03-2020,0,23.2,38.6,33.2,84.8,4.1,0
Khammam,Mudigonda,30-03-2020,0,23.5,39.4,32.6,94.2,3.7,0
Khammam,Mudigonda,31-03-2020,0,23.8,39,30.2,92.3,6.6,0
Khammam,Chinthakani,01-01-2020,0,19.4,30.2,49.9,93,16.9,0
Khammam,Chinthakani,02-01-2020,0,21,32,53.2,99.6,14.7,0
Khammam,Chinthakani,03-01-2020,0,20.9,29.7,71.3,99.4,14.6,0
Khammam,Chinthakani,04-01-2020,1.6,21.4,29.9,74.6,100,9.7,0
Khammam,Chinthakani,05-01-2020,0,21.3,28.3,81.4,99,6.5,0
Khammam,Chinthakani,06-01-2020,0,20.4,30.8,59.3,99.3,8.5,0
Khammam,Chinthakani,07-01-2020,0,21.1,30.2,58.1,95.5,14.5,0
Khammam,Chinthakani,08-01-2020,0,20.2,31.5,56.1,99.9,10.1,0
Khammam,Chinthakani,09-01-2020,0,19.3,31,55.9,100,11.4,0
Khammam,Chinthakani,10-01-2020,0,20.8,30.1,58.7,99.8,12.2,0
Khammam,Chinthakani,11-01-2020,0,21.1,31.1,59.1,99.2,5.8,0
Khammam,Chinthakani,12-01-2020,0,18.7,31.4,53.7,99.9,7.2,0
Khammam,Chinthakani,13-01-2020,0,17.2,31.3,46.9,99.9,5.6,0
Khammam,Chinthakani,14-01-2020,0,19.4,32.3,43.2,100,5.4,0
Khammam,Chinthakani,15-01-2020,0,18.2,31.8,49.8,100,9,0
Khammam,Chinthakani,16-01-2020,0,18.1,30.6,48.2,100,12.5,0
Khammam,Chinthakani,17-01-2020,0,19.6,31.7,45.8,100,11.5,0
Khammam,Chinthakani,18-01-2020,0,20.3,32.6,44.6,100,11.6,0
Khammam,Chinthakani,19-01-2020,0,20.8,31.8,48.5,100,9.6,0
Khammam,Chinthakani,20-01-2020,0,20.6,31.7,53.1,100,10.9,0
Khammam,Chinthakani,21-01-2020,0,20,32.5,50.7,99.6,7.8,0
Khammam,Chinthakani,22-01-2020,0,19.5,32.4,47.4,100,9,0
Khammam,Chinthakani,23-01-2020,0,20.4,33.7,42.6,99.9,8,0
Khammam,Chinthakani,24-01-2020,0,19.6,32.3,47.6,100,6.8,0
Khammam,Chinthakani,25-01-2020,0,21.2,33.7,38.3,99.8,7.3,0
Khammam,Chinthakani,26-01-2020,0,19.9,34.2,41.1,100,6.9,0
Khammam,Chinthakani,27-01-2020,0,19.5,33.8,41.7,99.9,7.3,0
Khammam,Chinthakani,28-01-2020,0,21,35.2,35.8,100,7.8,0
Khammam,Chinthakani,29-01-2020,0,21,33.8,41.7,99.7,8.5,0
Khammam,Chinthakani,30-01-2020,0,22.3,33.9,48.1,99.8,6.7,0
Khammam,Chinthakani,31-01-2020,0,22,33.7,56.6,99.6,4.6,0
Khammam,Chinthakani,01-02-2020,0,21.1,33.1,48.5,99.7,8.2,0
Khammam,Chinthakani,02-02-2020,0,20.5,32.9,52,99.9,6.7,0
Khammam,Chinthakani,03-02-2020,0,20.5,32.8,49.6,100,6.3,0
Khammam,Chinthakani,04-02-2020,0,20.3,32.6,50.6,99.9,7,0
Khammam,Chinthakani,05-02-2020,0,20.7,33.2,51,100,9,0
Khammam,Chinthakani,06-02-2020,0,19,34.5,43.5,99.9,9.3,0
Khammam,Chinthakani,07-02-2020,0,20.7,34.1,43.8,99.7,12.1,0
Khammam,Chinthakani,08-02-2020,0,20.7,32.8,50.1,98.9,10.5,0
Khammam,Chinthakani,09-02-2020,0,21.3,32.1,51.4,98.6,14.6,0
Khammam,Chinthakani,10-02-2020,2.2,20.4,27.2,74.7,99.6,7.4,0
Khammam,Chinthakani,11-02-2020,0.2,21.7,29.8,69.3,99.6,7.1,0
Khammam,Chinthakani,12-02-2020,0,21,32,53.2,99.9,8.4,0
Khammam,Chinthakani,13-02-2020,0,20.3,33.1,49,99.8,6.7,0
Khammam,Chinthakani,14-02-2020,0,18.1,35.4,27.1,95.5,7,0
Khammam,Chinthakani,15-02-2020,0,16.1,35.5,24.5,98.8,5.8,0
Khammam,Chinthakani,16-02-2020,0,19.2,34.1,34.3,99.8,6,0
Khammam,Chinthakani,17-02-2020,0,19,36.5,35.9,99.8,5,0
Khammam,Chinthakani,18-02-2020,0,18.8,36.3,33.8,99.9,4.6,0
Khammam,Chinthakani,19-02-2020,0,20.8,36.4,38.5,99.9,4.6,0
Khammam,Chinthakani,20-02-2020,0,20.1,35,45.5,99.8,6.6,0
Khammam,Chinthakani,21-02-2020,0,18.8,33.8,45.6,99.9,8.2,0
Khammam,Chinthakani,22-02-2020,0,17.7,33.7,39.7,99.5,9.9,0
Khammam,Chinthakani,23-02-2020,0,18.1,35,39.1,99.6,7.1,0
Khammam,Chinthakani,24-02-2020,0,20.3,35.7,39.7,100,8.1,0
Khammam,Chinthakani,25-02-2020,0,21.1,35.9,40.3,100,11.4,0
Khammam,Chinthakani,26-02-2020,0,20.9,34.1,47.2,100,7.2,0
Khammam,Chinthakani,27-02-2020,0,20.6,35.3,46.6,93.7,7.1,0
Khammam,Chinthakani,28-02-2020,0,20.2,35.8,23.7,99.2,6,0
Khammam,Chinthakani,29-02-2020,0,19.7,35,43.2,99.3,8.8,0
Khammam,Chinthakani,01-03-2020,0,20.5,35.3,45.5,99.8,8.4,0
Khammam,Chinthakani,02-03-2020,0,20.9,35.2,39.8,99.6,9.4,0
Khammam,Chinthakani,03-03-2020,0,20.5,34.5,48.1,100,5.3,0
Khammam,Chinthakani,04-03-2020,0,21.6,35.8,47.5,99.7,6.5,0
Khammam,Chinthakani,05-03-2020,0,21.9,36.3,35.9,99.9,9,0
Khammam,Chinthakani,06-03-2020,0,23,35.1,45.7,100,9.8,0
Khammam,Chinthakani,07-03-2020,0.8,22.6,32.1,64.9,99.4,9.8,0
Khammam,Chinthakani,08-03-2020,0,22.5,30.3,84.4,100,10.3,0
Khammam,Chinthakani,09-03-2020,0,21.8,34.2,63.8,100,6.9,0
Khammam,Chinthakani,10-03-2020,0,22,34.4,53.3,99.7,8.1,0
Khammam,Chinthakani,11-03-2020,0,21.9,35.1,50.1,99.7,10.7,0
Khammam,Chinthakani,12-03-2020,0,22.3,35.5,55.4,97,10.7,0
Khammam,Chinthakani,13-03-2020,0,22.2,37,43.6,99.7,13.2,0
Khammam,Chinthakani,14-03-2020,0,21.7,34.2,58.9,99.3,8.9,0
Khammam,Chinthakani,15-03-2020,0,20.8,35.2,65.9,97.8,8.3,0
Khammam,Chinthakani,16-03-2020,0,21.4,35.9,52.1,91.8,9.5,0
Khammam,Chinthakani,17-03-2020,0,22.4,36.3,60,90.6,9.7,0
Khammam,Chinthakani,18-03-2020,0,22.1,37.2,50.7,90.9,12.3,0
Khammam,Chinthakani,19-03-2020,0,23.8,37,54.1,90.1,9.6,0
Khammam,Chinthakani,20-03-2020,0.5,23.2,37,56.5,87.7,13.2,0
Khammam,Chinthakani,21-03-2020,0,23.6,35.7,57.7,87.6,9.7,0
Khammam,Chinthakani,22-03-2020,0,24,36.8,52.6,86.7,8.9,0
Khammam,Chinthakani,23-03-2020,0,22.5,36.1,55.2,93.4,9.1,0
Khammam,Chinthakani,24-03-2020,0,22.7,35.8,56.3,84.9,8.7,0
Khammam,Chinthakani,25-03-2020,0,23.2,36.9,53.8,84.2,11.2,0
Khammam,Chinthakani,26-03-2020,0,22.8,37,53.8,83.6,7.4,0
Khammam,Chinthakani,27-03-2020,0,23,37.1,52.8,83.4,4.8,0
Khammam,Chinthakani,28-03-2020,0,21.7,37.5,49,81.1,6.1,0
Khammam,Chinthakani,29-03-2020,0,22.4,37.9,42,71.8,6.5,0
Khammam,Chinthakani,30-03-2020,0,22,38.1,41.3,75.2,7.3,0
Khammam,Chinthakani,31-03-2020,0,23.5,38.2,38.8,76.8,5.2,0
Khammam,Khammam_Urban,01-01-2020,0,19.5,30.8,55.3,97.4,0.9,0
Khammam,Khammam_Urban,02-01-2020,0,21.3,31.7,60.3,97.5,1.1,0
Khammam,Khammam_Urban,03-01-2020,0,22,30.2,68.6,96.4,0.9,0
Khammam,Khammam_Urban,04-01-2020,2.7,21.8,29.8,74.1,99.1,1.1,0
Khammam,Khammam_Urban,05-01-2020,0,21.7,27.6,79.7,97.2,1.3,0
Khammam,Khammam_Urban,06-01-2020,0,20.3,31.7,62.3,95,1.2,0
