District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),humidity_max (%),wind_speed_max (Kmph),wind_speed_min (Kmph)
Adilabad,Bheempoor,01-01-2020,6.8,16.4,25.8,62.2,96.2,3.2,0
Adilabad,Bheempoor,02-01-2020,0,17.1,27.7,65.4,94.8,2.1,0
Adilabad,Bheempoor,03-01-2020,25.8,16.9,22.2,85.6,96.9,1.1,0
Adilabad,Bheempoor,04-01-2020,0,15.1,23,79.5,98.3,1.4,0
Adilabad,Bheempoor,05-01-2020,0,13.2,25.7,63.5,98.2,0.7,0
Adilabad,Bheempoor,06-01-2020,0,10.2,26.4,50.9,97.6,2.9,0
Adilabad,Bheempoor,07-01-2020,0,14.3,28,44.6,96.2,1.2,0
Adilabad,Bheempoor,08-01-2020,0,18.8,28.5,55.9,94.9,0.8,0
Adilabad,Bheempoor,09-01-2020,4.5,20,29.8,60.8,97.4,2.9,0
Adilabad,Bheempoor,10-01-2020,0,11.5,24.3,88.1,96,1.4,0
Adilabad,Bheempoor,11-01-2020,0,9.3,24.4,56.5,96,6.5,0
Adilabad,Bheempoor,12-01-2020,0,8,25.1,43.3,97.3,5.8,0
Adilabad,Bheempoor,13-01-2020,0,8.3,26.9,35.5,97.3,5.1,0
Adilabad,Bheempoor,14-01-2020,0,11,29.5,29,93.6,6.2,0
Adilabad,Bheempoor,15-01-2020,0,14.2,30.3,39.8,97.1,5.2,0
Adilabad,Bheempoor,16-01-2020,0,15.5,31,41.9,93.1,7.5,0
Adilabad,Bheempoor,17-01-2020,0,17.3,30.5,43.8,89.7,1.3,0
Adilabad,Bheempoor,18-01-2020,0,15.6,28.2,55.7,93.9,1.1,0
Adilabad,Bheempoor,19-01-2020,0,15.7,29.9,53.5,96.9,2.2,0
Adilabad,Bheempoor,20-01-2020,0,16.3,29.9,55.5,92.7,1.4,0
Adilabad,Bheempoor,21-01-2020,0,14.6,28.2,58.9,96.6,1.5,0
Adilabad,Bheempoor,22-01-2020,0,17,31.8,47.7,96.2,3.2,0
Adilabad,Bheempoor,23-01-2020,0,15.4,31.5,48.4,96,2.9,0
Adilabad,Bheempoor,24-01-2020,0,15.4,32.7,34,96.2,1.4,0
Adilabad,Bheempoor,25-01-2020,0,14.9,31,38,94.9,1.9,0
Adilabad,Bheempoor,26-01-2020,0,14,31.6,40.9,83.1,1.5,0
Adilabad,Bheempoor,27-01-2020,0,12.5,30.6,39.1,90.9,5,0
Adilabad,Bheempoor,28-01-2020,0,20.5,34.6,30,75.3,6.3,0
Adilabad,Bheempoor,29-01-2020,0,17,32.4,36.3,84.3,5.8,0
Adilabad,Bheempoor,30-01-2020,0,13.1,30.3,42,94.9,1.4,0
Adilabad,Bheempoor,31-01-2020,0,9.7,29.2,38.9,93.3,2.3,0
Adilabad,Bheempoor,01-02-2020,0,14.8,29.2,35.6,87.2,1.5,0
Adilabad,Bheempoor,02-02-2020,0,14.7,29.1,46.5,84.4,2.7,0
Adilabad,Bheempoor,03-02-2020,0,18.5,28.6,50.5,84.8,2.1,0
Adilabad,Bheempoor,04-02-2020,0,16.9,31.1,46,94.5,2,0
Adilabad,Bheempoor,05-02-2020,0,18.4,32.1,39.1,94.2,4.5,0
Adilabad,Bheempoor,06-02-2020,0,16.6,29.6,59.2,91.3,1.9,0
Adilabad,Bheempoor,07-02-2020,0,16.7,31.5,46.6,93.8,1.2,0
Adilabad,Bheempoor,08-02-2020,0,19.3,30.1,57,90.7,1.5,0
Adilabad,Bheempoor,09-02-2020,0,15.3,24.8,67,94.6,1.8,0
Adilabad,Bheempoor,10-02-2020,0,12.7,27.6,55.3,95.3,2.2,0
Adilabad,Bheempoor,11-02-2020,0,14,29,52.9,91.5,1.8,0
Adilabad,Bheempoor,12-02-2020,0,15.2,31.4,44.2,91.3,3,0
Adilabad,Bheempoor,13-02-2020,0,12.4,31.5,36.3,93.3,2.8,0
Adilabad,Bheempoor,14-02-2020,0,14.5,32.9,29.7,86.4,1.7,0
Adilabad,Bheempoor,15-02-2020,0,12.5,34,25.3,90.5,1.8,0
Adilabad,Bheempoor,16-02-2020,0,12.5,33.4,32.5,91.7,1.8,0
Adilabad,Bheempoor,17-02-2020,0,11.7,34.1,30.2,91.8,2.9,0
Adilabad,Bheempoor,18-02-2020,0,8.8,33.9,21.6,90.1,2,0
Adilabad,Bheempoor,19-02-2020,0,9.6,33.9,17.3,87.2,2.3,0
Adilabad,Bheempoor,20-02-2020,0,15.5,34.7,16.9,88.3,1.7,0
Adilabad,Bheempoor,21-02-2020,0,18.4,33.8,34.9,90.4,3.4,0
Adilabad,Bheempoor,22-02-2020,0,16.5,32.7,43.2,90.2,3,0
Adilabad,Bheempoor,23-02-2020,0,18.7,34.4,33.1,81.4,2.7,0
Adilabad,Bheempoor,24-02-2020,0,18.2,34.7,33.9,81.8,2.8,0
Adilabad,Bheempoor,25-02-2020,0,17.9,35.4,31.3,74.4,3,0
Adilabad,Bheempoor,26-02-2020,0,11.4,31.6,27.9,82.1,2.4,0
Adilabad,Bheempoor,27-02-2020,0,10.5,32.1,19.8,59.5,2.7,0
Adilabad,Bheempoor,28-02-2020,0,12.5,33.5,24.2,81.9,1.5,0
Adilabad,Bheempoor,29-02-2020,0,13.3,34.8,24,89.1,2,0
Adilabad,Bheempoor,01-03-2020,0,17.2,35,26.7,86.2,2.9,0
Adilabad,Bheempoor,02-03-2020,0.8,18.8,34.5,35.2,91.4,2.6,0
Adilabad,Bheempoor,03-03-2020,0,19.6,34.8,31.7,90.4,2.8,0
Adilabad,Bheempoor,04-03-2020,0,15.6,35.4,27.2,83.4,3.1,0
Adilabad,Bheempoor,05-03-2020,0,13.9,35,20.9,76.2,3,0
Adilabad,Bheempoor,06-03-2020,0,17.1,34.1,25.8,75.2,1.8,0
Adilabad,Bheempoor,07-03-2020,0,16.5,34.6,19.2,72.5,4.9,0
Adilabad,Bheempoor,08-03-2020,0,16.7,32.6,34,83.5,1.3,0
Adilabad,Bheempoor,09-03-2020,1.8,22,33.1,48.1,92,2.1,0
Adilabad,Bheempoor,10-03-2020,0,20.9,33.5,50.2,94.6,2.8,0
Adilabad,Bheempoor,11-03-2020,0,23.8,36.2,38.3,78.9,3.9,0
Adilabad,Bheempoor,12-03-2020,0,22.3,35.1,36.1,71.6,2.3,0
Adilabad,Bheempoor,13-03-2020,0,22.8,35.3,31.7,87.1,1.4,0
Adilabad,Bheempoor,14-03-2020,1.5,21.9,34.1,44,89.3,1.6,0
Adilabad,Bheempoor,15-03-2020,0,18.4,33.2,39.6,77.6,1.7,0
Adilabad,Bheempoor,16-03-2020,0,20.5,34.4,34.9,83.1,2.1,0
Adilabad,Bheempoor,17-03-2020,0,21.9,35,40.7,84.9,1.9,0
Adilabad,Bheempoor,18-03-2020,1.3,21.2,37.4,34,92.5,3.3,0
Adilabad,Bheempoor,19-03-2020,0,21.3,36.4,32.9,87.5,4,0
Adilabad,Bheempoor,20-03-2020,0,19.8,38,22.9,87.2,2.4,0
Adilabad,Bheempoor,21-03-2020,0,18.5,37.5,24.4,66.1,1.4,0
Adilabad,Bheempoor,22-03-2020,0,15,35.9,22.6,69.6,3.7,0
Adilabad,Bheempoor,23-03-2020,0,18.1,36.8,19.5,65.6,1.4,0
Adilabad,Bheempoor,24-03-2020,0,21.3,37.9,26.1,83.7,2.7,0
Adilabad,Bheempoor,25-03-2020,1,21.1,38,31.2,93.8,2.7,0
Adilabad,Bheempoor,26-03-2020,0,22.1,37.4,30.8,83,4.8,0
Adilabad,Bheempoor,27-03-2020,0,21,37.8,31.4,85.1,3.3,0
Adilabad,Bheempoor,28-03-2020,0,23.2,38.4,26.9,79.2,3.3,0
Adilabad,Bheempoor,29-03-2020,5.3,22.5,38,33.3,91.6,2.4,0
Adilabad,Bheempoor,30-03-2020,2.3,20.2,37.3,35.6,94.3,2.4,0
Adilabad,Bheempoor,31-03-2020,6.5,21.7,37.8,33.3,89.5,2.9,0
Adilabad,Jainad,01-01-2020,6.7,16.5,25.9,67.4,89.2,7.7,0
Adilabad,Jainad,02-01-2020,0.6,16.9,26.5,73.7,96.2,3.5,0
Adilabad,Jainad,03-01-2020,35.7,16.9,22.5,84.2,99.6,6.8,0
Adilabad,Jainad,04-01-2020,0,15.9,21.6,84.6,100,4.6,0
Adilabad,Jainad,05-01-2020,0,14.7,25,71.7,100,1,0
Adilabad,Jainad,06-01-2020,0,10.6,25.4,57.1,98.5,9.4,0
Adilabad,Jainad,07-01-2020,0,14.3,27,48.7,97.9,6.9,0
Adilabad,Jainad,08-01-2020,0,18.8,28.8,57.4,97.4,5,0
Adilabad,Jainad,09-01-2020,0,19.7,30.2,62.1,99.6,13.8,0
Adilabad,Jainad,10-01-2020,0,12,24.6,74,99.5,7.4,0
Adilabad,Jainad,11-01-2020,0,9.2,24.7,56.8,96.8,6.8,0
Adilabad,Jainad,12-01-2020,0,8.1,25.6,44.4,98.5,4.7,0
Adilabad,Jainad,13-01-2020,0,8.6,27.3,38.6,98.5,5.3,0
Adilabad,Jainad,14-01-2020,0,11.5,29.9,31.8,96.2,6,0
Adilabad,Jainad,15-01-2020,0,14.4,30.7,39.4,98.4,5.9,0
Adilabad,Jainad,16-01-2020,0,15.7,31.5,41.7,96.1,10.2,0
Adilabad,Jainad,17-01-2020,0,17.6,30.2,45.2,89.6,9.9,0
Adilabad,Jainad,18-01-2020,0,16.8,28.9,56.3,95.6,4,0
Adilabad,Jainad,19-01-2020,0,16.5,30.3,52.3,98.8,2.2,0
Adilabad,Jainad,20-01-2020,0,14.9,30.3,55.9,97.3,5.7,0
Adilabad,Jainad,21-01-2020,0,15.3,27.5,62.8,98.7,5.3,0
Adilabad,Jainad,22-01-2020,0,17.5,32.1,47.6,97.8,6.6,0
Adilabad,Jainad,23-01-2020,0,16.3,32.1,47.9,98.5,12.9,0
Adilabad,Jainad,24-01-2020,0,15.8,31.9,43.9,96.9,3.5,0
Adilabad,Jainad,25-01-2020,0,15.1,30.5,45.5,98.4,7.6,0
Adilabad,Jainad,26-01-2020,0,14.5,32.3,44.4,97.7,7,0
Adilabad,Jainad,27-01-2020,0,12.4,31,37.4,97.9,6.9,0
Adilabad,Jainad,28-01-2020,0,20.8,34.5,30.7,78.6,12.9,0
Adilabad,Jainad,29-01-2020,0,17.2,31.7,37.4,89.5,9.6,0
Adilabad,Jainad,30-01-2020,0,13.8,31,40.2,96,4.9,0
Adilabad,Jainad,31-01-2020,0,11.2,28.8,42.8,91.1,8.5,0
Adilabad,Jainad,01-02-2020,0,15.1,28.1,40.9,87.1,6,0
Adilabad,Jainad,02-02-2020,0,15.7,28.3,51.4,83.3,8,0
Adilabad,Jainad,03-02-2020,0,18.6,27.9,53.3,87.1,8,0
Adilabad,Jainad,04-02-2020,0,17.7,30.2,51.1,95.4,5.4,0
Adilabad,Jainad,05-02-2020,0,20.1,32.2,41.6,94.6,15.1,0
Adilabad,Jainad,06-02-2020,0,17.4,29.8,59.1,95.2,5.2,0
Adilabad,Jainad,07-02-2020,0,17.3,31.1,53.1,96.2,4.4,0
Adilabad,Jainad,08-02-2020,0,19.3,29.4,62.1,94.6,8.1,0
Adilabad,Jainad,09-02-2020,0,16.2,23.3,76.6,97.3,6.6,0
Adilabad,Jainad,10-02-2020,0,14.4,26.2,62.5,98.3,12.9,0
Adilabad,Jainad,11-02-2020,0,16.1,28.9,57.2,92.2,4.2,0
Adilabad,Jainad,12-02-2020,0,16.3,30.4,51.8,96.4,5.9,0
Adilabad,Jainad,13-02-2020,0,14.2,31.3,36.6,93.7,5.9,0
Adilabad,Jainad,14-02-2020,0,16.4,32.2,33.4,84.1,6.5,0
Adilabad,Jainad,15-02-2020,0,15.1,33.9,25.2,90,7.2,0
Adilabad,Jainad,16-02-2020,0,14.9,33.5,33.4,93.4,9.1,0
Adilabad,Jainad,17-02-2020,0,13.9,32.7,30.7,91.9,5.3,0
Adilabad,Jainad,18-02-2020,0,11.4,32.7,21.6,90.5,5.8,0
Adilabad,Jainad,19-02-2020,0,12.1,33.5,18.4,89,4.5,0
Adilabad,Jainad,20-02-2020,0,17.6,34.2,22.2,86.5,10.7,0
Adilabad,Jainad,21-02-2020,0,17.8,33.7,33.3,86.5,12.3,0
Adilabad,Jainad,22-02-2020,0,18.4,33.2,40.1,84,11.1,0
Adilabad,Jainad,23-02-2020,0,19.7,34.4,32.8,81.4,9.5,0
Adilabad,Jainad,24-02-2020,0,20.8,35.3,30.8,75.7,11.4,0
Adilabad,Jainad,25-02-2020,0,18,35.4,32.7,77,11.3,0
Adilabad,Jainad,26-02-2020,0,13.1,32,27,82.7,9,0
Adilabad,Jainad,27-02-2020,0,11.9,32.1,18.4,62,6.9,0
Adilabad,Jainad,28-02-2020,0,13.7,33.5,22.3,82,8.4,0
Adilabad,Jainad,29-02-2020,0,14.6,34.1,23.7,86.5,7.7,0
Adilabad,Jainad,01-03-2020,0,16.8,35.3,27.2,86,9.5,0
Adilabad,Jainad,02-03-2020,0,19.6,34.4,31.9,76.9,18.2,0
Adilabad,Jainad,03-03-2020,0,20.3,35.9,30.9,83.1,13.1,0
Adilabad,Jainad,04-03-2020,0,18.5,35.4,29.9,79.3,12.3,0
Adilabad,Jainad,05-03-2020,0,15.4,35.5,24.1,73.7,12.5,0
Adilabad,Jainad,06-03-2020,0,20.4,34.8,24.5,83.9,4.9,0
Adilabad,Jainad,07-03-2020,0,20,33.9,29.6,76.1,15.1,0
Adilabad,Jainad,08-03-2020,0,20.7,34.5,30.9,71.4,13.3,0
Adilabad,Jainad,09-03-2020,13.9,22.2,32.9,46.1,89.2,6.5,0
Adilabad,Jainad,10-03-2020,9.9,21.3,32.9,52.8,91.1,11.4,0
Adilabad,Jainad,11-03-2020,0,24,35.9,35.7,79.6,16.1,0
Adilabad,Jainad,12-03-2020,0,21.8,35.4,34.2,73.3,9.2,0
Adilabad,Jainad,13-03-2020,0,23.3,36.3,31.9,82.1,8.1,0
Adilabad,Jainad,14-03-2020,5.3,22.4,34.2,46.1,90.7,12.7,0
Adilabad,Jainad,15-03-2020,0,20.5,33.5,44.9,84.9,8.6,0
Adilabad,Jainad,16-03-2020,0,21.2,34.6,40.5,83.2,6.7,0
Adilabad,Jainad,17-03-2020,0,20.8,35.6,35.8,85.1,11.9,0
Adilabad,Jainad,18-03-2020,5.3,21,36.9,32.6,89.7,10.8,0
Adilabad,Jainad,19-03-2020,2.7,21.2,35.9,33.7,90.7,18.8,0
Adilabad,Jainad,20-03-2020,2.3,20,38,34,86.6,11.2,0
Adilabad,Jainad,21-03-2020,0,19.4,37.2,30.6,85.3,8.3,0
Adilabad,Jainad,22-03-2020,0,15.9,36.3,27.4,79.7,8.4,0
Adilabad,Jainad,23-03-2020,0,18.8,36.9,19.1,75.3,6.7,0
Adilabad,Jainad,24-03-2020,0,22.8,37.5,24.6,79.8,10.6,0
Adilabad,Jainad,25-03-2020,0,22.3,37.8,28.5,84.4,14.2,0
Adilabad,Jainad,26-03-2020,0,21.8,37.4,33,83,14.3,0
Adilabad,Jainad,27-03-2020,0,21.8,37.7,30.3,81.7,8.4,0
Adilabad,Jainad,28-03-2020,0,22.9,38.8,27.6,77.6,12.9,0
Adilabad,Jainad,29-03-2020,1.8,22.3,37.7,33.2,89.7,16.2,0
Adilabad,Jainad,30-03-2020,0,22.2,37.7,34.6,81.4,14.3,0
Adilabad,Jainad,31-03-2020,7.4,22.3,38,29.2,84.9,20.9,0
Adilabad,Bela,01-01-2020,2.5,16.5,25.9,68,96.9,3.3,0
Adilabad,Bela,02-01-2020,1.3,16.8,27.2,70.1,96.3,1.3,0
Adilabad,Bela,03-01-2020,10.5,17.3,23.3,82.8,98.4,1.9,0
Adilabad,Bela,04-01-2020,0,16.2,21.1,86.6,99.1,1.2,0
Adilabad,Bela,05-01-2020,0,14.7,25.6,68.2,100,0.8,0
Adilabad,Bela,06-01-2020,0,11.2,25.6,54.5,94.2,2,0
Adilabad,Bela,07-01-2020,0,14.8,27.5,49.8,92.6,1.6,0
Adilabad,Bela,08-01-2020,0,19.3,29.2,55.7,93.7,1.3,0
Adilabad,Bela,09-01-2020,9.5,20,29.5,62.3,98.5,3,0
Adilabad,Bela,10-01-2020,0.5,10.8,23.1,90.7,98.2,1.3,0
Adilabad,Bela,11-01-2020,0,8.4,23.9,68,100,0.1,0
Adilabad,Bela,12-01-2020,0,7.8,26.3,37.7,100,,0
Adilabad,Bela,13-01-2020,0,8.8,27.2,58.9,99.4,,0
Adilabad,Bela,14-01-2020,0,11.8,29.5,31.1,96.2,,0
Adilabad,Bela,15-01-2020,0,13.8,30.9,35.3,100,,0
Adilabad,Bela,16-01-2020,0,14.4,31.4,28,100,,0
Adilabad,Bela,17-01-2020,0,17.4,29.8,42.4,91.3,1.5,0
Adilabad,Bela,18-01-2020,0,17.5,29.6,53.9,95.4,1.4,0
Adilabad,Bela,19-01-2020,0,15.8,29.7,55.5,98.3,1.4,0
Adilabad,Bela,20-01-2020,0,15.2,29.9,54.8,96.8,0.9,0
Adilabad,Bela,21-01-2020,0,15,27.5,65.2,97.9,1.3,0
Adilabad,Bela,22-01-2020,0,18.3,31.6,48,94.4,3.2,0
Adilabad,Bela,23-01-2020,0,15.9,32,52.6,97.1,2.2,0
Adilabad,Bela,24-01-2020,0,15.7,32.2,44.9,96.3,1.1,0
Adilabad,Bela,25-01-2020,0,14.6,30.8,43.4,97.4,4.3,0
Adilabad,Bela,26-01-2020,0,14.3,31.6,44.5,96.2,10.8,0
Adilabad,Bela,27-01-2020,0,11.6,30.8,36.9,95.5,3.6,0
Adilabad,Bela,28-01-2020,0,20.7,34,27.7,78.4,5.4,0
Adilabad,Bela,29-01-2020,0,16.4,31.6,38.7,89.8,5.5,0
Adilabad,Bela,30-01-2020,0,13,30.1,47.6,83.2,12.1,0
Adilabad,Bela,31-01-2020,0,10.9,28.3,45.2,81.6,12.3,0
Adilabad,Bela,01-02-2020,0,15.7,27.9,46.8,78.8,14,0
Adilabad,Bela,02-02-2020,0,16.5,27.8,56.4,78.7,15.7,0
Adilabad,Bela,03-02-2020,0,18.5,28.2,52.2,84.4,1.5,0
Adilabad,Bela,04-02-2020,0,17.7,29.5,52.2,94,8.7,0
Adilabad,Bela,05-02-2020,0,19.8,31.5,50.2,84.6,14.8,0
Adilabad,Bela,06-02-2020,0,16.9,29.6,58.8,93.2,7.6,0
Adilabad,Bela,07-02-2020,0,16.6,31.5,46.8,86.3,10.5,0
Adilabad,Bela,08-02-2020,1.3,19.1,29.3,65.8,88.3,15.2,0
Adilabad,Bela,09-02-2020,0,16.3,23.6,75.5,89.6,18.5,0
Adilabad,Bela,10-02-2020,0,13,26,68.1,90.5,14.2,0
Adilabad,Bela,11-02-2020,0,14.9,29.2,62.4,88,12.5,0
Adilabad,Bela,12-02-2020,0,15,30.1,56.6,85.3,11.1,0
Adilabad,Bela,13-02-2020,0,12.7,31.3,37,81.2,14.7,0
Adilabad,Bela,14-02-2020,0,14.3,31.9,41,79.6,12.6,0
Adilabad,Bela,15-02-2020,0,13.4,33.5,28.7,75.6,7.1,0
Adilabad,Bela,16-02-2020,0,13.8,32,37.9,77.1,11.8,0
Adilabad,Bela,17-02-2020,0,12.3,33.4,30.8,91.2,1.7,0
Adilabad,Bela,18-02-2020,0,9.3,33.1,23.8,89.7,1.6,0
Adilabad,Bela,19-02-2020,0,10,33.2,19.1,88.5,1.6,0
Adilabad,Bela,20-02-2020,0,17.5,34.4,26.5,82.8,8,0
Adilabad,Bela,21-02-2020,0,19.5,34.1,39,73.7,6,0
Adilabad,Bela,22-02-2020,0,17.9,33.3,45.1,76.4,11.4,0
Adilabad,Bela,23-02-2020,0,20.6,33.8,39.6,68,12.1,0
Adilabad,Bela,24-02-2020,0,23.1,35.4,34.1,72.4,6.3,0
Adilabad,Bela,25-02-2020,0,19,34.8,34.8,86.8,2.8,0
Adilabad,Bela,26-02-2020,0,12.6,31.5,35,76.6,13.2,0
Adilabad,Bela,27-02-2020,0,12.9,31.8,20.8,61.9,1.8,0
Adilabad,Bela,28-02-2020,0,13,32.8,24.8,85.9,1.7,0
Adilabad,Bela,29-02-2020,0,14.3,34.1,26.2,86.4,2.6,0
Adilabad,Bela,01-03-2020,0,16.6,34.7,29.3,90,1.9,0
Adilabad,Bela,02-03-2020,0,19.6,34.2,33.3,80.8,2.5,0
Adilabad,Bela,03-03-2020,0,21.3,35.3,34.9,83.1,2.6,0
Adilabad,Bela,04-03-2020,0,18,35.2,32.5,89.2,1.6,0
Adilabad,Bela,05-03-2020,0,14.8,35.8,26.2,75,2.4,0
Adilabad,Bela,06-03-2020,0,20.9,34.3,26.3,86.3,1.7,0
Adilabad,Bela,07-03-2020,0,20,33.7,33.1,81.1,4.1,0
Adilabad,Bela,08-03-2020,0,21.3,33.7,34.5,79.7,2.1,0
Adilabad,Bela,09-03-2020,4.9,21.9,33.4,48.4,94,2,0
Adilabad,Bela,10-03-2020,0,21.7,32.7,58.9,94.2,3.6,0
Adilabad,Bela,11-03-2020,0,24.1,36,37.1,84.6,2.4,0
Adilabad,Bela,12-03-2020,0,21.8,35.9,40.6,82.3,3.9,0
Adilabad,Bela,13-03-2020,0,23.9,35.9,37,83.3,2.2,0
Adilabad,Bela,14-03-2020,5.7,22,32.9,52.8,96.3,2,0
Adilabad,Bela,15-03-2020,0,21.4,32.2,56.6,90.9,1.1,0
Adilabad,Bela,16-03-2020,0,21.1,34.1,46.8,90.5,2.2,0
Adilabad,Bela,17-03-2020,0,20.6,35.4,41.8,92.2,1.8,0
Adilabad,Bela,18-03-2020,11.3,20.9,35.7,38.2,94.6,2.5,0
Adilabad,Bela,19-03-2020,5.1,21.1,35.4,39,95.7,1.9,0
Adilabad,Bela,20-03-2020,0,19.7,37.4,33.7,91.4,1.8,0
Adilabad,Bela,21-03-2020,0,19.6,36.9,39,90.1,2.7,0
Adilabad,Bela,22-03-2020,0,16.5,35.6,29.5,85.1,2.2,0
Adilabad,Bela,23-03-2020,0,18,36.5,20.6,83.3,1.2,0
Adilabad,Bela,24-03-2020,0,22.4,37.6,27.3,85.2,1.6,0
Adilabad,Bela,25-03-2020,0,21.7,37.7,30.6,91.5,1.8,0
Adilabad,Bela,26-03-2020,0.2,21.7,37.2,32.4,84.9,3.9,0
Adilabad,Bela,27-03-2020,0,21.8,37.5,32.6,87.7,1.3,0
Adilabad,Bela,28-03-2020,0,22.9,38.1,30.2,82.1,2.5,0
Adilabad,Bela,29-03-2020,0,22.3,37.4,35.1,90.6,4.7,0
Adilabad,Bela,30-03-2020,0,21.9,37.6,37.4,83.2,2.5,0
Adilabad,Bela,31-03-2020,2.7,21.9,37.8,32.1,90.8,3.6,0
Adilabad,Gadiguda,01-01-2020,0,17.6,27.7,67.6,99.9,2.5,0
Adilabad,Gadiguda,02-01-2020,0,18.1,30.4,70.9,99.9,1,0
Adilabad,Gadiguda,03-01-2020,26.8,17.3,27.5,77.9,99.9,1.3,0
Adilabad,Gadiguda,04-01-2020,0,16.5,23,90.6,99.9,1.2,0
Adilabad,Gadiguda,05-01-2020,0,14.7,24.8,68,98.3,0.7,0
Adilabad,Gadiguda,06-01-2020,0,12.2,25.8,53.4,95.8,2,0
Adilabad,Gadiguda,07-01-2020,0,15.3,27.5,50.1,99.9,1.3,0
Adilabad,Gadiguda,08-01-2020,0,19.2,29.5,54.7,93.6,1.1,0
Adilabad,Gadiguda,09-01-2020,0,20,29.2,62.2,97.9,2.5,0
Adilabad,Gadiguda,10-01-2020,0,10.8,22.2,91.9,100,0.7,0
Adilabad,Gadiguda,11-01-2020,0,8.4,23.9,68,100,0.1,0
Adilabad,Gadiguda,12-01-2020,0,7.8,26.3,37.7,100,,0
Adilabad,Gadiguda,13-01-2020,0,11.5,26.1,58.9,99.4,,0
Adilabad,Gadiguda,14-01-2020,0,14.1,29.4,22.6,76.1,,0
Adilabad,Gadiguda,15-01-2020,0,13.8,30.9,35.3,100,,0
Adilabad,Gadiguda,16-01-2020,0,14.4,31.4,28,100,,0
Adilabad,Gadiguda,17-01-2020,0,15.8,29.8,42.4,100,1.5,0
Adilabad,Gadiguda,18-01-2020,0,16.8,29.5,51.5,100,1.4,0
Adilabad,Gadiguda,19-01-2020,0,15.5,30.3,49.5,100,1.2,0
Adilabad,Gadiguda,20-01-2020,0,14.3,30.4,55.9,100,0.2,0
Adilabad,Gadiguda,21-01-2020,0,15.2,26.7,81.6,100,1,0
Adilabad,Gadiguda,22-01-2020,0,16.6,32.2,47.8,100,6,0
Adilabad,Gadiguda,23-01-2020,0,15.6,31.8,53.3,100,0.1,0
Adilabad,Gadiguda,24-01-2020,0,14.8,32.4,44.4,100,0.3,0
Adilabad,Gadiguda,25-01-2020,0,14.7,30.9,40.9,100,9.8,0
Adilabad,Gadiguda,26-01-2020,0,14.7,30.5,37.3,100,29.6,0
Adilabad,Gadiguda,27-01-2020,0,11.8,30.1,31.9,100,8.1,0
Adilabad,Gadiguda,28-01-2020,0,18,35.1,21.5,89.1,7.5,0
Adilabad,Gadiguda,29-01-2020,0,15.1,32.2,37.1,99,5.7,0
Adilabad,Gadiguda,30-01-2020,0,12.9,29,39.8,100,12.8,0
Adilabad,Gadiguda,31-01-2020,0,10.1,27.9,43,100,15.3,0
Adilabad,Gadiguda,01-02-2020,0,15.6,29.3,34.5,82.3,5.2,0
Adilabad,Gadiguda,02-02-2020,0,16.1,27.5,58.1,85.1,6.3,0
Adilabad,Gadiguda,03-02-2020,0,18.2,28.7,51.9,89.9,1.2,0
Adilabad,Gadiguda,04-02-2020,0,17.4,30.4,45.4,100,4.3,0
Adilabad,Gadiguda,05-02-2020,0,20.1,32.8,42.2,92.3,14.6,0
Adilabad,Gadiguda,06-02-2020,0,15.9,29.6,59.2,100,4.7,0
Adilabad,Gadiguda,07-02-2020,0,16.1,32.5,35.6,100,14.7,0
Adilabad,Gadiguda,08-02-2020,0,17.8,31.5,49.9,100,12.7,0
Adilabad,Gadiguda,09-02-2020,0.5,16.3,21.6,99.6,100,10.1,0
Adilabad,Gadiguda,10-02-2020,0,12.9,26.2,66.5,100,1.5,0
Adilabad,Gadiguda,11-02-2020,0,14.3,29,67.1,91.5,6.9,0
Adilabad,Gadiguda,12-02-2020,0,14.5,30,57.8,80.3,6,0
Adilabad,Gadiguda,13-02-2020,0,12.3,31.3,31,68.5,13.6,0
Adilabad,Gadiguda,14-02-2020,0,13.7,31.9,28.9,86.8,0.2,0
Adilabad,Gadiguda,15-02-2020,0,12.9,32.8,21.3,58,2.9,0
Adilabad,Gadiguda,16-02-2020,0,13.5,32,27.3,64.9,0.7,0
Adilabad,Gadiguda,17-02-2020,0,11.9,33.7,30.5,90.2,1.5,0
Adilabad,Gadiguda,18-02-2020,0,8.8,33.4,24,88.3,1.4,0
Adilabad,Gadiguda,19-02-2020,0,9.5,32.5,11.1,88,1.5,0
Adilabad,Gadiguda,20-02-2020,0,17.5,34.4,28.9,85.8,0.1,0
Adilabad,Gadiguda,21-02-2020,0,19.8,34.1,40.4,65.3,4.6,0
Adilabad,Gadiguda,22-02-2020,0,18.2,33.2,45.6,70,7,0
Adilabad,Gadiguda,23-02-2020,0,20.8,33.6,40.7,61.1,7,0
Adilabad,Gadiguda,24-02-2020,0,23.5,35.8,33.7,71.5,3.5,0
Adilabad,Gadiguda,25-02-2020,0,19.2,34.9,33.7,87.5,2.8,0
Adilabad,Gadiguda,26-02-2020,0,12.3,31.3,36.5,65.4,0.2,0
Adilabad,Gadiguda,27-02-2020,0,16.6,32.1,20.5,61.8,1.7,0
Adilabad,Gadiguda,28-02-2020,0,12.5,33,24.5,85.9,0.1,0
Adilabad,Gadiguda,29-02-2020,0,14,34.4,26.1,85.7,2.6,0
Adilabad,Gadiguda,01-03-2020,0,16.4,35.1,28.3,89,1.8,0
