District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,01-Sep-22,0,26.1,33.2,67.3,93.4,0,7.8
Adilabad,Adilabad Rural,02-Sep-22,2.8,24.1,34.9,60.1,99.9,0,7.4
Adilabad,Adilabad Rural,03-Sep-22,0,24.4,36.6,54.4,97.2,0,11.4
Adilabad,Adilabad Rural,04-Sep-22,73.3,21.9,38.4,51.5,99.9,0,10.2
Adilabad,Adilabad Rural,05-Sep-22,0,23.1,27.8,86.6,99.9,0,8.4
Adilabad,Adilabad Rural,06-Sep-22,0,22.7,31.6,71,100,0,8.5
Adilabad,Adilabad Rural,07-Sep-22,0,24.1,34.7,57.5,99.9,0,7.7
Adilabad,Adilabad Rural,08-Sep-22,0.8,24.2,32.1,85.4,99.9,0,5.3
Adilabad,Adilabad Rural,09-Sep-22,37.8,22.9,32.5,78.8,100,0,8.9
Adilabad,Adilabad Rural,10-Sep-22,0,23.9,32,74,100,0,14.1
Adilabad,Adilabad Rural,11-Sep-22,11.5,23.5,32,71.6,100,0,12.1
Adilabad,Adilabad Rural,12-Sep-22,64.3,23.6,25.5,95.6,100,0,7.3
Adilabad,Adilabad Rural,13-Sep-22,4.3,23.8,27,89.6,100,0,8.5
Adilabad,Adilabad Rural,14-Sep-22,0,24.5,32.8,70.6,92.5,4.2,13.7
Adilabad,Adilabad Rural,15-Sep-22,0,24.1,32.4,67.8,90.7,2.4,13.3
Adilabad,Adilabad Rural,16-Sep-22,0,24.2,32.4,68.2,88.8,0.9,13
Adilabad,Adilabad Rural,17-Sep-22,0,23.4,32.2,68.2,94,0,9.1
Adilabad,Adilabad Rural,18-Sep-22,2,22.6,31.2,71.1,96.9,0,7.6
Adilabad,Adilabad Rural,19-Sep-22,4.3,23.9,32.8,64.7,99.3,0,8.5
Adilabad,Adilabad Rural,20-Sep-22,0.8,23.5,32.7,70.6,97.8,0,9.4
Adilabad,Adilabad Rural,21-Sep-22,0,24.2,32,72.1,97.8,0,9.4
Adilabad,Adilabad Rural,22-Sep-22,3.5,24.1,29.9,80.5,99.3,0,9
Adilabad,Adilabad Rural,23-Sep-22,0,23.2,30,76.7,98.3,0,9
Adilabad,Adilabad Rural,24-Sep-22,0,21.1,32.7,62.2,99.9,0,9.8
Adilabad,Adilabad Rural,25-Sep-22,0,22.2,31.9,60.7,99.9,0,8.8
Adilabad,Adilabad Rural,26-Sep-22,0,22.6,32.7,62.2,100,0,9.4
Adilabad,Adilabad Rural,27-Sep-22,2.3,23.9,33,65.2,98.8,0,12.9
Adilabad,Adilabad Rural,28-Sep-22,4,22.6,32.5,70.6,100,0,7.1
Adilabad,Adilabad Rural,29-Sep-22,1,23.4,31.6,71,100,0,9.9
Adilabad,Adilabad Rural,30-Sep-22,0,22.1,30.2,75.8,100,0,6.5
Adilabad,Adilabad Urban,01-Sep-22,3.2,26.3,36.3,70.5,99.9,0,4.4
Adilabad,Adilabad Urban,02-Sep-22,7.1,26.8,37.4,71.5,99.9,0,4.1
Adilabad,Adilabad Urban,03-Sep-22,0,25.3,36.6,58.6,99.9,0,5.5
Adilabad,Adilabad Urban,04-Sep-22,35.4,24.8,37.1,57,99.9,0,7
Adilabad,Adilabad Urban,05-Sep-22,0.2,23.8,30.3,89,99.9,0,0.9
Adilabad,Adilabad Urban,06-Sep-22,0,24.2,33.8,70.9,99.9,0,3.9
Adilabad,Adilabad Urban,07-Sep-22,0,26.9,37.3,63.6,99.9,0,2.2
Adilabad,Adilabad Urban,08-Sep-22,0,26.9,32.8,80,99.9,,
Adilabad,Adilabad Urban,09-Sep-22,9.9,25.9,32.4,72.3,99.9,0,3.4
Adilabad,Adilabad Urban,10-Sep-22,0,24.1,34.5,77.5,99.9,0,0.4
Adilabad,Adilabad Urban,11-Sep-22,14.1,24.4,34.1,71.8,99.9,0,1.8
Adilabad,Adilabad Urban,12-Sep-22,72,23.6,29.6,94,99.9,0,3.8
Adilabad,Adilabad Urban,13-Sep-22,3.7,24.5,28.2,89.9,99.9,0,6.2
Adilabad,Adilabad Urban,14-Sep-22,1.4,25.7,33,77.5,99.9,0.1,7.5
Adilabad,Adilabad Urban,15-Sep-22,0,26.7,34.1,72.3,99.9,0,7.9
Adilabad,Adilabad Urban,16-Sep-22,0,25.3,34.6,71.3,99.9,0,8.2
Adilabad,Adilabad Urban,17-Sep-22,0.8,23.5,34.3,74.7,99.9,0,6
Adilabad,Adilabad Urban,18-Sep-22,0.2,23.8,33.9,70.9,99.9,0,5.4
Adilabad,Adilabad Urban,19-Sep-22,1.3,24.8,34.2,71.9,99.9,0,1.6
Adilabad,Adilabad Urban,20-Sep-22,1.1,24.6,36.4,73.9,99.9,0,2.8
Adilabad,Adilabad Urban,21-Sep-22,0.4,25.8,32.7,74,99.9,0,1.4
Adilabad,Adilabad Urban,22-Sep-22,2.6,25.7,31.8,84.3,99.9,0,1.9
Adilabad,Adilabad Urban,23-Sep-22,0,25.8,34,77.1,99.9,0,4.4
Adilabad,Adilabad Urban,24-Sep-22,0,22.8,34.3,70.9,99.9,0,3
Adilabad,Adilabad Urban,25-Sep-22,0,23.6,34,63.1,99.9,0,3.2
Adilabad,Adilabad Urban,26-Sep-22,0,23.6,36.3,64,99.9,0,3.4
Adilabad,Adilabad Urban,27-Sep-22,9.3,26.7,34.8,73.7,99.9,0,1.3
Adilabad,Adilabad Urban,28-Sep-22,0.3,23.9,37,71,99.9,0,5
Adilabad,Adilabad Urban,29-Sep-22,1.1,24.8,32.9,73.5,99.9,0,2.8
Adilabad,Adilabad Urban,30-Sep-22,7.4,24.1,33.8,77.3,99.9,0,2.2
Adilabad,Bazarhathnoor,01-Sep-22,0.8,26.1,34.3,73,99.5,0,5.2
Adilabad,Bazarhathnoor,02-Sep-22,17.1,24.9,34.1,68.1,99.9,0,1.2
Adilabad,Bazarhathnoor,03-Sep-22,0,24.3,35.9,63.5,99.9,0,7.6
Adilabad,Bazarhathnoor,04-Sep-22,7.9,24.7,36.3,66.9,97.8,0,6.2
Adilabad,Bazarhathnoor,05-Sep-22,0,23.8,29.4,87.5,99.9,0,0.3
Adilabad,Bazarhathnoor,06-Sep-22,0,24.9,32.3,77.1,99.9,0,0.3
Adilabad,Bazarhathnoor,07-Sep-22,0,26.7,32.8,71.1,99.6,0,3.4
Adilabad,Bazarhathnoor,08-Sep-22,0.9,26.7,31.1,84.3,99.9,0,2.9
Adilabad,Bazarhathnoor,09-Sep-22,7.9,25.2,32.4,84.6,99.9,0,0.1
Adilabad,Bazarhathnoor,10-Sep-22,0,24.7,32.6,77.5,97.6,0,2.4
Adilabad,Bazarhathnoor,11-Sep-22,55.5,24.9,33,75.5,99.9,0,0.2
Adilabad,Bazarhathnoor,12-Sep-22,108.1,24.2,26.4,96.3,99.9,0,10.1
Adilabad,Bazarhathnoor,13-Sep-22,5.7,24.5,28.3,91.3,99.9,0,0.3
Adilabad,Bazarhathnoor,14-Sep-22,2.6,25.2,30.7,83.1,97.6,0,3.6
Adilabad,Bazarhathnoor,15-Sep-22,0,24.8,31.9,80.4,96.9,0,11.1
Adilabad,Bazarhathnoor,16-Sep-22,0,24.7,32.3,80.2,97.5,0,6.4
Adilabad,Bazarhathnoor,17-Sep-22,4,24.3,30.4,84,98.2,0,2.9
Adilabad,Bazarhathnoor,18-Sep-22,14.3,24.2,30.7,83.6,98.5,0,0.3
Adilabad,Bazarhathnoor,19-Sep-22,0.3,24.8,32.1,77.2,97.3,0,12.1
Adilabad,Bazarhathnoor,20-Sep-22,12.8,25.3,33.2,76.9,98,0,1.3
Adilabad,Bazarhathnoor,21-Sep-22,0,26,31.5,83.7,97.9,0,1.1
Adilabad,Bazarhathnoor,22-Sep-22,0.3,25.6,30,84.3,97.5,0,4.2
Adilabad,Bazarhathnoor,23-Sep-22,0,25.3,29.8,83.7,99.9,0,0.8
Adilabad,Bazarhathnoor,24-Sep-22,0,22.8,32.6,71,99.9,0,6.1
Adilabad,Bazarhathnoor,25-Sep-22,0,24,32.5,63.4,99.9,0,5.5
Adilabad,Bazarhathnoor,26-Sep-22,0,24.1,33,76.9,99.9,0,0.4
Adilabad,Bazarhathnoor,27-Sep-22,3.5,24.2,32.8,73.4,98.8,0,4.6
Adilabad,Bazarhathnoor,28-Sep-22,0.3,24.3,34,74,99.6,0,4.4
Adilabad,Bazarhathnoor,29-Sep-22,21.6,24.4,31.9,81.4,99.9,0,1.3
Adilabad,Bazarhathnoor,30-Sep-22,3.4,24.1,32.7,84.3,99.5,0,4.5
Adilabad,Bela,01-Sep-22,1.6,26.3,34.2,70.5,99.9,0,5.7
Adilabad,Bela,02-Sep-22,2.7,26,34.4,71.9,99.9,0,3.3
Adilabad,Bela,03-Sep-22,0.4,25.3,36.5,65.3,99.9,0,5.8
Adilabad,Bela,04-Sep-22,60.1,24.1,36.3,59.5,99.9,0,7.4
Adilabad,Bela,05-Sep-22,0,23.8,30.1,96,99.9,0,25.5
Adilabad,Bela,06-Sep-22,0,24.5,32.4,77.5,99.9,0,9.3
Adilabad,Bela,07-Sep-22,4.3,26.9,36.9,63.6,99.9,0,5.9
Adilabad,Bela,08-Sep-22,6.9,26.7,32.1,95.6,99.9,0,4
Adilabad,Bela,09-Sep-22,2.1,25.9,33.9,84.9,99.9,0,9.2
Adilabad,Bela,10-Sep-22,0.3,24.1,34.6,73.3,99.9,0,5.9
Adilabad,Bela,11-Sep-22,9.2,24.4,34.5,67.2,99.9,0,6.3
Adilabad,Bela,12-Sep-22,96.9,23.6,27.4,99.2,99.9,0,0.8
Adilabad,Bela,13-Sep-22,3.5,24.5,27.4,97.8,99.9,0,11.5
Adilabad,Bela,14-Sep-22,0.2,25.7,33.8,77.5,99.9,1.1,14.3
Adilabad,Bela,15-Sep-22,0,25.7,33.7,77.2,99.9,3.8,15.4
Adilabad,Bela,16-Sep-22,0,25.3,32.7,77.1,99.9,0,23.1
Adilabad,Bela,17-Sep-22,1.7,23.5,32.4,76.6,99.9,3.7,15
Adilabad,Bela,18-Sep-22,0,23.8,34.1,71,99.9,0,10.1
Adilabad,Bela,19-Sep-22,1.4,24.8,33.3,74.3,99.9,0,10.8
Adilabad,Bela,20-Sep-22,9.1,24.6,34.4,77.6,99.9,0,28.8
Adilabad,Bela,21-Sep-22,1.5,25.8,31.7,79.7,99.9,2.9,6.7
