District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,01-Oct-22,0,21.9,32.5,65.7,99.9,0,10.9
Adilabad,Adilabad Rural,02-Oct-22,0,21.4,32.7,60.1,99,0,9.1
Adilabad,Adilabad Rural,03-Oct-22,0,21.5,32.8,57.1,97.9,0,14.6
Adilabad,Adilabad Rural,04-Oct-22,0,21.3,32.8,60.1,98.5,0,9.3
Adilabad,Adilabad Rural,05-Oct-22,0,22.9,30.4,71,98.8,0,5.3
Adilabad,Adilabad Rural,06-Oct-22,14.5,22.4,32.4,68.2,100,0,8.5
Adilabad,Adilabad Rural,07-Oct-22,9,22.9,32.5,67.3,100,0,11.8
Adilabad,Adilabad Rural,08-Oct-22,1.8,24.4,30.2,73.4,94.6,2.7,14.3
Adilabad,Adilabad Rural,09-Oct-22,0,23.6,33.5,62.2,97.2,0,10.7
Adilabad,Adilabad Rural,10-Oct-22,0,23.7,33.3,65.2,99.3,0,7.4
Adilabad,Adilabad Rural,11-Oct-22,0,23.9,32.7,67.8,96.7,0,8.4
Adilabad,Adilabad Rural,12-Oct-22,0,23.3,32.7,65.2,97.2,0,10.9
Adilabad,Adilabad Rural,13-Oct-22,0,21.5,32.9,67.8,100,0,11.4
Adilabad,Adilabad Rural,14-Oct-22,10,23,32.5,70.2,100,0,5.3
Adilabad,Adilabad Rural,15-Oct-22,0.8,21,31,72.6,100,0,9.8
Adilabad,Adilabad Rural,16-Oct-22,0,23.6,29.7,76.1,99.9,0,11
Adilabad,Adilabad Rural,17-Oct-22,1.5,22,30.2,77.7,100,0,9.6
Adilabad,Adilabad Rural,18-Oct-22,4.8,22.5,32.5,70.2,100,0,7.1
Adilabad,Adilabad Rural,19-Oct-22,0,21.4,32.6,66.3,100,0,12
Adilabad,Adilabad Rural,20-Oct-22,0,21.9,32.2,71.6,100,0,10.8
Adilabad,Adilabad Rural,21-Oct-22,38.5,20.3,30.1,80.5,100,0,10.4
Adilabad,Adilabad Rural,22-Oct-22,0,16.8,29.8,60.2,99.8,0,8.9
Adilabad,Adilabad Rural,23-Oct-22,0,15.6,29.5,47,98.5,0,13.1
Adilabad,Adilabad Rural,24-Oct-22,0,15.7,30.1,37.8,98,0,8.6
Adilabad,Adilabad Rural,25-Oct-22,0,14.1,30.6,41.9,96.4,0,9.4
Adilabad,Adilabad Rural,26-Oct-22,0,15.2,31.1,41,94.9,0,5.7
Adilabad,Adilabad Rural,27-Oct-22,0,14.3,30.8,40.1,97.5,0,8
Adilabad,Adilabad Rural,28-Oct-22,0,14.1,30.5,44.1,96.4,0,7.5
Adilabad,Adilabad Rural,29-Oct-22,0,13.7,30.2,43,98,0,11.8
Adilabad,Adilabad Rural,30-Oct-22,0,15.1,30.5,43,95.9,0,6.5
Adilabad,Adilabad Rural,31-Oct-22,0,13.2,29.9,43,95.7,0,10.4
Adilabad,Adilabad Urban,01-Oct-22,0,23.9,36.9,63.4,99.9,0,2.5
Adilabad,Adilabad Urban,02-Oct-22,0,22.3,37.2,58.9,99.9,0,2.3
Adilabad,Adilabad Urban,03-Oct-22,0,24.5,37.4,56.1,99.9,0,3.9
Adilabad,Adilabad Urban,04-Oct-22,0,24.7,36.7,58.4,99.9,0,4.1
Adilabad,Adilabad Urban,05-Oct-22,0,26.5,34.2,70.9,99.9,0,3.7
Adilabad,Adilabad Urban,06-Oct-22,29,24.3,36.4,67.8,99.9,0,0.9
Adilabad,Adilabad Urban,07-Oct-22,24.3,24.2,36.2,74.6,99.9,0,3.7
Adilabad,Adilabad Urban,08-Oct-22,2.4,24.6,32.2,77.5,99.9,0,3.6
Adilabad,Adilabad Urban,09-Oct-22,0,24.4,34.5,66.5,99.9,0,4.3
Adilabad,Adilabad Urban,10-Oct-22,4.4,23.9,34.8,71.4,99.9,0,6
