District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,01-Dec-22,0,11.1,28.1,46.6,98,0,10.8
Adilabad,Adilabad Rural,02-Dec-22,0,14.2,28.6,49.9,98.2,0,8.6
Adilabad,Adilabad Rural,03-Dec-22,0,16.6,29.3,54.1,97.7,0,7
Adilabad,Adilabad Rural,04-Dec-22,0,16.6,30.7,55.6,97.2,0,8.9
Adilabad,Adilabad Rural,05-Dec-22,0,13.8,30.2,51,97.2,0,9
Adilabad,Adilabad Rural,06-Dec-22,0,14.3,29.8,43.6,94.9,0,9
Adilabad,Adilabad Rural,07-Dec-22,0,14,29.4,47.6,97.5,0,14.9
Adilabad,Adilabad Rural,08-Dec-22,0,12.8,27,54.6,84.2,0,11.5
Adilabad,Adilabad Rural,09-Dec-22,0,9.3,25.9,40.9,96.9,1.4,13.4
Adilabad,Adilabad Rural,10-Dec-22,0,14.9,27.9,37.5,84.4,0,13.3
Adilabad,Adilabad Rural,11-Dec-22,0,16.4,25.8,52.2,93.3,0,11.6
Adilabad,Adilabad Rural,12-Dec-22,2.8,20.7,30.4,56.6,99.5,0,7.5
Adilabad,Adilabad Rural,13-Dec-22,0,19.6,32.1,53,97.9,0,6.3
Adilabad,Adilabad Rural,14-Dec-22,0,19,31.7,58.1,99,0,8.4
Adilabad,Adilabad Rural,15-Dec-22,0,17.8,30.8,60.2,97.2,0,7.1
Adilabad,Adilabad Rural,16-Dec-22,0,17.8,32,53,97.2,0,6
Adilabad,Adilabad Rural,17-Dec-22,0,18.1,32.4,52,97.4,0,6.8
Adilabad,Adilabad Rural,18-Dec-22,0,12.3,31.3,54.1,97.2,0,10.7
Adilabad,Adilabad Rural,19-Dec-22,0,10.4,28.7,35,91.9,0,8
Adilabad,Adilabad Rural,20-Dec-22,0,11.3,28.6,34.4,91.6,0,11.4
Adilabad,Adilabad Rural,21-Dec-22,0,11.2,29.7,28.3,89,0,9.5
Adilabad,Adilabad Rural,22-Dec-22,0,12.1,30.6,33.8,92.6,0,7
Adilabad,Adilabad Rural,23-Dec-22,0,12.4,29.9,39.5,92.3,0,10.4
Adilabad,Adilabad Rural,24-Dec-22,0,14.3,31.5,35.3,85.1,0,10.4
Adilabad,Adilabad Rural,25-Dec-22,0,16.2,33,32.3,78,0,8
Adilabad,Adilabad Rural,26-Dec-22,0,17.1,32.5,37,78.4,0,14.3
Adilabad,Adilabad Rural,27-Dec-22,0,18.8,32.4,48.5,87,0,14.7
Adilabad,Adilabad Rural,28-Dec-22,0,21.3,33,50.1,89.9,0,15
Adilabad,Adilabad Rural,29-Dec-22,0,15.5,33,47.4,94.6,0,8.1
Adilabad,Adilabad Rural,30-Dec-22,0,14.7,32.5,42.2,97.5,0,10.1
Adilabad,Adilabad Rural,31-Dec-22,0,15.9,32.9,36.4,87.6,0,9.8
Adilabad,Adilabad Urban,01-Dec-22,0,11.5,32.6,36.6,99.9,0,2.8
Adilabad,Adilabad Urban,02-Dec-22,0,13.7,32.3,47.1,99.9,0,2.7
Adilabad,Adilabad Urban,03-Dec-22,0,18.4,32.3,50.4,99.9,0,1.1
Adilabad,Adilabad Urban,04-Dec-22,0,18.9,32.5,55.7,99.9,0,6
Adilabad,Adilabad Urban,05-Dec-22,0,16,32.5,49,99.9,0,3.4
Adilabad,Adilabad Urban,06-Dec-22,0,14.2,32.3,47.1,99.9,0,5.3
Adilabad,Adilabad Urban,07-Dec-22,0,15.6,32.5,47.1,99.9,0,2.5
Adilabad,Adilabad Urban,08-Dec-22,0,12.9,30.5,55.3,99.9,0,4.7
Adilabad,Adilabad Urban,09-Dec-22,0,8.7,27.6,31.9,99.9,0,5.8
Adilabad,Adilabad Urban,10-Dec-22,0,13.6,30.3,33.3,95.5,0,4.9
Adilabad,Adilabad Urban,11-Dec-22,0,18.9,29.9,43.5,96.7,0,0.3
Adilabad,Adilabad Urban,12-Dec-22,6,20.7,32.7,55.7,99.9,0,4.3
Adilabad,Adilabad Urban,13-Dec-22,0,19.7,32.2,57.9,99.9,0,2.8
Adilabad,Adilabad Urban,14-Dec-22,0.4,19.5,32.5,63.8,99.9,0,0.2
Adilabad,Adilabad Urban,15-Dec-22,0,18.1,33.4,56.6,99.9,0,5.5
Adilabad,Adilabad Urban,16-Dec-22,0,18.9,32.9,53,99.9,0,2.7
Adilabad,Adilabad Urban,17-Dec-22,0,19.4,34.3,51.2,99.9,0,2.8
Adilabad,Adilabad Urban,18-Dec-22,0,13.9,34.4,53.9,99.9,0,4.6
Adilabad,Adilabad Urban,19-Dec-22,0,10.3,30.8,33.5,99.9,0,6.3
Adilabad,Adilabad Urban,20-Dec-22,0,10.4,30.1,33,99.9,0,3.5
Adilabad,Adilabad Urban,21-Dec-22,0,10.8,30,29.3,99.9,0,1.7
Adilabad,Adilabad Urban,22-Dec-22,0,11.2,32.8,28.1,99.9,0,2.1
Adilabad,Adilabad Urban,23-Dec-22,0,12.8,34.2,34.5,99.9,0,2.6
Adilabad,Adilabad Urban,24-Dec-22,0,12.9,32.1,26.5,99.9,0,4.7
Adilabad,Adilabad Urban,25-Dec-22,0,15.6,34.6,29.7,99.9,0,1.9
Adilabad,Adilabad Urban,26-Dec-22,0,17.6,34.8,39.3,99.9,0,3.4
Adilabad,Adilabad Urban,27-Dec-22,0,19.1,32.5,43.4,99.9,0,6.3
Adilabad,Adilabad Urban,28-Dec-22,0,19.5,34.6,49.7,99.9,0,6.5
Adilabad,Adilabad Urban,29-Dec-22,0,18.4,34.6,44.9,99.9,0,0.3
Adilabad,Adilabad Urban,30-Dec-22,0,16.1,32.4,41.3,99.9,0,2
Adilabad,Adilabad Urban,31-Dec-22,0,16.3,34.6,33.1,99.9,0,1.2
Adilabad,Bazarhathnoor,01-Dec-22,0,12.2,28.7,42.6,90.5,0,7.5
Adilabad,Bazarhathnoor,02-Dec-22,0,13.2,29.2,41.4,94.3,0,5.9
Adilabad,Bazarhathnoor,03-Dec-22,0,16.4,29.3,56.9,97,0,7.5
Adilabad,Bazarhathnoor,04-Dec-22,0,16.4,29.7,59.9,97.5,0,3
Adilabad,Bazarhathnoor,05-Dec-22,0,12.8,30.7,58.4,98.8,0,4.8
Adilabad,Bazarhathnoor,06-Dec-22,0,13.2,29.4,44.2,96.3,0,9.5
Adilabad,Bazarhathnoor,07-Dec-22,0,13.7,28,51.5,94.3,0,3.6
Adilabad,Bazarhathnoor,08-Dec-22,0,11.5,25.5,61.3,92.3,0,10.3
Adilabad,Bazarhathnoor,09-Dec-22,0,7.4,24.6,43.9,91.8,0,1.5
Adilabad,Bazarhathnoor,10-Dec-22,0,12.8,26,41.6,82.1,0,6.6
Adilabad,Bazarhathnoor,11-Dec-22,0,19,24.5,56.4,79.2,0,7.7
Adilabad,Bazarhathnoor,12-Dec-22,1.6,20.1,30.4,63.4,99.6,0,7.4
Adilabad,Bazarhathnoor,13-Dec-22,0,18,29.1,64.8,98.8,0,8.2
Adilabad,Bazarhathnoor,14-Dec-22,0,18.3,28.7,66.3,98.8,0,7.7
Adilabad,Bazarhathnoor,15-Dec-22,0,18.4,31.6,57.9,94.7,0,4
Adilabad,Bazarhathnoor,16-Dec-22,0,16.8,30.8,59.4,98.3,0,4
Adilabad,Bazarhathnoor,17-Dec-22,0,17.8,30.4,60.4,96.3,0,5.9
Adilabad,Bazarhathnoor,18-Dec-22,0,15.9,29.4,60.9,94,0,4.8
Adilabad,Bazarhathnoor,19-Dec-22,0,9,27.6,40.9,95,0,8.4
Adilabad,Bazarhathnoor,20-Dec-22,0,9.9,28.1,36.3,95.5,0,5.9
Adilabad,Bazarhathnoor,21-Dec-22,0,9.5,29.3,32.5,96,0,5.3
Adilabad,Bazarhathnoor,22-Dec-22,0,10.8,31.3,27.7,93,0,5.5
Adilabad,Bazarhathnoor,23-Dec-22,0,10.1,30.2,38.9,96,0,5.2
Adilabad,Bazarhathnoor,24-Dec-22,0,10.2,31.6,35.6,96,0,4
Adilabad,Bazarhathnoor,25-Dec-22,0,11.9,31.3,37.2,97.8,0,10.2
Adilabad,Bazarhathnoor,26-Dec-22,0,12.4,30.6,47.4,98.6,0,4.7
Adilabad,Bazarhathnoor,27-Dec-22,0,16.3,30.2,55.9,99.8,0,8.9
Adilabad,Bazarhathnoor,28-Dec-22,0,17,30.1,63.9,99.3,0,0.1
Adilabad,Bazarhathnoor,29-Dec-22,0,17.4,31,50.8,92.2,0,3.6
Adilabad,Bazarhathnoor,30-Dec-22,0,13.8,30.2,52.9,99,0,3.8
Adilabad,Bazarhathnoor,31-Dec-22,0,13.8,31.6,46.3,95.3,0,10.1
Adilabad,Bela,01-Dec-22,0,9.8,32,32.8,100,0,0.4
Adilabad,Bela,02-Dec-22,0,14.8,31.6,35.4,100,0,58.7
Adilabad,Bela,03-Dec-22,0,17.1,31,41.6,100,0,2.7
Adilabad,Bela,04-Dec-22,0,16.8,31.2,45.9,100,0,2.7
Adilabad,Bela,05-Dec-22,0,14,32.4,38.7,100,0,9.4
Adilabad,Bela,06-Dec-22,0,14.7,32.8,30.4,99.1,0,7.4
Adilabad,Bela,07-Dec-22,0,15.6,31.4,35.4,100,0,7
Adilabad,Bela,08-Dec-22,0,11.6,30.3,48.2,93.6,0,26.8
Adilabad,Bela,09-Dec-22,0,7.3,30.5,30.4,96.2,0,13.3
Adilabad,Bela,10-Dec-22,0,14.3,30.3,28.2,86.8,0,16.3
Adilabad,Bela,11-Dec-22,0,17.2,29.5,42.2,95.7,0,15.5
Adilabad,Bela,12-Dec-22,6.4,20.7,32.3,50.6,99.9,0,2.9
Adilabad,Bela,13-Dec-22,0,19.9,33.9,49.4,100,0,10.3
Adilabad,Bela,14-Dec-22,0,20.3,33.7,63.1,100,0,7.5
Adilabad,Bela,15-Dec-22,0,20.1,32.2,55.1,99.9,0,15.2
Adilabad,Bela,16-Dec-22,0,19.9,34.8,47.1,100,0,5.8
Adilabad,Bela,17-Dec-22,0,20.1,34.5,46.1,99.9,0,10.4
Adilabad,Bela,18-Dec-22,0,13.3,31.9,49.1,100,0,6.2
Adilabad,Bela,19-Dec-22,0,9.5,32.7,28.5,97,0,7.1
Adilabad,Bela,20-Dec-22,0,9.7,32.2,26.1,97.4,0,9.2
Adilabad,Bela,21-Dec-22,0,9.4,33.9,25.1,97,0.1,2.2
Adilabad,Bela,22-Dec-22,0,11,33.1,24.6,97.2,0,3.3
Adilabad,Bela,23-Dec-22,0,10.7,32.4,24,100,2.3,23.6
Adilabad,Bela,24-Dec-22,0,11.1,34.6,19.7,96,0,5.5
Adilabad,Bela,25-Dec-22,0,14.9,34.2,25.3,94.1,0,2.9
Adilabad,Bela,26-Dec-22,0,17.2,33.3,24.2,91.7,0,29.1
Adilabad,Bela,27-Dec-22,0,19.7,33.7,33.3,97.6,0,11.2
Adilabad,Bela,28-Dec-22,0,19.2,34,40.1,100,0,13
Adilabad,Bela,29-Dec-22,0,16,33.4,38,95.3,0,53.9
Adilabad,Bela,30-Dec-22,0,14.5,33.2,31.8,100,0,4.7
Adilabad,Bela,31-Dec-22,0,16.5,33.6,24.2,96.9,0,23.3
Adilabad,Bheempoor,01-Dec-22,0,12.8,32.2,41.1,99.9,0,3.8
Adilabad,Bheempoor,02-Dec-22,0,16.7,32.1,46.8,99.9,0,6.6
Adilabad,Bheempoor,03-Dec-22,0,19.3,32.1,54.7,99.9,0,5.4
Adilabad,Bheempoor,04-Dec-22,0,19.1,30.9,55.9,99.9,0,6.7
Adilabad,Bheempoor,05-Dec-22,0,16.7,31,56,100,0,4.2
Adilabad,Bheempoor,06-Dec-22,0,16.4,31.3,48.8,99.9,0,5.4
Adilabad,Bheempoor,07-Dec-22,0,16.7,31.1,51.8,99.9,0,3.7
Adilabad,Bheempoor,08-Dec-22,0,14.2,30.5,58.3,99.9,0,5.6
Adilabad,Bheempoor,09-Dec-22,0,11.6,27,38,99.7,0,6.9
Adilabad,Bheempoor,10-Dec-22,0,14.7,30.2,41.5,95.7,0,5.9
Adilabad,Bheempoor,11-Dec-22,0,19,30.3,48.6,100,0,4.8
Adilabad,Bheempoor,12-Dec-22,12.8,20.7,32.1,62.8,99.9,0,9
Adilabad,Bheempoor,13-Dec-22,0,19.6,32.2,63.1,100,0,7.5
Adilabad,Bheempoor,14-Dec-22,0.5,20.1,32.2,72.6,99.9,0,4.8
Adilabad,Bheempoor,15-Dec-22,0,19.3,34.5,58.9,99.9,0,37.4
Adilabad,Bheempoor,16-Dec-22,0,18.9,34.6,55.3,100,0,3.7
Adilabad,Bheempoor,17-Dec-22,0,18.6,34.6,55.5,99.9,0,1.5
Adilabad,Bheempoor,18-Dec-22,0,16.7,33.9,55,99.9,0,3
Adilabad,Bheempoor,19-Dec-22,0,13.9,32.6,39.4,99.8,0,5.1
Adilabad,Bheempoor,20-Dec-22,0,14.2,30.4,39.4,99.7,0,5.4
Adilabad,Bheempoor,21-Dec-22,0,14.2,30.2,39.1,99.8,0,2.9
Adilabad,Bheempoor,22-Dec-22,0,14.2,34.8,34.9,99.9,0,2.6
Adilabad,Bheempoor,23-Dec-22,0,13.8,32.4,42.8,99.9,0,7
Adilabad,Bheempoor,24-Dec-22,0,14.2,34.2,33.7,99.9,0,6.5
Adilabad,Bheempoor,25-Dec-22,0,16,34.5,41.2,99.9,0,6.6
Adilabad,Bheempoor,26-Dec-22,0,17.2,34.4,47.4,99.9,0,3.5
