District,Mandal,Date,Rain (mm),Min Temp (°C),Max Temp (°C),Min Humidity (%),Max Humidity (%),Min Wind Speed (Kmph),Max Wind Speed (Kmph)
Adilabad,Adilabad Rural,03-Nov-22,0,14.1,29.7,53.1,98.5,0,8.4
Adilabad,Adilabad Rural,04-Nov-22,0,15.4,30.3,45.9,95.4,0.1,8.7
Adilabad,Adilabad Rural,22-Nov-22,0,15,27.9,43.2,86.2,0,9.6
Adilabad,Adilabad Rural,30-Nov-22,0,11.5,29.2,36.7,95.4,0,10.7
Adilabad,Adilabad Urban,09-Nov-22,0,17.1,36.4,46.7,99.9,0,0.3
Adilabad,Adilabad Urban,14-Nov-22,0,16.7,32.6,42.4,99.9,0,4.6
Adilabad,Bazarhathnoor,28-Nov-22,0,14.4,31,38.5,83.1,0,12
Adilabad,Bela,02-Nov-22,0,18.9,32.9,44.2,100,0,15.8
Adilabad,Bela,20-Nov-22,0,8.3,30.7,28.9,97.5,1.2,6.2
Adilabad,Bheempoor,09-Nov-22,0,16.7,34.4,48.7,99.9,0,5.8
Adilabad,Bheempoor,14-Nov-22,0,14.7,32.4,44.9,99.9,0,9
Adilabad,Bheempoor,24-Nov-22,0,16.7,33.5,46.8,99.9,0,3.3
Adilabad,Boath,02-Nov-22,0,21.4,33.8,47.1,96.7,0,6.7
Adilabad,Boath,06-Nov-22,0,17.2,34.8,32.7,94.4,0,8.4
Adilabad,Boath,20-Nov-22,0,11.2,29.9,38.8,93.4,0,9.7
Adilabad,Gadiguda,02-Nov-22,0,19.9,32.6,52.5,99.9,0,15.8
Adilabad,Gadiguda,06-Nov-22,0,19.3,33.8,40.1,99.9,0,11.4
Adilabad,Gadiguda,20-Nov-22,0,10.9,29.6,43.4,93.5,0,9
Adilabad,Gudihathnur,21-Nov-22,0,11.7,27.2,46.1,71.5,0,6.2
Adilabad,Gudihathnur,25-Nov-22,0,14.7,32,43.1,87.9,0,9.4
Adilabad,Ichoda,02-Nov-22,0,19.5,28.4,58.1,90.9,0,0
Adilabad,Ichoda,28-Nov-22,0,15.8,30.1,36.8,82,0,6.9
Adilabad,Inderavelly,27-Nov-22,0,12.4,29.3,36.9,86.3,0,11.2
Adilabad,Jainad,16-Nov-22,0,11.8,33.2,32.8,100,0,2.9
Adilabad,Mavala,22-Nov-22,0,16.9,29.2,41.7,99.9,0,3.1
Adilabad,Mavala,26-Nov-22,0,12,30.2,36.7,95.3,0,2.7
Adilabad,Mavala,29-Nov-22,0,10.6,31,32.1,94.9,0,2.1
Adilabad,Narnoor,12-Nov-22,0,18.5,28.9,43.5,91.8,0,11.2
Adilabad,Narnoor,15-Nov-22,0,16.6,29.2,37.9,93.5,0,8.8
Adilabad,Neradigonda,01-Nov-22,0,16.7,30.1,38,91.6,0,8.5
Adilabad,Neradigonda,11-Nov-22,0,17.2,32.2,44.2,94.3,0,15.2
Adilabad,Neradigonda,13-Nov-22,0,17.3,30.7,46.5,91.3,0,13.8
Adilabad,Neradigonda,17-Nov-22,0,14.8,31.7,31.6,88.5,0,7.2
Adilabad,Sirikonda,07-Nov-22,0,16.7,33.9,32.6,93.7,0,6.6
Adilabad,Sirikonda,11-Nov-22,0,16.7,32.6,32.9,90.8,0,10.6
Adilabad,Sirikonda,13-Nov-22,0,16.1,32.3,33.5,91.2,2.8,9
Adilabad,Tamsi,24-Nov-22,0,16.3,32.5,54.3,93.6,0,6.8
Adilabad,Utnur,02-Nov-22,0,19.8,30.4,48.3,98.4,0,10.1
Adilabad,Utnur,06-Nov-22,0,15.5,33,30.4,97.6,0,8.1
