District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Nizamabad,Mendora,03-09-2019,49,23.3,27.4,82.9,98.5,0,1
Nizamabad,Mendora,04-09-2019,22.8,23.5,27.8,86.3,98.2,0,0.8
Nizamabad,Mendora,05-09-2019,0,24.3,31.2,79.8,95.8,0,1
Nizamabad,Mendora,06-09-2019,0,24.6,33,68.3,95.4,0,1
Nizamabad,Mendora,07-09-2019,15.3,24.1,29.3,80.6,97.3,0,1.2
Nizamabad,Mendora,08-09-2019,0,24.3,29.4,81.6,91.8,0,0.9
Nizamabad,Mendora,09-09-2019,8,24.3,31.1,74.1,98,0,1.2
Nizamabad,Yergatla,01-07-2019,4.2,24.5,28.3,79.4,95.3,1,15.7
Nizamabad,Yergatla,02-07-2019,0,25.4,30,74.5,90.8,0,14.4
Nizamabad,Yergatla,03-07-2019,2.2,24.4,29.9,77.3,96.9,0,12.6
Nizamabad,Yergatla,04-07-2019,0,25,30.9,70.8,89.6,0,16.8
Nizamabad,Yergatla,05-07-2019,0,26.5,33.7,53.6,81.3,2.4,15.2
Nizamabad,Yergatla,06-07-2019,17.2,25.5,34.3,48.2,85.6,0,16.1
Nizamabad,Yergatla,07-07-2019,1.8,25.5,33.1,49.3,85.8,0,15.5
Nizamabad,Yergatla,08-07-2019,0,25.4,31.7,58.6,86.3,0,14.5
Nizamabad,Yergatla,09-07-2019,0,25.1,34.7,45.1,86.8,0,15.1
Nizamabad,Yergatla,10-07-2019,9,24.4,32.5,55.6,100,0,12.1
Nizamabad,Yergatla,11-07-2019,0,25.8,34.5,46.8,88.5,0,12.8
Nizamabad,Yergatla,12-07-2019,43.3,23.6,31.6,59.6,100,0,15.2
Nizamabad,Yergatla,13-07-2019,0,25.5,31.9,73.2,92.8,0,14.9
Nizamabad,Yergatla,14-07-2019,0,25.9,33.6,57.1,86.1,0,14.5
Nizamabad,Yergatla,15-07-2019,0,25.2,34.7,45.3,75.6,0,13.7
Nizamabad,Yergatla,16-07-2019,0,25.9,34.9,38.9,69.3,0,14.2
Nizamabad,Yergatla,17-07-2019,0,26.7,35.3,37.2,70.6,0,11
Nizamabad,Yergatla,18-07-2019,0,26.1,37.2,39.7,72,0,12.8
Nizamabad,Yergatla,19-07-2019,0,22.6,37.1,36.3,97,0,10.3
Nizamabad,Yergatla,20-07-2019,62.8,23.7,35.6,48,100,0,9
Nizamabad,Yergatla,21-07-2019,0,24.4,32,77.5,100,0,4.9
Nizamabad,Yergatla,22-07-2019,0,25.8,34.9,63.1,97.8,0,2.2
Nizamabad,Yergatla,23-07-2019,0,25.7,33.4,65.6,93.2,0,3.4
Nizamabad,Yergatla,24-07-2019,0,26,34.4,57.1,82.3,0,6
Nizamabad,Yergatla,25-07-2019,0,26.5,33.5,58.1,79.9,0,9.8
Nizamabad,Yergatla,26-07-2019,4,23.7,31.8,62.1,100,0,14.6
Nizamabad,Yergatla,27-07-2019,26.8,22.8,26.6,94.3,100,0,14.5
Nizamabad,Yergatla,28-07-2019,13,23.6,28.7,87,100,0,15.7
Nizamabad,Yergatla,29-07-2019,24,23.2,26.6,93.7,100,0.3,13.5
Nizamabad,Yergatla,30-07-2019,37.3,22.8,25.1,99,100,3.5,10.2
Nizamabad,Yergatla,31-07-2019,0,23.7,25.5,92.8,100,0.4,18.3
Nizamabad,Yergatla,01-08-2019,0,24.7,30.1,82.5,97.8,0,12.1
Nizamabad,Yergatla,02-08-2019,43.8,23.5,27.5,88.9,100,0.6,14.3
Nizamabad,Yergatla,03-08-2019,29.3,23.3,25.5,97.9,100,1.5,10.8
Nizamabad,Yergatla,04-08-2019,10.3,23.8,27.1,93.7,100,5.3,13.9
Nizamabad,Yergatla,05-08-2019,1.5,24.3,30.2,83.5,100,0.1,13.7
Nizamabad,Yergatla,06-08-2019,8.3,24.1,29.5,85.9,100,0,15.3
Nizamabad,Yergatla,07-08-2019,68.3,23.7,27,94.2,100,0,15.1
Nizamabad,Yergatla,08-08-2019,11.8,23.7,26.7,99,100,1.1,15.3
Nizamabad,Yergatla,09-08-2019,5.5,25,26.2,91.8,100,0,13.8
Nizamabad,Yergatla,10-08-2019,0,23.7,31.1,81.1,100,0,15.5
Nizamabad,Yergatla,11-08-2019,2,24,32.2,77,100,0,13.2
Nizamabad,Yergatla,12-08-2019,29.5,23.9,32.1,73.7,100,0,12
Nizamabad,Yergatla,13-08-2019,4.8,25.4,29.9,84.9,100,0,11.7
Nizamabad,Yergatla,14-08-2019,8.8,23.7,27.9,89.9,100,0,8.9
Nizamabad,Yergatla,15-08-2019,13.8,23.5,30,86.8,100,0,10.2
Nizamabad,Yergatla,16-08-2019,0,24.5,31,80.6,100,0,8.5
Nizamabad,Yergatla,17-08-2019,0,24.9,31.8,78.2,100,0,12.1
Nizamabad,Yergatla,18-08-2019,0,26.1,31.4,77.3,100,0,9.2
Nizamabad,Yergatla,19-08-2019,0,24.9,29.9,82.5,100,0,6.9
Nizamabad,Yergatla,20-08-2019,0.5,25.2,31.7,80.8,100,0,8.5
Nizamabad,Yergatla,21-08-2019,0,24.8,31.1,82,100,0,10.6
Nizamabad,Yergatla,22-08-2019,3,23.5,29.8,87.3,100,0,10.2
Nizamabad,Yergatla,23-08-2019,89.3,22.8,29.2,90.7,100,0,14.5
Nizamabad,Yergatla,24-08-2019,0,24.5,28.1,90.8,100,0,10.9
Nizamabad,Yergatla,25-08-2019,0,25,31.1,76.8,100,0,12.1
Nizamabad,Yergatla,26-08-2019,0,24.2,30.4,81.5,99.5,0,14.5
Nizamabad,Yergatla,27-08-2019,29.5,22.8,31.1,80.1,100,0,13.9
Nizamabad,Yergatla,28-08-2019,1,23.9,31.5,75.4,100,0,12.7
Nizamabad,Yergatla,29-08-2019,0,24.2,31.5,72.2,100,0,4
Nizamabad,Yergatla,30-08-2019,0,25.8,34.5,65.6,100,0,7.6
Nizamabad,Yergatla,31-08-2019,7.5,23.8,32.1,72.8,100,0,8.6
Nizamabad,Yergatla,01-09-2019,0,23.8,29.7,88.7,100,0,12.2
Nizamabad,Yergatla,02-09-2019,0,23.1,29.5,88.7,100,0,12.1
Nizamabad,Yergatla,03-09-2019,35.5,23.1,25.8,92.8,100,0,13
Nizamabad,Yergatla,04-09-2019,16,23.1,27.3,95.7,100,0,11.1
Nizamabad,Yergatla,05-09-2019,0,24.2,29.2,88.3,100,0,9.5
Nizamabad,Yergatla,06-09-2019,0,24.4,31.2,83,100,0,10.4
Nizamabad,Yergatla,07-09-2019,1.5,23.7,28,91.8,100,0,11.6
Nizamabad,Yergatla,08-09-2019,0,24.3,28.3,91.8,100,0,11.2
Nizamabad,Yergatla,09-09-2019,0.5,24.4,29.8,87.8,100,0,12.6
Nizamabad,Kammarpalle,01-07-2019,2.6,23.9,29.5,77.3,94.5,0.1,8.7
Nizamabad,Kammarpalle,02-07-2019,0,25.5,31.1,73.2,90.8,0.3,7.5
Nizamabad,Kammarpalle,03-07-2019,7.4,23.4,31.8,70.6,96.4,0.4,7.8
Nizamabad,Kammarpalle,04-07-2019,1,25.7,31,71.3,89.3,0.2,10.5
Nizamabad,Kammarpalle,05-07-2019,0,26.3,33.9,57.6,81.6,0.1,8.9
Nizamabad,Kammarpalle,06-07-2019,17.4,25.8,34.2,52.8,94.3,0.3,11.3
Nizamabad,Kammarpalle,07-07-2019,0.3,26,32.3,58.2,80.6,1.2,14.7
Nizamabad,Kammarpalle,08-07-2019,25.4,23.6,32.8,63,97,0,9.1
Nizamabad,Kammarpalle,09-07-2019,0.3,25.5,33.7,60.9,88.1,0.3,9.8
Nizamabad,Kammarpalle,10-07-2019,7,25.2,34.7,59.3,94.7,0.2,8.4
Nizamabad,Kammarpalle,11-07-2019,2.7,25.1,35.3,49.1,89.7,0.1,8.1
Nizamabad,Kammarpalle,12-07-2019,39.8,22.8,32.2,64.7,98.3,0,10.8
Nizamabad,Kammarpalle,13-07-2019,0,25.8,32.7,69.5,89.7,0,9.9
Nizamabad,Kammarpalle,14-07-2019,0.1,25.5,34.5,56.9,90.4,0.1,7.7
Nizamabad,Kammarpalle,15-07-2019,0,25.7,35,50.8,81.9,0,5.9
Nizamabad,Kammarpalle,16-07-2019,0,25.8,35.9,41.7,77.1,0,14.2
Nizamabad,Kammarpalle,17-07-2019,0,26.5,36.8,40.6,80.1,0,11
Nizamabad,Kammarpalle,18-07-2019,0,26.4,37.8,42.7,77.2,0,5.3
Nizamabad,Kammarpalle,19-07-2019,12.8,24.5,38,38.5,84.6,0,14.6
Nizamabad,Kammarpalle,20-07-2019,81.9,23.6,35.6,51.6,99.2,0,5.2
Nizamabad,Kammarpalle,21-07-2019,5.7,23.5,32.3,73,99.4,0,4.1
Nizamabad,Kammarpalle,22-07-2019,0,26.4,33.8,62.4,90.7,0,1.7
Nizamabad,Kammarpalle,23-07-2019,0.2,25.8,35,58.9,88.6,0,4
Nizamabad,Kammarpalle,24-07-2019,0,25.9,33.5,61.8,86.3,0,2
Nizamabad,Kammarpalle,25-07-2019,0,26.2,33.1,65.4,84.2,0.2,4.7
Nizamabad,Kammarpalle,26-07-2019,5.6,23.9,33,63.6,98,0.3,5.4
Nizamabad,Kammarpalle,27-07-2019,33.8,22.8,26.8,88.4,98.4,0,8.8
Nizamabad,Kammarpalle,28-07-2019,15.9,23.4,29,81,98,0.4,5.2
Nizamabad,Kammarpalle,29-07-2019,27.8,23.3,27.4,86.7,99.3,0.1,6.1
Nizamabad,Kammarpalle,30-07-2019,48.4,22.6,24.8,94.4,98.6,0.3,6.8
Nizamabad,Kammarpalle,31-07-2019,1.8,23.8,25.6,87.8,94.7,0.6,7.2
Nizamabad,Kammarpalle,01-08-2019,2.7,24.6,29.9,77.3,92,0.2,10.2
Nizamabad,Kammarpalle,02-08-2019,53.2,23.3,28.2,84.4,98.9,0.4,6.5
Nizamabad,Kammarpalle,03-08-2019,32.1,23.2,25.2,93,98.7,0.4,9.5
Nizamabad,Kammarpalle,04-08-2019,19.8,23.5,27.2,88.2,97.7,2.6,9.3
Nizamabad,Kammarpalle,05-08-2019,1.5,23.1,30.7,76.2,93.4,0.4,9.1
Nizamabad,Kammarpalle,06-08-2019,10.4,24,30.6,79.6,97.3,0,7.1
Nizamabad,Kammarpalle,07-08-2019,82,23.4,27.3,89.6,99.6,0.3,5.9
Nizamabad,Kammarpalle,08-08-2019,23.2,23.6,26.6,92.9,99.4,0.3,4.9
Nizamabad,Kammarpalle,09-08-2019,4.9,25.1,26.4,88.6,97.3,0.5,3.1
Nizamabad,Kammarpalle,10-08-2019,0.3,24.2,31.5,76.2,92.5,0.6,7.1
Nizamabad,Kammarpalle,11-08-2019,2.8,24.3,32.7,70.4,96.2,0,3.2
Nizamabad,Kammarpalle,12-08-2019,39.4,23.7,33.1,66,99.1,0,2.5
Nizamabad,Kammarpalle,13-08-2019,1.2,25.5,31.7,74.9,95.1,0,4
Nizamabad,Kammarpalle,14-08-2019,6.9,23.3,28.4,84.3,99.3,0,2
Nizamabad,Kammarpalle,15-08-2019,34.8,23.2,30.5,74.9,99.1,0,8.7
Nizamabad,Kammarpalle,16-08-2019,0,24.6,32.5,67.1,94.1,0,10.2
Nizamabad,Kammarpalle,17-08-2019,0,24.4,32.8,64.7,95,0,4.3
Nizamabad,Kammarpalle,18-08-2019,0,25.4,31.9,64.4,98.1,0,3.4
Nizamabad,Kammarpalle,19-08-2019,0,24.5,30.2,74,98.3,0,3.6
Nizamabad,Kammarpalle,20-08-2019,0.4,24.3,32.6,66.9,96.6,0,5.2
Nizamabad,Kammarpalle,21-08-2019,0,24.7,31.9,69.3,95.6,0,7.2
Nizamabad,Kammarpalle,22-08-2019,30.2,23.2,29.1,81.3,99,0,6.5
Nizamabad,Kammarpalle,23-08-2019,51.5,22.7,30.3,79,100,0,14.3
Nizamabad,Kammarpalle,24-08-2019,0,24.1,28.2,84.5,97.2,0,6.3
Nizamabad,Kammarpalle,25-08-2019,0,24.5,31.6,60.9,95.7,0,8.4
Nizamabad,Kammarpalle,26-08-2019,0,23.2,31,70.3,95.3,0,13.1
Nizamabad,Kammarpalle,27-08-2019,9.7,22.9,30.7,69.7,99.1,0,10.7
Nizamabad,Kammarpalle,28-08-2019,0,24,32,62,98.7,0,11.7
Nizamabad,Kammarpalle,29-08-2019,0,24.2,32.6,59.4,94.6,0,8.6
Nizamabad,Kammarpalle,30-08-2019,0.2,25.3,34.2,59.3,96.1,0,12.5
Nizamabad,Kammarpalle,31-08-2019,12.3,22.9,33.1,67.3,99.2,0,9.6
Nizamabad,Kammarpalle,01-09-2019,0,23.7,31.1,75.4,96.2,0,9.6
Nizamabad,Kammarpalle,02-09-2019,1.8,22.7,29.1,78.7,95.7,0,15.1
Nizamabad,Kammarpalle,03-09-2019,44.6,23,25.8,86.1,99.8,0,8.3
Nizamabad,Kammarpalle,04-09-2019,4.5,23.5,27.8,85.4,96.7,0,6.4
Nizamabad,Kammarpalle,05-09-2019,0,24.1,29.4,79.7,97.9,0,7.7
Nizamabad,Kammarpalle,06-09-2019,15.2,23.7,31.2,70.7,97.5,0,7.7
Nizamabad,Kammarpalle,07-09-2019,1.9,23.8,28.3,82.1,95.1,0,9.3
Nizamabad,Kammarpalle,08-09-2019,0,24,28.3,82.7,96.5,0,12.6
Nizamabad,Kammarpalle,09-09-2019,15.2,24.2,29.7,77.1,97.8,0,13.3
Nizamabad,Mortad,01-07-2019,4.1,24.4,29.9,91.1,100,0,8.7
Nizamabad,Mortad,02-07-2019,0,25.5,31.4,87.5,100,0,7.5
Nizamabad,Mortad,03-07-2019,1.9,24.1,31.6,87.2,100,0,7.8
Nizamabad,Mortad,04-07-2019,2.2,23.9,32.3,85.8,100,0,10.5
Nizamabad,Mortad,05-07-2019,0,26.6,35.9,49.3,97.1,0,8.9
Nizamabad,Mortad,06-07-2019,16.5,23.6,33.7,48.4,100,0,11.3
Nizamabad,Mortad,07-07-2019,1.4,25.8,32.6,63.5,95.1,0,14.7
Nizamabad,Mortad,08-07-2019,17,23,34,59.8,100,0,9.1
Nizamabad,Mortad,09-07-2019,0.4,24.6,34.4,56.6,100,0,9.8
Nizamabad,Mortad,10-07-2019,9,24.4,35,52.9,100,0,8.4
Nizamabad,Mortad,11-07-2019,3.2,24.9,37.1,43.5,100,0,8.1
Nizamabad,Mortad,12-07-2019,47.5,23.2,32.4,66.3,100,0,10.8
Nizamabad,Mortad,13-07-2019,0,25.6,34.6,66.3,100,0,9.9
Nizamabad,Mortad,14-07-2019,0,25.7,35.9,54.3,94.3,0,7.7
Nizamabad,Mortad,15-07-2019,0,26,37.2,43,87.2,0,5.9
Nizamabad,Mortad,16-07-2019,0,26,35.3,42,75.1,0,2.1
Nizamabad,Mortad,17-07-2019,0,26.6,36.1,40.1,75.9,0,2.2
Nizamabad,Mortad,18-07-2019,0,25.7,37.5,31.1,79.5,0,5.3
Nizamabad,Mortad,19-07-2019,0,23.6,37.7,28.6,93.4,0,14.6
Nizamabad,Mortad,20-07-2019,65.7,23.3,37.1,39.6,100,0,5.2
Nizamabad,Mortad,21-07-2019,4.6,24.3,34.8,63.1,100,0,4.1
Nizamabad,Mortad,22-07-2019,0,25.8,36.9,50.3,100,0,1.7
Nizamabad,Mortad,23-07-2019,0,25.3,37.7,46.5,98.5,0,4
Nizamabad,Mortad,24-07-2019,0,25.8,37.7,45.6,86.9,0,2
Nizamabad,Mortad,25-07-2019,0,26.2,35.7,51.4,84.3,0,4.7
Nizamabad,Mortad,26-07-2019,4,23.7,33.5,56.2,100,0,5.4
Nizamabad,Mortad,27-07-2019,27.9,22.2,26.7,84.2,97.2,0,8.8
Nizamabad,Mortad,28-07-2019,12.9,23,28.9,98,100,0,5.2
Nizamabad,Mortad,29-07-2019,24.6,22.8,27.5,81.8,98.6,0,6.1
Nizamabad,Mortad,30-07-2019,42.4,22.2,24.4,93.3,98.3,0,6.8
Nizamabad,Mortad,31-07-2019,1.4,23.5,26.6,85.3,93.6,0,7.2
Nizamabad,Mortad,01-08-2019,3.1,24.5,30.1,93.8,100,0,10.2
Nizamabad,Mortad,02-08-2019,44.6,22.9,28.2,80.8,98.4,0,6.5
Nizamabad,Mortad,03-08-2019,29.1,22.8,25.3,91.6,98.4,0.1,9.5
Nizamabad,Mortad,04-08-2019,10.6,23.2,27.5,84.3,97,2.6,9.3
Nizamabad,Mortad,05-08-2019,2,24,31.8,95.1,100,0.4,9.1
Nizamabad,Mortad,06-08-2019,6.7,23.3,30.9,96.9,100,0,7.1
Nizamabad,Mortad,07-08-2019,79,23,27,86.2,99.2,0,5.9
Nizamabad,Mortad,08-08-2019,16.6,23.5,26.3,91.3,98.8,0,4.9
Nizamabad,Mortad,09-08-2019,4.7,25,26,85.4,94.5,0,3.1
Nizamabad,Mortad,10-08-2019,0,23.5,32,95.9,100,0,7.1
Nizamabad,Mortad,11-08-2019,0,23.8,32.7,89.2,100,0,3.2
Nizamabad,Mortad,12-08-2019,13.8,22.4,33.7,81.1,100,0,2.5
Nizamabad,Mortad,13-08-2019,0,25.3,32.1,94.3,100,0,4
Nizamabad,Mortad,14-08-2019,5.9,23.2,28.5,80.5,98.6,0,0.8
Nizamabad,Mortad,15-08-2019,31.7,23.3,31,74.8,98.6,0,4.8
Nizamabad,Mortad,16-08-2019,0,24.3,33.3,91,100,0,1.7
Nizamabad,Mortad,17-08-2019,0,24.5,33.6,88.3,100,0,2.1
Nizamabad,Mortad,18-08-2019,0,25.7,33.9,73.6,100,0,1.3
Nizamabad,Mortad,19-08-2019,0,24.6,32.3,89.3,100,0,0.4
Nizamabad,Mortad,20-08-2019,0,24.5,34.1,75.8,100,0,2.5
Nizamabad,Mortad,21-08-2019,0,24.7,32.3,81.5,100,0,3.1
Nizamabad,Mortad,22-08-2019,46.3,23.3,30.1,91,100,0,2.9
Nizamabad,Mortad,23-08-2019,58.2,22.6,31.1,85.4,100,0,8.5
Nizamabad,Mortad,24-08-2019,0,24.2,28.7,82.1,96,0,0.2
Nizamabad,Mortad,25-08-2019,0,24.6,32.2,71,100,0,1.6
Nizamabad,Mortad,26-08-2019,0,23.8,31.4,78.3,100,0,3.5
Nizamabad,Mortad,27-08-2019,12.3,22.5,32.8,75.5,100,0,2.6
Nizamabad,Mortad,28-08-2019,0,23.8,31.8,89.3,100,0,1.3
Nizamabad,Mortad,29-08-2019,0,24.2,34.1,58.5,100,0,0.1
Nizamabad,Mortad,30-08-2019,0,25.7,36.1,55.2,100,0,2.2
Nizamabad,Mortad,31-08-2019,9.4,23.5,34.3,69.4,100,0,2.9
Nizamabad,Mortad,01-09-2019,1.7,23.7,32.2,95.1,100,0,0.3
Nizamabad,Mortad,02-09-2019,0.3,22.9,29.4,78.6,94.5,0,1.4
Nizamabad,Mortad,03-09-2019,38.9,22.9,26.4,84.6,99.6,0,0.3
Nizamabad,Mortad,04-09-2019,7.3,23,27.7,84.5,98.5,0,0.1
Nizamabad,Mortad,05-09-2019,0,24,29.4,95.8,100,0,0.1
Nizamabad,Mortad,06-09-2019,0,23.8,33,92.3,100,0,1.1
Nizamabad,Mortad,07-09-2019,4.9,23.5,28.4,82.1,95.8,0,7.5
Nizamabad,Mortad,08-09-2019,0,24,29.1,83.3,92.9,0,0.8
Nizamabad,Mortad,09-09-2019,2,24.1,30.1,99.4,100,0,1
Nizamabad,Vailpur,01-07-2019,2.7,24.4,30.7,71.9,94.1,0,4
Nizamabad,Vailpur,02-07-2019,0,25.6,30.6,69,90.6,0.1,2.7
Nizamabad,Vailpur,03-07-2019,7.7,24.1,32.1,67.9,96.3,0.3,2.8
Nizamabad,Vailpur,04-07-2019,0,25.9,32.3,65.6,84,0.1,2.9
Nizamabad,Vailpur,05-07-2019,0,26.8,34.9,54,78.4,0.4,2.5
Nizamabad,Vailpur,06-07-2019,7.7,25.4,35.8,52.5,96.9,0,2.4
Nizamabad,Vailpur,07-07-2019,0,26.2,34,57.3,79.4,0.9,3.6
Nizamabad,Vailpur,08-07-2019,31.6,24.8,32.9,64.6,96.2,0.5,2.1
Nizamabad,Vailpur,09-07-2019,0.2,25.6,34.4,57.4,98,0.3,2
Nizamabad,Vailpur,10-07-2019,8.8,25.6,34.1,55.7,93.6,0.2,2.4
Nizamabad,Vailpur,11-07-2019,11.1,25.3,35.3,53.8,91,0.1,3
Nizamabad,Vailpur,12-07-2019,48.4,23.6,33.2,70.1,97.8,0.2,2.6
Nizamabad,Vailpur,13-07-2019,0.3,25.9,33.6,65.1,89,0.2,1.7
Nizamabad,Vailpur,14-07-2019,0.3,26,34.8,56.7,89.7,0,1.7
Nizamabad,Vailpur,15-07-2019,0,26.2,35.8,49.1,84.9,0,2
Nizamabad,Vailpur,16-07-2019,0,26.6,35.7,43.8,78.2,0,2.1
Nizamabad,Vailpur,17-07-2019,0.2,26.9,36.2,41.3,80.5,0,2.2
Nizamabad,Vailpur,18-07-2019,0,26.4,37,44.8,78.8,0,2.2
Nizamabad,Vailpur,19-07-2019,0,26,37.9,39.5,82.3,0.1,2.7
Nizamabad,Vailpur,20-07-2019,69.7,23.7,36.5,47.2,98.4,0,1.9
Nizamabad,Vailpur,21-07-2019,0.4,24.7,32.4,69.5,97.7,0,1.7
Nizamabad,Vailpur,22-07-2019,0,26.4,33.8,62.2,92.4,0.2,1.8
Nizamabad,Vailpur,23-07-2019,0,25.9,34.7,57,89.4,0,1.9
Nizamabad,Vailpur,24-07-2019,0,26.1,33.6,59.7,88.6,0,1.6
Nizamabad,Vailpur,25-07-2019,0,26.2,34.3,61.3,84.8,0.1,1.6
Nizamabad,Vailpur,26-07-2019,3.4,24.5,34,59.2,96.1,0.1,2
Nizamabad,Vailpur,27-07-2019,21,23,27.6,85.9,97.3,0,1.5
Nizamabad,Vailpur,28-07-2019,19.3,23.5,29.4,76.5,97.6,0,2.1
Nizamabad,Vailpur,29-07-2019,34.6,23.4,28.7,82.6,98.5,0,1.6
Nizamabad,Vailpur,30-07-2019,49.6,22.9,25.4,94.4,98.6,0.4,1.7
Nizamabad,Vailpur,31-07-2019,1.2,23.7,26.7,85.1,94.3,0.3,2.1
Nizamabad,Vailpur,01-08-2019,0,24.7,31.6,73,89.7,0.2,1.7
Nizamabad,Vailpur,02-08-2019,42.2,23.5,29.4,81,98.4,0.3,1.3
Nizamabad,Vailpur,03-08-2019,19.9,23.6,26.3,90.2,98.3,0.2,2.8
Nizamabad,Vailpur,04-08-2019,7.1,23.9,28.4,83.6,95.7,0.6,2.5
Nizamabad,Vailpur,05-08-2019,0,24.3,32.2,75.5,91.5,0.6,2.2
Nizamabad,Vailpur,06-08-2019,18.1,24.1,31.7,74.2,97.5,0.2,2
Nizamabad,Vailpur,07-08-2019,93.2,23.5,28,84.7,98.9,0.2,2.2
Nizamabad,Vailpur,08-08-2019,18.2,23.9,27.6,91.1,98.7,0.2,1.3
Nizamabad,Vailpur,09-08-2019,1,25.2,27.1,85.8,93.7,0.1,1.6
Nizamabad,Vailpur,10-08-2019,0,24.3,31.6,73.1,93.3,0,1.9
Nizamabad,Vailpur,11-08-2019,1.5,24,33.8,68.5,96.3,0,1
Nizamabad,Vailpur,12-08-2019,30.8,24.3,32.7,65.3,98,0,1.7
Nizamabad,Vailpur,13-08-2019,0,25.5,32.1,70.4,95.5,0,1.6
Nizamabad,Vailpur,14-08-2019,8.7,23.8,28.5,81.6,97.8,0,1.8
Nizamabad,Vailpur,15-08-2019,23.5,23.9,31.8,72.6,98.1,0,1.3
Nizamabad,Vailpur,16-08-2019,0,24.2,33.3,68.4,96.2,0,1.3
Nizamabad,Vailpur,17-08-2019,0,23.8,32.7,66.3,96.1,0,1.5
Nizamabad,Vailpur,18-08-2019,0,25.4,32.3,68.4,97,0,1.4
Nizamabad,Vailpur,19-08-2019,0,24.9,30.3,73.8,96.9,0,1
Nizamabad,Vailpur,20-08-2019,14.3,24.4,32.6,69.9,96,0,1.3
Nizamabad,Vailpur,21-08-2019,0,24.6,31.6,75.3,95.7,0,1.7
Nizamabad,Vailpur,22-08-2019,43.2,23.7,29.7,81.9,97.9,0,1.6
Nizamabad,Vailpur,23-08-2019,19.5,23,31.4,77.7,98.6,0,1.8
Nizamabad,Vailpur,24-08-2019,0,24.4,28.5,82.2,96.9,0,1.9
Nizamabad,Vailpur,25-08-2019,0,24.1,31.5,64.3,96,0,2.4
Nizamabad,Vailpur,26-08-2019,0,23.6,31.2,71.1,95.3,0,2.2
Nizamabad,Vailpur,27-08-2019,1.8,23.3,32.1,66.3,96.3,0,1.8
Nizamabad,Vailpur,28-08-2019,1,23.9,32.7,66,97.5,0,1.5
Nizamabad,Vailpur,29-08-2019,0,24.4,33.1,59.9,96.6,0,1.3
Nizamabad,Vailpur,30-08-2019,0,25.2,34.5,62.5,94.9,0,1.6
Nizamabad,Vailpur,31-08-2019,32.6,23.6,34.6,59.1,98.5,0,2
Nizamabad,Vailpur,01-09-2019,0.4,23.8,31.9,74.2,96.2,0,1.7
Nizamabad,Vailpur,02-09-2019,0,22.9,30.2,79,95.6,0.1,2
Nizamabad,Vailpur,03-09-2019,49.6,23,26.4,85.8,98.9,0,1.3
Nizamabad,Vailpur,04-09-2019,0,23.6,28.7,84.4,96.5,0,1.3
Nizamabad,Vailpur,05-09-2019,0,24,29.2,81.4,96.2,0.1,1.1
Nizamabad,Vailpur,06-09-2019,30.6,23.2,32.6,72,98,0.1,2
Nizamabad,Vailpur,07-09-2019,1.5,23.6,29.7,79.6,96,0,1.3
Nizamabad,Vailpur,08-09-2019,0,24,29.4,79.4,95.3,0,1.3
Nizamabad,Vailpur,09-09-2019,0,23.9,30.6,77.6,96.4,0,1.7
Nizamabad,Jakranpalle,01-07-2019,12.4,25.6,30,87.6,95.7,1,6.9
Nizamabad,Jakranpalle,02-07-2019,0.4,26.2,31,86,96.9,0.2,5.9
Nizamabad,Jakranpalle,03-07-2019,31.4,25,31.4,85.1,97,0,7.1
Nizamabad,Jakranpalle,04-07-2019,2.7,26.2,31.4,84.2,93,0.9,7.7
Nizamabad,Jakranpalle,05-07-2019,0,26.5,33.7,57.1,89.5,1.8,4.7
Nizamabad,Jakranpalle,06-07-2019,0,26.5,36,48.2,88.8,0.1,6.8
Nizamabad,Jakranpalle,07-07-2019,0,26.4,33.1,61,87.5,0.9,6.4
Nizamabad,Jakranpalle,08-07-2019,33.1,25,33.6,65.7,79.3,0.2,5.1
Nizamabad,Jakranpalle,09-07-2019,0.2,26.2,33.5,57.9,72.8,0.4,4.1
Nizamabad,Jakranpalle,10-07-2019,0.3,26.2,34.5,54.9,94.4,0,6.3
Nizamabad,Jakranpalle,11-07-2019,1.9,26.1,35.5,48.1,83.2,0.2,4.3
Nizamabad,Jakranpalle,12-07-2019,23.3,23.9,31.6,59.3,97.5,0.2,6.2
Nizamabad,Jakranpalle,13-07-2019,5.9,25.4,32.5,57.8,94.2,0.1,4.7
Nizamabad,Jakranpalle,14-07-2019,3.1,26,34.7,55.5,91.7,0,3.7
Nizamabad,Jakranpalle,15-07-2019,0,26.7,35.1,48.4,85.7,0,4.6
Nizamabad,Jakranpalle,16-07-2019,0,26.6,35.3,45.1,77.1,0.2,5.3
Nizamabad,Jakranpalle,17-07-2019,0,26.7,35.6,43.4,82.3,0,4.5
Nizamabad,Jakranpalle,18-07-2019,0,26.8,35.6,47.9,74.4,0,5
Nizamabad,Jakranpalle,19-07-2019,0,26.1,36.1,42,87.9,0.3,3.9
Nizamabad,Jakranpalle,20-07-2019,82.6,23.9,35,53.4,97.8,0,3.6
Nizamabad,Jakranpalle,21-07-2019,0.3,24,31.7,86,97.8,0,4.2
Nizamabad,Jakranpalle,22-07-2019,0,25.8,34.1,44.1,95.4,0,1.6
