,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
0,Adilabad,Bheempoor,01-10-2019,0,23.7,33.4,66.9,97.7,0,2.6
1,Adilabad,Jainad,01-10-2019,0,23.6,32.55,68.95,97.1,0.1,10.1
2,Adilabad,Bela,01-10-2019,0,24.2,33.2,74.45,97.25,0.1,13.6
3,Adilabad,Gadiguda,01-10-2019,0,23.7,32.6,84.2,99.9,0,8.9
4,Adilabad,Narnoor,01-10-2019,0,23,31,76.2,96.2,0,8.9
5,Adilabad,Inderavelly,01-10-2019,0,23.2,33.4,66.2,97.3,0,2.3
6,Adilabad,Gudihathnur,01-10-2019,0,22.1,33.3,58.8,96.2,0,14.8
7,Adilabad,Adilabad Rural,01-10-2019,0,24.6,35.2,65.8,96.9,0,13.9
8,Adilabad,Adilabad Urban,01-10-2019,0,23.95,32.6,65.25,96.85,0.2,2.1
9,Adilabad,Mavala,01-10-2019,0,22.4,31.7,61.8,94,0,13.9
10,Adilabad,Tamsi,01-10-2019,0,22.9,35,60.9,99,0,0.1
11,Adilabad,Talamadugu,01-10-2019,0.2,23.15,32.15,68.4,93.65,0,14.9
12,Adilabad,Bazarhathnoor,01-10-2019,0,22.4,31.5,70.2,100,0,24.9
13,Adilabad,Boath,01-10-2019,0,22.45,31.65,64.75,93.25,0.1,24.9
14,Adilabad,Neradigonda,01-10-2019,0,22.6,33.9,65.9,99.7,0.1,2.2
15,Adilabad,Ichoda,01-10-2019,0,22.4,32.6,68.9,99.9,0,14.8
16,Adilabad,Sirikonda,01-10-2019,0,22.6,31.8,68.5,98.7,0,2.3
17,Adilabad,Utnur,01-10-2019,0,22.3,29.4,76.2,98.1,0,1.9
70,Nizamabad,Navipet,01-10-2019,0.3,23.2,31.8,89.1,100,0,6.3
71,Nizamabad,Nandipet,01-10-2019,1.7,23.4,33.95,78.35,98.25,0,18.8
72,Nizamabad,Armur,01-10-2019,3.9,22.86,31.06,63.9,98.56,0,18.8
73,Nizamabad,Balkonda,01-10-2019,0,22.9,30.4,74,84.6,0,0.4
74,Nizamabad,Mupkal,01-10-2019,0,23.3,30.9,74.2,91.2,0,0.4
75,Nizamabad,Mendora,01-10-2019,0,23.5,31.3,74.3,97.7,0,0.4
76,Nizamabad,Yergatla,01-10-2019,0.5,22.9,30.5,82,100,0,2.9
77,Nizamabad,Kammarpalle,01-10-2019,14.8,22.5,30,71,97.65,0,4.1
78,Nizamabad,Mortad,01-10-2019,30.1,22.5,32.8,96.4,100,0,1
79,Nizamabad,Vailpur,01-10-2019,23.5,23.2,31.8,71.3,96.6,0,1.6
80,Nizamabad,Jakranpalle,01-10-2019,0.8,23.8,30.3,76.7,93.8,0,0.5
81,Nizamabad,Makloor,01-10-2019,19.5,22.65,30.6,68.6,98.55,0,6.8
82,Nizamabad,Nizamabad_North,01-10-2019,0.5,23.4,32.1,67.4,95,0,0.1
83,Nizamabad,Yeda_Palle,01-10-2019,0.3,23.5,32.8,76.6,98.7,0,6.9
84,Nizamabad,Ranjal,01-10-2019,0,23.4,32.2,81.9,100,0,6.8
85,Nizamabad,Bodhan,01-10-2019,0,23,32.175,75.025,97.4,0,14.7
86,Nizamabad,Kotgiri,01-10-2019,0,22.9,32.9,80.9,98.2,0,16
87,Nizamabad,Rudrur,01-10-2019,0,22.7,34.3,81.3,100,0,16
88,Nizamabad,Varni,01-10-2019,1.7,23.3,32.7,71.5,98.1,0.1,4.9
89,Nizamabad,Nizamabad_Rural,01-10-2019,0,23.2,31.8,84,100,0,0.2
90,Nizamabad,Nizamabad_South,01-10-2019,1.2,23.6,34.1,60.8,100,0,0.1
91,Nizamabad,Mugpal,01-10-2019,2.3,23.3,34,56.7,90.4,0,2.2
92,Nizamabad,Dichpalle,01-10-2019,17.9,22.3,30.85,64.5,86.7,0,8.1
93,Nizamabad,Indalwai,01-10-2019,14.5,22.2,31.2,89.6,100,0,0.7
94,Nizamabad,Dharpalle,01-10-2019,0,23.1,31.6,71.2,97,0,10.2
95,Nizamabad,Bheemgal,01-10-2019,2.9,23.7,30.8,73.9,94.5,0,1.5
96,Nizamabad,Sirkonda,01-10-2019,0,22.56666667,32.46666667,81.1,99,0,12
97,Nizamabad,Mosra,01-10-2019,18.5,22.6,32.4,73.6,96.2,0,1.6
98,Nizamabad,Chandur,01-10-2019,0,23,34.3,81.3,100,0,16
181,Warangal Rural,Parkal,01-10-2019,3,23.1,31.6,78.9,100,0,5.1
182,Warangal Rural,Shayampet,01-10-2019,0.7,23.1,32.6,77.5,100,0,15.6
183,Warangal Rural,Damera,01-10-2019,0.4,23.3,31.9,74.4,99.85,0,2.8
184,Warangal Rural,Geesugonda,01-10-2019,0,24.7,31.45,71.4,95.3,0,4.7
185,Warangal Rural,Atmakur,01-10-2019,0.8,23.2,33.1,78.1,99.9,0,15.6
186,Warangal Rural,Duggondi,01-10-2019,0.4,22.5,32.7,74,99.9,0,6.7
187,Warangal Rural,Nallabelly,01-10-2019,0.2,22.5,31.95,88.05,100,0,5.3
188,Warangal Rural,Narsampet,01-10-2019,2.5,22.5,32.4,87,99.9,0,12.4
189,Warangal Rural,Khanapur,01-10-2019,4.4,22.4,29.6,82.9,97.1,0,1.7
190,Warangal Rural,Chennaraopeta,01-10-2019,0.5,22.5,28.1,84,98.8,0,1.8
191,Warangal Rural,Sangem,01-10-2019,0,24.1,31.5,87.2,99.95,0,8.9
192,Warangal Rural,Wardhannapet,01-10-2019,0,24.9,30.1,84,99.9,0,6.6
193,Warangal Rural,Raiparthy,01-10-2019,0,24.6,30.5,73.3,86.1,0,6.6
194,Warangal Rural,Parvathagiri,01-10-2019,40.5,24.05,29.45,83.4,99.35,0,21.6
195,Warangal Rural,Nekkonda,01-10-2019,1.8,23.9,29,83.1,93.6,0,6.1
196,Warangal Rural,Nadikuda,01-10-2019,1.5,23.4,32.9,71,98.3,0,0.5
197,Warangal Urban,Bheemadevarapalle,01-10-2019,0.3,24.1,33.3,77.2,99.3,0,5.1
198,Warangal Urban,Velair,01-10-2019,0,23,29,98,100,0,6.5
199,Warangal Urban,Elkathurthi,01-10-2019,0.4,24.9,32.5,77,97.6,0,14
200,Warangal Urban,Kamalapur,01-10-2019,2.2,23.25,32.45,79.4,100,0,8.8
201,Warangal Urban,Hasanparthy,01-10-2019,1.3,23.35,30.9,76.25,96.45,0,7.3
202,Warangal Urban,Dharmasagar,01-10-2019,0,24.7,32.35,83.15,98.15,0,5.8
203,Warangal Urban,Khazipet,01-10-2019,0,24,33.5,75,97.6,0,4.3
204,Warangal Urban,Hanamkonda,01-10-2019,0,24.9,34.9,77.1,99.9,0,3.9
205,Warangal Urban,Warangal,01-10-2019,0,24.9,33,77.1,99.9,0,3.9
206,Warangal Urban,Khilla_Warangal,01-10-2019,0,24.6,33,77.1,98.4,0,5.9
207,Warangal Urban,Inole,01-10-2019,0,23.65,29.2,77.3,99.1,0,1.8
208,Karimnagar,Gangadhara,01-10-2019,3.5,22.5,31.5,84.45,100,0,15.1
209,Karimnagar,Ramadugu,01-10-2019,0.4,22.4,33.5,85.7,100,0,3.4
210,Karimnagar,Choppadandi,01-10-2019,0,22.7,31.65,86.6,100,0,9.5
211,Karimnagar,Karimnagar_Rural,01-10-2019,0.8,22.7,30.45,74,99.4,0,6.3
212,Karimnagar,Kothapalle,01-10-2019,0,22.9,31.2,73.6,97.7,0,5.7
213,Karimnagar,Gannervaram,01-10-2019,0,22.8,32.6,67.7,98.6,0,5.7
214,Karimnagar,Karimnagar,01-10-2019,0.7,22.5,32.7,69.8,99.8,0,5.8
215,Karimnagar,Manakondur,01-10-2019,0.7,23.025,31.75,80.875,99.075,0,12.6
216,Karimnagar,Thimmapur,01-10-2019,0.5,23.8,32.15,93.05,100,0,7.5
217,Karimnagar,Chigurumamidi,01-10-2019,0.2,22.65,34.25,80.55,100,0,3.8
218,Karimnagar,V_Saidapur,01-10-2019,1.3,23.4,32.1,81,97.3,0,11.6
219,Karimnagar,Shankarapatnam,01-10-2019,0.8,22.8,34.1,85,99.95,0,11.6
220,Karimnagar,Veenavanka,01-10-2019,1.4,23.1,32.1,74.7,96.2,0,10.6
221,Karimnagar,Huzurabad,01-10-2019,0.9,23,29.7,78.1,92.1,0,8.9
222,Karimnagar,Jammikunta,01-10-2019,1.8,23.36666667,31.56666667,72.83333333,99.6,0.1,7.5
223,Karimnagar,Ellandakunta,01-10-2019,3,23.2,32.6,79.2,100,0,8.5
548,Khammam,Singareni,01-10-2019,6,25.8,34.4,60.7,96.8,0,2.1
549,Khammam,Kamepalle,01-10-2019,5.1,24.7,33.7,59.5,93.6,0,2.1
550,Khammam,Raghunadhapalem,01-10-2019,4.3,24.4,33.93333333,72.3,99.13333333,0,8.4
551,Khammam,Khammam_Rural,01-10-2019,0.3,25.2,35.2,75.6,99.9,0,1.1
552,Khammam,Thirumalayapalem,01-10-2019,17.7,25.43333333,32.93333333,79.66666667,96.6,0,12.2
553,Khammam,Kusumanchi,01-10-2019,0.3,27.1,35,69.1,86.9,0,8.8
554,Khammam,Nelakondapalle,01-10-2019,0,27.5,35.4,75.9,100,0,4
555,Khammam,Mudigonda,01-10-2019,1,26.16666667,35.26666667,72.93333333,99.96666667,0,5.3
556,Khammam,Chinthakani,01-10-2019,11.2,24.85,35.55,59.85,95.6,0,5.3
557,Khammam,Khammam_Urban,01-10-2019,5.1,24.73333333,34.66666667,72.16666667,99.56666667,0,1.1
558,Khammam,Konijerla,01-10-2019,23.6,24.6,33.7,72.96666667,100,0,13.4
559,Khammam,Enkuru,01-10-2019,5.2,24.55,33.6,68.8,95.15,0,12.5
560,Khammam,Kalluru,01-10-2019,0,24.4,32.7,66.5,97.7,0,2.8
561,Khammam,Penuballi,01-10-2019,25.4,24.3,33.85,73.95,96.65,0,4.2
562,Khammam,Sathupalle,01-10-2019,2.1,24.33333333,33.96666667,70.4,99.13333333,0,10.3
563,Khammam,Vemsoor,01-10-2019,0,24.4,33.3,60.7,92,0,2.4
564,Khammam,Thallada,01-10-2019,9,25.1,33.3,65.65,100,0,9.8
565,Khammam,Wyra,01-10-2019,6.3,24.7,33.65,75.05,100,0,5.3
566,Khammam,Bonakal,01-10-2019,0.4,25,35.3,60.1,95.4,0,11.5
567,Khammam,Madhira,01-10-2019,0,25.16666667,34.1,65.7,94.13333333,0,5.8
568,Khammam,Yerrupalem,01-10-2019,0,25,32.3,67.9,97.8,0,15.5
589,Adilabad,Bheempoor,02-10-2019,0,23.8,34.4,57,97.1,0,1.8
590,Adilabad,Jainad,02-10-2019,0,24.4,33.9,65.4,99.1,0,6.7
591,Adilabad,Bela,02-10-2019,0,24.5,33.1,71.8,97.8,0,11.6
592,Adilabad,Gadiguda,02-10-2019,1.5,24.1,32.6,78.6,99.9,0,7.7
593,Adilabad,Narnoor,02-10-2019,0,22.6,31.3,67.3,98,0,7.7
594,Adilabad,Inderavelly,02-10-2019,0,24,33,57.5,100,0,7.6
595,Adilabad,Gudihathnur,02-10-2019,0,23.5,33.5,51.5,94.9,0,15.3
596,Adilabad,Adilabad Rural,02-10-2019,0,24.9,35.2,60.1,98,0,7.6
597,Adilabad,Adilabad Urban,02-10-2019,0,24.8,34,57.7,98.9,0,1.9
598,Adilabad,Mavala,02-10-2019,0,24.5,33.1,46.5,99.5,0,12.9
599,Adilabad,Tamsi,02-10-2019,0,23.3,36.1,51.1,99.5,0,0.9
600,Adilabad,Talamadugu,02-10-2019,0,23.8,34.2,59.5,94.9,0,10.1
601,Adilabad,Bazarhathnoor,02-10-2019,0,22.6,32.2,60.8,100,0,23.2
602,Adilabad,Boath,02-10-2019,1.3,22.7,33.1,54.7,94.7,0,23.2
603,Adilabad,Neradigonda,02-10-2019,1.7,22.7,33.9,62.7,99.9,0,2.4
604,Adilabad,Ichoda,02-10-2019,0,23.3,32.5,60.8,99.9,0,15.3
605,Adilabad,Sirikonda,02-10-2019,0,23.8,33.6,58.3,98.4,0.1,1.4
606,Adilabad,Utnur,02-10-2019,0,22.6,32.2,62.7,100,0,1.3
659,Nizamabad,Navipet,02-10-2019,0,23.1,33.5,78.5,100,0,6.7
660,Nizamabad,Nandipet,02-10-2019,4.1,23.3,32.6,81.8,98.3,0,9.8
661,Nizamabad,Armur,02-10-2019,0,23,31.6,69.9,98.6,0,9.8
662,Nizamabad,Balkonda,02-10-2019,0,23.1,30.6,70.8,89.5,0,0.3
663,Nizamabad,Mupkal,02-10-2019,0,25.4,33,63.9,94.4,0,0.3
664,Nizamabad,Mendora,02-10-2019,0,23.7,33,65.8,96.8,0,0.3
665,Nizamabad,Yergatla,02-10-2019,0,23,31.7,78.9,100,0,5.7
666,Nizamabad,Kammarpalle,02-10-2019,0,23,32.6,66.8,97.9,0,1.5
667,Nizamabad,Mortad,02-10-2019,0,22.9,34.3,69.4,100,0,1.8
668,Nizamabad,Vailpur,02-10-2019,0,23.3,32.6,68.7,97,0,1.8
669,Nizamabad,Jakranpalle,02-10-2019,0,23.7,33,65.9,95.8,0,4.5
670,Nizamabad,Makloor,02-10-2019,0,23.3,31.7,67.5,96,0,5.5
671,Nizamabad,Nizamabad_North,02-10-2019,20.5,23.5,33.2,60,97,0,1.1
672,Nizamabad,Yeda_Palle,02-10-2019,0,23.6,33.4,64.6,100,0,5.9
673,Nizamabad,Ranjal,02-10-2019,0,23.4,33.1,69.4,98.3,0,5.8
674,Nizamabad,Bodhan,02-10-2019,0,23.1,33.5,59.3,96.7,0,10.1
675,Nizamabad,Kotgiri,02-10-2019,0.5,23.6,33.7,58.3,94.7,0,1.6
676,Nizamabad,Rudrur,02-10-2019,0,23.8,34.2,54.4,100,0,15
677,Nizamabad,Varni,02-10-2019,8.4,22,34,61.1,96.4,0.1,3.6
678,Nizamabad,Nizamabad_Rural,02-10-2019,0,23.2,31,71,100,0,0.2
679,Nizamabad,Nizamabad_South,02-10-2019,17.9,23.6,35.2,54.4,100,0,1.1
680,Nizamabad,Mugpal,02-10-2019,13.3,23.1,33.8,54,91.8,0,2.1
681,Nizamabad,Dichpalle,02-10-2019,0.3,23.3,31.7,59.7,88.7,0,7.7
682,Nizamabad,Indalwai,02-10-2019,1.5,22.8,32.7,84.7,100,0,13.3
683,Nizamabad,Dharpalle,02-10-2019,0,23.4,31.6,68,96,0,7.9
684,Nizamabad,Bheemgal,02-10-2019,0,22.4,31.5,67.3,95.1,0,1.6
685,Nizamabad,Sirkonda,02-10-2019,0,24.5,33.8,71.7,93.6,0,12.5
686,Nizamabad,Mosra,02-10-2019,0,23,33.3,63.4,96.1,0,0.7
687,Nizamabad,Chandur,02-10-2019,4,22.5,34.2,62,100,0,8.2
770,Warangal Rural,Parkal,02-10-2019,1.3,22.8,33.4,73,98.6,0,3.4
771,Warangal Rural,Shayampet,02-10-2019,0.5,23.3,35.9,71.1,99.2,0,29.2
772,Warangal Rural,Damera,02-10-2019,4.8,22.2,33,72,99.3,0,7.1
773,Warangal Rural,Geesugonda,02-10-2019,36,22.7,34.1,61,95.8,0,5.1
774,Warangal Rural,Atmakur,02-10-2019,14.1,24.7,35.2,72.9,99.9,0,29.2
775,Warangal Rural,Duggondi,02-10-2019,19,24.7,35.2,64.7,99.9,0,11.6
776,Warangal Rural,Nallabelly,02-10-2019,0.7,22.5,33.5,76,100,0,0.9
777,Warangal Rural,Narsampet,02-10-2019,16,22.3,35.2,71.4,99.9,0,7.4
778,Warangal Rural,Khanapur,02-10-2019,1.8,22.4,32.7,72,96.2,0,3.7
779,Warangal Rural,Chennaraopeta,02-10-2019,4.1,22.3,33.1,65.7,98.5,0,1.9
780,Warangal Rural,Sangem,02-10-2019,23.5,22,33.2,69,100,0,9.9
781,Warangal Rural,Wardhannapet,02-10-2019,12.9,22.1,35.2,66.3,99.9,1.9,6.3
782,Warangal Rural,Raiparthy,02-10-2019,4.2,22.1,35.2,59.7,82.7,1.9,6.3
783,Warangal Rural,Parvathagiri,02-10-2019,18.5,22,34.1,62.5,99.2,0,15.2
784,Warangal Rural,Nekkonda,02-10-2019,14.1,22.3,34.1,62.5,93.7,0,15.2
785,Warangal Rural,Nadikuda,02-10-2019,0.5,22.4,34.2,71,97.6,0,2.3
786,Warangal Urban,Bheemadevarapalle,02-10-2019,9,21.9,33.2,77.5,99.9,0,7.6
787,Warangal Urban,Velair,02-10-2019,5.8,21.5,32.8,90.8,100,0,6.1
788,Warangal Urban,Elkathurthi,02-10-2019,16.4,22.2,33.1,75.4,97.1,0,11.1
789,Warangal Urban,Kamalapur,02-10-2019,10.1,22,35,65.1,99.6,0,27.3
790,Warangal Urban,Hasanparthy,02-10-2019,12.3,22.1,32,75.6,96.9,0,6.9
791,Warangal Urban,Dharmasagar,02-10-2019,19.1,22.3,34.5,76.5,98.4,0,6.2
792,Warangal Urban,Khazipet,02-10-2019,9.5,21.8,36.3,81.7,96.8,0,7.3
793,Warangal Urban,Hanamkonda,02-10-2019,9.7,21.5,35.2,71.9,99.9,0,4.1
794,Warangal Urban,Warangal,02-10-2019,15.8,21.5,35.1,86.8,99.9,0,4.1
795,Warangal Urban,Khilla_Warangal,02-10-2019,42.8,21.5,33.2,68.6,99.4,0,6.1
796,Warangal Urban,Inole,02-10-2019,16.4,21.4,33.9,67,97,0,1.4
797,Karimnagar,Gangadhara,02-10-2019,2.7,22.9,31.8,86.5,100,0,10.5
798,Karimnagar,Ramadugu,02-10-2019,0,22.6,32.4,88.6,100,0,3.7
799,Karimnagar,Choppadandi,02-10-2019,12.1,23.2,33.5,79.7,99.2,0,6.8
800,Karimnagar,Karimnagar_Rural,02-10-2019,16.6,23.4,32.9,67.9,97.7,0,6.5
801,Karimnagar,Kothapalle,02-10-2019,11,23.1,32.7,69.1,100,0,7.6
802,Karimnagar,Gannervaram,02-10-2019,7.3,22.5,32.8,66,98,0,7.6
803,Karimnagar,Karimnagar,02-10-2019,11.7,23.6,34.5,63.2,98.5,0,6.5
804,Karimnagar,Manakondur,02-10-2019,21.9,22.9,34.1,70.5,98.6,0,10.4
805,Karimnagar,Thimmapur,02-10-2019,23.3,22.8,33.9,83.9,100,0,7.3
806,Karimnagar,Chigurumamidi,02-10-2019,18.6,21.9,34.3,70.7,100,0,6.9
807,Karimnagar,V_Saidapur,02-10-2019,29.2,22.2,32.3,77.4,97.1,0,6.5
808,Karimnagar,Shankarapatnam,02-10-2019,9.4,22.2,34,83.2,100,0,6.5
809,Karimnagar,Veenavanka,02-10-2019,19.7,22.5,32.9,68.4,96,0,6.6
810,Karimnagar,Huzurabad,02-10-2019,1.9,22,32,69.7,91.7,0,10.5
811,Karimnagar,Jammikunta,02-10-2019,5.6,22.5,33.8,66.5,98.7,0,9.1
812,Karimnagar,Ellandakunta,02-10-2019,8.3,22.1,34.9,64.1,99.5,0,10.8
1137,Khammam,Singareni,02-10-2019,0,24,34.8,64.9,99.9,0,4.4
1138,Khammam,Kamepalle,02-10-2019,10.6,23.2,35.1,57,100,0,3.4
1139,Khammam,Raghunadhapalem,02-10-2019,2.3,23,34.7,65.8,99.4,0,3.4
1140,Khammam,Khammam_Rural,02-10-2019,1,23.4,35.8,69.5,99.9,0,0.8
1141,Khammam,Thirumalayapalem,02-10-2019,0.6,23.5,34.5,73.8,95.6,0,9.4
1142,Khammam,Kusumanchi,02-10-2019,0,25.8,35.9,54.4,84.6,0,8.8
1143,Khammam,Nelakondapalle,02-10-2019,0,24.9,35.9,54.5,100,0,0.8
1144,Khammam,Mudigonda,02-10-2019,0,24.8,35.8,58.5,99.9,0,3.6
1145,Khammam,Chinthakani,02-10-2019,0,23.9,34.9,51.2,95.9,0,5.8
1146,Khammam,Khammam_Urban,02-10-2019,0,22.7,35.2,67,98.4,0,0.8
1147,Khammam,Konijerla,02-10-2019,0,23.7,34.9,70.1,99.1,0,7.7
1148,Khammam,Enkuru,02-10-2019,1.1,24,34.6,68.6,94.3,0,6.9
1149,Khammam,Kalluru,02-10-2019,0,24.6,35.4,64.9,95.6,0,7.3
1150,Khammam,Penuballi,02-10-2019,0,24.5,35.5,69.9,96.7,0,10.8
1151,Khammam,Sathupalle,02-10-2019,0.6,24.4,34.9,66.9,99.1,0,7.6
1152,Khammam,Vemsoor,02-10-2019,0,24,34,61.8,92.3,0,4.6
1153,Khammam,Thallada,02-10-2019,0,24.8,34.9,63.3,100,0,7.3
1154,Khammam,Wyra,02-10-2019,0,24.6,35.1,74.9,100,0,4
1155,Khammam,Bonakal,02-10-2019,0,24,35.3,56.1,94.3,0,8
1156,Khammam,Madhira,02-10-2019,0,25.1,35,61.9,94.4,0,3.1
1157,Khammam,Yerrupalem,02-10-2019,0,25,33.2,65,98.4,0,9.2
1178,Adilabad,Bheempoor,03-10-2019,0,22.4,32.5,64.1,97.9,0,1.5
1179,Adilabad,Jainad,03-10-2019,0,22.5,32.9,64.2,99.6,0,8.7
1180,Adilabad,Bela,03-10-2019,0,23.3,32.4,73.3,97.6,0,2
1181,Adilabad,Gadiguda,03-10-2019,0,22.4,33.2,85.6,99.9,0,8.8
1182,Adilabad,Narnoor,03-10-2019,0,22.2,31.6,64.4,99.4,0,8.8
1183,Adilabad,Inderavelly,03-10-2019,0,22.2,30.7,85,100,0,12.7
1184,Adilabad,Gudihathnur,03-10-2019,0,21.2,32.7,55.7,93,0,4.6
1185,Adilabad,Adilabad Rural,03-10-2019,0,23,33.1,67.5,99.2,0,12.7
1186,Adilabad,Adilabad Urban,03-10-2019,0,22.6,33.5,63.2,99.1,0,2.1
1187,Adilabad,Mavala,03-10-2019,0,22.6,32.4,54.3,100,0,8.8
1188,Adilabad,Tamsi,03-10-2019,0,22.1,32.4,60.4,99.5,0,7.8
1189,Adilabad,Talamadugu,03-10-2019,0,22.3,32.8,65.4,95.8,0,7.9
1190,Adilabad,Bazarhathnoor,03-10-2019,0,21.3,30.8,63.8,100,0,22.4
1191,Adilabad,Boath,03-10-2019,0,21.3,31.3,57.4,93.3,0,22.4
1192,Adilabad,Neradigonda,03-10-2019,0,22.1,33.9,54.1,99.9,0,2.3
1193,Adilabad,Ichoda,03-10-2019,0,22.4,33.1,64.7,99.9,0,4.6
1194,Adilabad,Sirikonda,03-10-2019,0,22.5,31.9,62,98.1,0,2.4
1195,Adilabad,Utnur,03-10-2019,0,21.8,32.3,60.6,100,0,2.1
1248,Nizamabad,Navipet,03-10-2019,0,23.4,34.4,70.4,100,0,7.5
1249,Nizamabad,Nandipet,03-10-2019,0,24,33.4,74.5,98.4,0,8.6
1250,Nizamabad,Armur,03-10-2019,0,23.3,32.3,62.2,99.4,0,8.6
1251,Nizamabad,Balkonda,03-10-2019,0,23.4,32,65,84.6,0,0.4
1252,Nizamabad,Mupkal,03-10-2019,0,19.1,33.8,57.7,99,0,0.4
1253,Nizamabad,Mendora,03-10-2019,0,23.8,33.5,61.7,97.5,0,0.4
1254,Nizamabad,Yergatla,03-10-2019,0,23.7,32.3,74.2,100,0,6.5
1255,Nizamabad,Kammarpalle,03-10-2019,0,23.2,32.5,62.4,99.2,0,0.9
1256,Nizamabad,Mortad,03-10-2019,0,23.2,33.5,66.3,100,0,0.9
1257,Nizamabad,Vailpur,03-10-2019,0,23.6,33,64.8,98.4,0,1.1
1258,Nizamabad,Jakranpalle,03-10-2019,0,23.4,34.2,61.9,97.7,0,0.9
1259,Nizamabad,Makloor,03-10-2019,0,23.4,31.7,64.5,99.1,0,5.3
1260,Nizamabad,Nizamabad_North,03-10-2019,0,24.1,32.3,61,98,0,0.1
1261,Nizamabad,Yeda_Palle,03-10-2019,0,23.6,33.7,57.2,100,0,7.5
1262,Nizamabad,Ranjal,03-10-2019,0,23.4,33.5,57.1,96.5,0,4.9
1263,Nizamabad,Bodhan,03-10-2019,0,23.2,33.3,53.8,96.2,0,9.5
1264,Nizamabad,Kotgiri,03-10-2019,0,23.6,31.9,49,91.5,0,0.3
1265,Nizamabad,Rudrur,03-10-2019,0,23.7,32.6,52.5,86.8,0,5.5
1266,Nizamabad,Varni,03-10-2019,0,23.2,33.6,59.5,97.7,0,1.4
1267,Nizamabad,Nizamabad_Rural,03-10-2019,0,23.7,31.7,64,100,0,0.1
1268,Nizamabad,Nizamabad_South,03-10-2019,0,23.6,35.3,48.4,100,0,0.1
1269,Nizamabad,Mugpal,03-10-2019,0,23.4,34.2,54.3,89.8,0,2.2
1270,Nizamabad,Dichpalle,03-10-2019,0,23,31.6,43.3,87,0,6.5
1271,Nizamabad,Indalwai,03-10-2019,0,22.7,33.2,77.7,100,0,6.5
1272,Nizamabad,Dharpalle,03-10-2019,0,23,31.9,67.7,98.1,0,9.7
1273,Nizamabad,Bheemgal,03-10-2019,0,23.5,31.9,63.6,96.2,0,1.7
1274,Nizamabad,Sirkonda,03-10-2019,0,23.4,33.7,67.5,98.7,0,9.7
1275,Nizamabad,Mosra,03-10-2019,0,23,33.6,61.5,97,0,0.7
1276,Nizamabad,Chandur,03-10-2019,0,23.4,33.4,62.2,100,0,5.4
1359,Warangal Rural,Parkal,03-10-2019,0,24.9,34.6,72.1,100,0,2.8
1360,Warangal Rural,Shayampet,03-10-2019,0,24.7,35.7,70.9,99.3,0,12.7
1361,Warangal Rural,Damera,03-10-2019,0,24,32.7,66.8,100,0,6.4
1362,Warangal Rural,Geesugonda,03-10-2019,0,24.9,32.4,68.1,95.4,0,0.9
1363,Warangal Rural,Atmakur,03-10-2019,0,24.9,34.5,69.3,99.6,0,12.7
1364,Warangal Rural,Duggondi,03-10-2019,0,24.9,35.3,71.6,99.9,0,6.9
1365,Warangal Rural,Nallabelly,03-10-2019,0,24,34,81,100,0,0.2
1366,Warangal Rural,Narsampet,03-10-2019,0,24.7,33.8,72.4,99.9,0,6.1
1367,Warangal Rural,Khanapur,03-10-2019,0,24.3,31.8,71.9,97.3,0,1.3
1368,Warangal Rural,Chennaraopeta,03-10-2019,0,23.8,32.4,73.2,98.6,0,0.9
1369,Warangal Rural,Sangem,03-10-2019,0,24.2,33.7,78.4,100,0,3.1
1370,Warangal Rural,Wardhannapet,03-10-2019,5.8,24.9,35.2,73.1,99.9,0,7.1
1371,Warangal Rural,Raiparthy,03-10-2019,0,24.6,34.7,64.9,88.7,0,7.1
1372,Warangal Rural,Parvathagiri,03-10-2019,2.3,24.9,32.9,74.8,99.3,0,11.8
1373,Warangal Rural,Nekkonda,03-10-2019,0.7,24.7,33.5,77.9,93.2,0,11.8
1374,Warangal Rural,Nadikuda,03-10-2019,0,24.5,32.9,71,97.3,0,2.2
1375,Warangal Urban,Bheemadevarapalle,03-10-2019,0.3,24.9,34.7,75.9,99.9,0,6.3
1376,Warangal Urban,Velair,03-10-2019,0,23.3,32.9,86.4,100,0,4.4
1377,Warangal Urban,Elkathurthi,03-10-2019,0,24.9,33.2,72.1,98.7,0,8.6
1378,Warangal Urban,Kamalapur,03-10-2019,0,24.4,33.9,69.2,100,0,9.6
1379,Warangal Urban,Hasanparthy,03-10-2019,0,24.6,32.6,74.9,97.2,0,2.9
1380,Warangal Urban,Dharmasagar,03-10-2019,0,24.7,33.6,82,98.4,0,7.1
1381,Warangal Urban,Khazipet,03-10-2019,0,23.9,36.8,82.6,97.8,0,6
1382,Warangal Urban,Hanamkonda,03-10-2019,0,24.9,35.2,78.3,100,0,4.6
1383,Warangal Urban,Warangal,03-10-2019,0,24.9,33.5,90.5,100,0,4.6
1384,Warangal Urban,Khilla_Warangal,03-10-2019,0,24.9,35.3,70.9,100,0,2.6
1385,Warangal Urban,Inole,03-10-2019,2.2,23.7,31.7,69.5,99.4,0,0.7
1386,Karimnagar,Gangadhara,03-10-2019,0,23,32.6,72.7,100,0,10.5
1387,Karimnagar,Ramadugu,03-10-2019,0,23.2,34.4,67.1,100,0,2
