,District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
47206,Nizamabad,Kotgiri,20-12-2019,0,14.8,28.7,43.5,89.4,0,0.4
47207,Nizamabad,Rudrur,20-12-2019,0,15.8,29.7,41.1,95.8,0,0.3
47208,Nizamabad,Varni,20-12-2019,0,15.3,30,45.8,93.1,0,1.9
47209,Nizamabad,Nizamabad_Rural,20-12-2019,0,15.9,28,50,96,0,0.2
47210,Nizamabad,Nizamabad_South,20-12-2019,0,19.3,30.3,46.5,99.9,0,4.3
47211,Nizamabad,Mugpal,20-12-2019,0,15.9,29.2,41.5,90.1,0,6.4
47212,Nizamabad,Dichpalle,20-12-2019,0,15.95,28.75,46.55,92.2,0,7.6
47213,Nizamabad,Indalwai,20-12-2019,0,15.1,28.7,47.9,100,0,8
47214,Nizamabad,Dharpalle,20-12-2019,0,15.5,29.5,45.1,97.3,0,6.5
47215,Nizamabad,Bheemgal,20-12-2019,0,16.7,29.7,45.1,95.7,0,0.8
47216,Nizamabad,Sirkonda,20-12-2019,0,15.33333333,30.2,44.6,96.53333333,0,6.2
47217,Nizamabad,Mosra,20-12-2019,0,15.6,29.9,43.7,92.4,0,1
47218,Nizamabad,Chandur,20-12-2019,0,15.5,28.9,44.8,97.9,0,0.2
47301,Warangal Rural,Parkal,20-12-2019,0,17,31.2,49.6,99,0,2.2
47302,Warangal Rural,Shayampet,20-12-2019,0,16.6,30.9,48.9,99,0,3.4
47303,Warangal Rural,Damera,20-12-2019,0,15.6,29.05,50.15,98.75,0,6.2
47304,Warangal Rural,Geesugonda,20-12-2019,0,18.1,29.9,51.65,92.35,0,1.9
47305,Warangal Rural,Atmakur,20-12-2019,0,17.6,32.3,55.2,97.8,0,0.4
47306,Warangal Rural,Duggondi,20-12-2019,0,19.3,32.6,46.8,99.9,0,8.4
47307,Warangal Rural,Nallabelly,20-12-2019,0,19.3,31.4,54.4,99.9,0,9.3
47308,Warangal Rural,Narsampet,20-12-2019,0,17.7,32.6,52.5,99.9,0,1.8
47309,Warangal Rural,Khanapur,20-12-2019,0,16.3,29.3,55.5,91.8,0.1,0.8
47310,Warangal Rural,Chennaraopeta,20-12-2019,0,15.8,29.8,53.2,99.4,0,1.3
47311,Warangal Rural,Sangem,20-12-2019,0,17.15,30.2,50.1,99.95,0,3.8
47312,Warangal Rural,Wardhannapet,20-12-2019,0,15.5,30.5,58,100,0,1.2
47313,Warangal Rural,Raiparthy,20-12-2019,0,19.3,32.6,54.6,96.4,0,3.8
47314,Warangal Rural,Parvathagiri,20-12-2019,0,16.25,29.6,51.6,95.45,0,10
47315,Warangal Rural,Nekkonda,20-12-2019,0,16.4,30.55,46.15,98.4,0,4.1
47316,Warangal Rural,Nadikuda,20-12-2019,0,16.4,28.9,52.9,97.3,0,0.7
47317,Warangal Urban,Bheemadevarapalle,20-12-2019,0,14.9,30.1,42.3,99.2,0,5
47318,Warangal Urban,Velair,20-12-2019,0,14.1,29.8,47.3,100,0,5.8
47319,Warangal Urban,Elkathurthi,20-12-2019,0,13.8,28.2,48.9,98.4,0,6.5
47320,Warangal Urban,Kamalapur,20-12-2019,0,17.25,31.2,45.85,100,0,4.2
47321,Warangal Urban,Hasanparthy,20-12-2019,0,15.45,30.05,48.65,97.25,0,2.1
47322,Warangal Urban,Dharmasagar,20-12-2019,0,15.8,30.05,51.45,94.8,0,5.9
47323,Warangal Urban,Khazipet,20-12-2019,0,17.5,31.6,53.2,98.1,0,1.5
47324,Warangal Urban,Hanamkonda,20-12-2019,0,20,29.8,46.8,99.9,0,1.9
47325,Warangal Urban,Warangal,20-12-2019,0,20,29.85,51.95,99.4,0,1.6
47326,Warangal Urban,Khilla_Warangal,20-12-2019,0,18.9,29.6,50.7,96.8,0,1.3
47327,Warangal Urban,Inole,20-12-2019,0,15.5,29,51.85,94.6,0,8.7
47328,Karimnagar,Gangadhara,20-12-2019,0,15.95,28.85,50.9,100,0,6.3
47329,Karimnagar,Ramadugu,20-12-2019,0,15.2,29.4,41,100,0,3.6
47330,Karimnagar,Choppadandi,20-12-2019,0,16.7,30,49.25,97.25,0,2.3
47331,Karimnagar,Karimnagar_Rural,20-12-2019,0,15.5,28.85,54.4,99.6,0,5.1
47332,Karimnagar,Kothapalle,20-12-2019,0,14.9,30.7,53.3,97.1,0,6.2
47333,Karimnagar,Gannervaram,20-12-2019,0,15.3,28.9,48.7,96.3,0,0.1
47334,Karimnagar,Karimnagar,20-12-2019,0,17.2,30,46.3,94.7,0,2.5
47335,Karimnagar,Manakondur,20-12-2019,0,16.975,29.3,50.925,98.875,0,5
47336,Karimnagar,Thimmapur,20-12-2019,0,16.2,30.25,53.25,99.95,0,9.4
47337,Karimnagar,Chigurumamidi,20-12-2019,0,15.8,31.4,49.5,100,0,6.6
47338,Karimnagar,V_Saidapur,20-12-2019,0,15.9,30.2,,100,0,3.5
47339,Karimnagar,Shankarapatnam,20-12-2019,0,16.05,30.3,40.9,100,0,4.7
47340,Karimnagar,Veenavanka,20-12-2019,0,16.5,29.4,48,94,0,3.8
47341,Karimnagar,Huzurabad,20-12-2019,0,16.9,29,42.3,99.7,0,3.5
47342,Karimnagar,Jammikunta,20-12-2019,0,17,30.73333333,45.93333333,95.7,0,3.7
47343,Karimnagar,Ellandakunta,20-12-2019,0,17.4,31,46.4,98.1,0,6.1
47668,Khammam,Singareni,20-12-2019,0,18.4,32.6,55,95.6,0,0.8
47669,Khammam,Kamepalle,20-12-2019,0,18.3,33.2,47.3,91.3,0,0.1
47670,Khammam,Raghunadhapalem,20-12-2019,0,18.53333333,30.63333333,52.43333333,97.53333333,0,1.2
47671,Khammam,Khammam_Rural,20-12-2019,0,21.4,32.3,57.5,95.9,0,0.5
47672,Khammam,Thirumalayapalem,20-12-2019,0,18.6,30.6,50.13333333,98.66666667,0,7.6
47673,Khammam,Kusumanchi,20-12-2019,0,19.2,32.1,56.2,97.9,0,9.8
47674,Khammam,Nelakondapalle,20-12-2019,0,20.5,32.9,44.8,99.8,,
47675,Khammam,Mudigonda,20-12-2019,0,20.9,32.66666667,48.16666667,95.6,0,2.6
47676,Khammam,Chinthakani,20-12-2019,0,19.9,31.7,48.45,99.35,0,10.8
47677,Khammam,Khammam_Urban,20-12-2019,0,20.7,32.4,54.4,96.3,0,0.5
47678,Khammam,Konijerla,20-12-2019,0,19.3,30.5,53.73333333,94.23333333,0,5.9
47679,Khammam,Enkuru,20-12-2019,0,20.55,32.75,55.65,95.65,0,8.3
47680,Khammam,Kalluru,20-12-2019,0,22,30.1,62.6,90.5,0,4.3
47681,Khammam,Penuballi,20-12-2019,0,22.35,31.9,52.4,95.7,0,7.3
47682,Khammam,Sathupalle,20-12-2019,0,20.43333333,30.8,61.5,99,0,3.8
47683,Khammam,Vemsoor,20-12-2019,0,20.2,31.5,50.2,91.6,0,5.9
47684,Khammam,Thallada,20-12-2019,0,21.25,30.5,58.05,97.55,0,7.8
47685,Khammam,Wyra,20-12-2019,0,20.75,31.8,50,93.35,0,6.2
47686,Khammam,Bonakal,20-12-2019,0,20.6,31.3,49.4,97.9,0,8
47687,Khammam,Madhira,20-12-2019,0,20,30.83333333,52.66666667,100,0,5.1
47688,Khammam,Yerrupalem,20-12-2019,0,19.8,32.6,54,100,0,0.3
47709,Adilabad,Bheempoor,21-12-2019,0,13.5,29.9,45.4,96.4,0,1.3
47710,Adilabad,Jainad,21-12-2019,0,14.1,29.85,48.2,98.6,0,3.8
47711,Adilabad,Bela,21-12-2019,0,14.6,29.8,48.95,92.6,0,0.9
47712,Adilabad,Gadiguda,21-12-2019,0,14.8,30.7,50,99.9,0,0.7
47713,Adilabad,Narnoor,21-12-2019,0,15.3,29.1,48,96.9,0,1.7
47714,Adilabad,Inderavelly,21-12-2019,0,16.9,30.5,46.8,95.6,0,9.7
47715,Adilabad,Gudihathnur,21-12-2019,0,14.2,30.1,46.4,90.8,0,4.1
47716,Adilabad,Adilabad Rural,21-12-2019,0,16.9,30.4,50.1,97.3,0,4.4
47717,Adilabad,Adilabad Urban,21-12-2019,0,15.2,30.1,48.8,97.35,0,2.5
47718,Adilabad,Mavala,21-12-2019,0,15.5,30.1,46.5,96.9,0,2.3
47719,Adilabad,Tamsi,21-12-2019,0,14.7,29.3,47.4,95.5,0,4.6
47720,Adilabad,Talamadugu,21-12-2019,0,16.1,29.9,45.95,95.95,0,6.4
47721,Adilabad,Bazarhathnoor,21-12-2019,0,13.7,29.1,42.7,98.7,0,7.2
47722,Adilabad,Boath,21-12-2019,0,15,29.6,42.15,89.35,0,12.9
47723,Adilabad,Neradigonda,21-12-2019,0,17,31.6,41.1,99.9,0,5.4
47724,Adilabad,Ichoda,21-12-2019,0,16.8,30.5,43.8,93.5,0,1.7
47725,Adilabad,Sirikonda,21-12-2019,0,15.3,29.7,42.3,95.5,0,1.7
47726,Adilabad,Utnur,21-12-2019,0,14.5,29.3,44.2,97.9,0,1.3
47779,Nizamabad,Navipet,21-12-2019,0,16,30.7,43.7,100,0,3.8
47780,Nizamabad,Nandipet,21-12-2019,0,17.2,29.4,56.6,99.45,0,6.2
47781,Nizamabad,Armur,21-12-2019,0,16.6,28.64,46.9,96.58,0,4.4
47782,Nizamabad,Balkonda,21-12-2019,0,16.8,28.8,48.3,82.2,0,2.2
47783,Nizamabad,Mupkal,21-12-2019,0,16.5,30,47.2,88.3,0,0.3
47784,Nizamabad,Mendora,21-12-2019,0,16.5,28.7,49.6,95.5,0,0.7
47785,Nizamabad,Yergatla,21-12-2019,0,17,30.9,46.1,100,0,1
47786,Nizamabad,Kammarpalle,21-12-2019,0,17.55,29.6,44.15,87.85,0,0.4
47787,Nizamabad,Mortad,21-12-2019,0,16.3,29.3,41,100,0,0.1
47788,Nizamabad,Vailpur,21-12-2019,0,17,29,45.4,92.1,0,1
47789,Nizamabad,Jakranpalle,21-12-2019,0,17.8,30,45.5,95.9,0,5.5
47790,Nizamabad,Makloor,21-12-2019,0,16.65,31.3,42.85,95.5,0,5.7
47791,Nizamabad,Nizamabad_North,21-12-2019,0,18.6,30.4,42,91,0,0.1
47792,Nizamabad,Yeda_Palle,21-12-2019,0,16.55,30.1,40.75,99.45,0,5.1
47793,Nizamabad,Ranjal,21-12-2019,0,16.5,30.3,44.1,92.1,0,4.1
47794,Nizamabad,Bodhan,21-12-2019,0,16.15,30.225,42.375,94.125,0,8
47795,Nizamabad,Kotgiri,21-12-2019,0,16,29,42,89.8,0,0.1
47796,Nizamabad,Rudrur,21-12-2019,0,17.2,29.1,41.2,92.7,0,1.2
47797,Nizamabad,Varni,21-12-2019,0,16.5,30.1,44.3,91.3,0,1.6
47798,Nizamabad,Nizamabad_Rural,21-12-2019,0,17,28.2,48,95.4,0,0.2
47799,Nizamabad,Nizamabad_South,21-12-2019,0,18.3,30.1,45.3,99.9,0,3.6
47800,Nizamabad,Mugpal,21-12-2019,0,16.1,29.6,41.5,89.3,0,5.3
47801,Nizamabad,Dichpalle,21-12-2019,0,17.5,28.5,43.3,90.25,0,9.9
47802,Nizamabad,Indalwai,21-12-2019,0,16.6,28.7,47.4,100,0,8
47803,Nizamabad,Dharpalle,21-12-2019,0,17.2,29.7,45.9,92.7,0,6.5
47804,Nizamabad,Bheemgal,21-12-2019,0,17.6,29.2,44.5,94.1,0,1.9
47805,Nizamabad,Sirkonda,21-12-2019,0,16.93333333,29.16666667,45.43333333,97.06666667,0,7.9
47806,Nizamabad,Mosra,21-12-2019,0,16.8,30.2,46.8,91.8,0,1
47807,Nizamabad,Chandur,21-12-2019,0,16.9,29.1,43.9,88.2,0,0.7
47890,Warangal Rural,Parkal,21-12-2019,0,17.9,29.9,40.8,96.9,0,4.5
47891,Warangal Rural,Shayampet,21-12-2019,0,17.7,30.8,50.8,90.7,0,9
47892,Warangal Rural,Damera,21-12-2019,0,16.15,29,45.9,98.15,0,7.3
47893,Warangal Rural,Geesugonda,21-12-2019,0,18.4,30.2,45.75,86.95,0,1.4
47894,Warangal Rural,Atmakur,21-12-2019,0,19.3,30.1,56.1,96.9,0,16.6
47895,Warangal Rural,Duggondi,21-12-2019,0,19.3,31.3,52,99.9,0,6.4
47896,Warangal Rural,Nallabelly,21-12-2019,0,19.3,30.7,46.8,99.9,0,14.4
47897,Warangal Rural,Narsampet,21-12-2019,0,17.8,32.5,46.5,99.9,0,6.3
47898,Warangal Rural,Khanapur,21-12-2019,0,16.6,29.1,48.8,97.6,0,2.6
47899,Warangal Rural,Chennaraopeta,21-12-2019,0,16.3,29.3,48.3,99.5,0,0.9
47900,Warangal Rural,Sangem,21-12-2019,0,16.9,30.2,47.2,99.95,0,3.1
47901,Warangal Rural,Wardhannapet,21-12-2019,0,16.3,30.7,43,100,0,0.8
47902,Warangal Rural,Raiparthy,21-12-2019,0,19.6,32.8,46.1,89.5,0,0.3
47903,Warangal Rural,Parvathagiri,21-12-2019,0,16.8,29.3,47.8,94.5,0,11.7
47904,Warangal Rural,Nekkonda,21-12-2019,0,16.95,30.25,46.2,92.65,0,4.3
47905,Warangal Rural,Nadikuda,21-12-2019,0,17.3,29.4,51.1,96.1,0,0.9
47906,Warangal Urban,Bheemadevarapalle,21-12-2019,0,16.4,30.1,42.1,98.8,0,2.3
47907,Warangal Urban,Velair,21-12-2019,0,15.8,30.6,40.8,100,0,5.8
47908,Warangal Urban,Elkathurthi,21-12-2019,0,15.1,28.6,43.4,97.7,0,0.1
47909,Warangal Urban,Kamalapur,21-12-2019,0,18.2,31.15,41.05,100,0,5.3
47910,Warangal Urban,Hasanparthy,21-12-2019,0,16.9,29.35,46.15,96.15,0,7.1
47911,Warangal Urban,Dharmasagar,21-12-2019,0,18.45,30.15,44.9,92.75,0,4.1
47912,Warangal Urban,Khazipet,21-12-2019,0,18.5,31.4,42,97.4,0,3.1
47913,Warangal Urban,Hanamkonda,21-12-2019,0,21.8,29.8,40.2,99.9,0,2.9
47914,Warangal Urban,Warangal,21-12-2019,0,21.55,29.8,39.8,99.15,0,2.6
47915,Warangal Urban,Khilla_Warangal,21-12-2019,0,19.3,29.5,40.2,95.5,0,0.7
47916,Warangal Urban,Inole,21-12-2019,0,16.55,29.05,44.6,93.9,0,5.4
47917,Karimnagar,Gangadhara,21-12-2019,0,16.65,29.25,49.5,100,0,5.7
47918,Karimnagar,Ramadugu,21-12-2019,0,16.9,30.1,47.1,100,0,4
47919,Karimnagar,Choppadandi,21-12-2019,0,17.3,29.95,49.4,96.7,0,3.1
47920,Karimnagar,Karimnagar_Rural,21-12-2019,0,16.85,29.9,52.15,98.7,0,4.6
47921,Karimnagar,Kothapalle,21-12-2019,0,17.1,29.1,52.8,95.7,0,1.6
47922,Karimnagar,Gannervaram,21-12-2019,0,16.6,29.4,46.9,95.8,0,1.6
47923,Karimnagar,Karimnagar,21-12-2019,0,18.8,30.9,44.8,91.4,0,4.3
47924,Karimnagar,Manakondur,21-12-2019,0,17.625,29.725,49.8,98.425,0,7.2
47925,Karimnagar,Thimmapur,21-12-2019,0,16.9,30.75,44.95,99.95,0,5.9
47926,Karimnagar,Chigurumamidi,21-12-2019,0,16.6,31.75,42.7,99.9,0,6
47927,Karimnagar,V_Saidapur,21-12-2019,0,17.1,30,43.8,100,0,0.3
47928,Karimnagar,Shankarapatnam,21-12-2019,0,16.9,30.65,52,100,0,3.5
47929,Karimnagar,Veenavanka,21-12-2019,0,16.8,29.3,46.8,93.9,0,6.1
47930,Karimnagar,Huzurabad,21-12-2019,0,17.9,28.5,42.1,99.4,0,4.5
47931,Karimnagar,Jammikunta,21-12-2019,0,17.46666667,31,45.76666667,94.93333333,0,5.7
47932,Karimnagar,Ellandakunta,21-12-2019,0,18.4,30.9,43.4,97.9,0,5.8
48257,Khammam,Singareni,21-12-2019,0,17.7,31.5,48.5,95.1,,
48258,Khammam,Kamepalle,21-12-2019,0,18.2,32.1,43.5,89,,
48259,Khammam,Raghunadhapalem,21-12-2019,0,18.3,30.43333333,46.43333333,97.23333333,0,1.1
48260,Khammam,Khammam_Rural,21-12-2019,0,21.1,32.3,48.5,96.4,0,0.7
48261,Khammam,Thirumalayapalem,21-12-2019,0,18.03333333,30.8,43.23333333,96.96666667,0,9.6
48262,Khammam,Kusumanchi,21-12-2019,0,19.1,32.6,47.3,96.7,0,9.4
48263,Khammam,Nelakondapalle,21-12-2019,0,20.2,33.8,43.7,96.3,,
48264,Khammam,Mudigonda,21-12-2019,0,19.4,32.26666667,41.9,97.46666667,0,3.9
48265,Khammam,Chinthakani,21-12-2019,0,19.3,33.1,39.95,92.95,0,3.9
48266,Khammam,Khammam_Urban,21-12-2019,0,20.4,32.6,46.16666667,96.8,0,0.7
48267,Khammam,Konijerla,21-12-2019,0,18.76666667,30.8,46.5,94.2,0,8.4
48268,Khammam,Enkuru,21-12-2019,0,19.4,33.05,49.95,92.5,0,4.6
48269,Khammam,Kalluru,21-12-2019,0,21.1,32.4,47.9,85.7,0,3.6
48270,Khammam,Penuballi,21-12-2019,0,20.15,32.2,47.35,94.7,0,12
48271,Khammam,Sathupalle,21-12-2019,0,18.43333333,31.73333333,41.73333333,99.06666667,0,2.9
48272,Khammam,Vemsoor,21-12-2019,0,18.8,32.1,41.1,91.8,0,5.5
48273,Khammam,Thallada,21-12-2019,0,19.95,30.2,51,94.25,0,7
48274,Khammam,Wyra,21-12-2019,0,20.1,30.7,46.45,93,0,7.4
48275,Khammam,Bonakal,21-12-2019,0,19,32,39.5,98,0,5.8
48276,Khammam,Madhira,21-12-2019,0,18.53333333,31.23333333,42.4,99.83333333,0,5.9
48277,Khammam,Yerrupalem,21-12-2019,0,19.6,33,62.8,99,0,5.3
48298,Adilabad,Bheempoor,22-12-2019,0,15.2,30.3,44.8,94.3,0,2.3
48299,Adilabad,Jainad,22-12-2019,0,14.95,29.7,47.5,95.45,0,6.4
48300,Adilabad,Bela,22-12-2019,0,15.9,29.8,47.9,88.55,0.2,1.4
48301,Adilabad,Gadiguda,22-12-2019,0,16,30.7,47.7,99.9,0.2,1.2
48302,Adilabad,Narnoor,22-12-2019,0,16,29.1,48.3,96.6,0,1.5
48303,Adilabad,Inderavelly,22-12-2019,0,17.5,30.7,48.7,95.5,1.2,12.7
48304,Adilabad,Gudihathnur,22-12-2019,0,15.3,30,48.8,89.2,0,5.7
48305,Adilabad,Adilabad Rural,22-12-2019,0,19.3,30.1,50.2,95.2,0.4,7.2
48306,Adilabad,Adilabad Urban,22-12-2019,0,15.5,29.8,46.45,88.1,0,5.1
48307,Adilabad,Mavala,22-12-2019,0,16,30.7,42.9,90.9,0,7.4
48308,Adilabad,Tamsi,22-12-2019,0,14.7,29.6,44.6,93.5,0,6
48309,Adilabad,Talamadugu,22-12-2019,0,16.1,30.2,42.25,94.7,0,9.8
48310,Adilabad,Bazarhathnoor,22-12-2019,0,13.9,28.2,45.2,96.4,0.1,5.3
48311,Adilabad,Boath,22-12-2019,0,15.2,29.65,38.6,91.5,0.1,9.1
48312,Adilabad,Neradigonda,22-12-2019,0,17.2,31,39.5,99.9,0,5.5
48313,Adilabad,Ichoda,22-12-2019,0,17.3,28.5,44.4,91.9,0,1.6
48314,Adilabad,Sirikonda,22-12-2019,0,15.7,29.9,47.2,93.2,0,1.6
48315,Adilabad,Utnur,22-12-2019,0,14.9,29.4,45.1,97.3,0,0.9
48368,Nizamabad,Navipet,22-12-2019,0,17.5,29.8,39.4,100,0,6
48369,Nizamabad,Nandipet,22-12-2019,0,18.05,29.3,54.4,98.4,0,9.1
48370,Nizamabad,Armur,22-12-2019,0,17.66,29.22,42.2,95.4,0,9.6
48371,Nizamabad,Balkonda,22-12-2019,0,17,28.4,48.5,80.8,0,2.6
48372,Nizamabad,Mupkal,22-12-2019,0,17.7,30.3,39.2,85.2,0,0.5
48373,Nizamabad,Mendora,22-12-2019,0,18.1,28.8,43.8,92.1,0,1.3
48374,Nizamabad,Yergatla,22-12-2019,0,17.5,31.1,32.9,100,0,2.7
48375,Nizamabad,Kammarpalle,22-12-2019,0,17.5,29.05,43.9,86.5,0,1.5
48376,Nizamabad,Mortad,22-12-2019,0,17.3,30,41.4,100,0,2.7
48377,Nizamabad,Vailpur,22-12-2019,0,18.1,28.8,44.6,90.4,0,1.1
48378,Nizamabad,Jakranpalle,22-12-2019,0,18.7,29,47.9,90.2,0,6
48379,Nizamabad,Makloor,22-12-2019,0,17.35,32.25,40.15,92.75,0,7.5
48380,Nizamabad,Nizamabad_North,22-12-2019,0,19.5,30.4,42,85,0,0.2
48381,Nizamabad,Yeda_Palle,22-12-2019,0,18.65,29.8,41,88.85,0,7
48382,Nizamabad,Ranjal,22-12-2019,0,18.1,30.2,43.9,87.9,0,5.3
48383,Nizamabad,Bodhan,22-12-2019,0,17.475,30.175,44.325,90.65,0,7.7
48384,Nizamabad,Kotgiri,22-12-2019,0,17.2,28.9,44.4,87.1,0,0.2
48385,Nizamabad,Rudrur,22-12-2019,0,17.9,29.5,42.9,75.3,0,7.7
48386,Nizamabad,Varni,22-12-2019,0,18.2,30.3,47.2,86.6,0,2.8
48387,Nizamabad,Nizamabad_Rural,22-12-2019,0,17.6,28.7,45,95.8,0,0.1
48388,Nizamabad,Nizamabad_South,22-12-2019,0,21.8,32.3,45,90.3,0,0.1
48389,Nizamabad,Mugpal,22-12-2019,0,16.8,28.1,40.5,89.5,0,7.5
48390,Nizamabad,Dichpalle,22-12-2019,0,17.85,28.6,42.45,88.75,0,11.6
48391,Nizamabad,Indalwai,22-12-2019,0,16.5,28.3,47.7,100,0,8
48392,Nizamabad,Dharpalle,22-12-2019,0,17.2,30.8,44.8,93.2,0,4.6
48393,Nizamabad,Bheemgal,22-12-2019,0,18.4,29.7,41.2,92.1,0,1.1
48394,Nizamabad,Sirkonda,22-12-2019,0,16.6,29.93333333,42.56666667,94.46666667,0,8.4
48395,Nizamabad,Mosra,22-12-2019,0,19.4,29.6,47.3,85,0,1.8
48396,Nizamabad,Chandur,22-12-2019,0,17.6,28.8,45.5,90,0,3.9
48479,Warangal Rural,Parkal,22-12-2019,0,18.5,29.4,42,100,0,5.9
48480,Warangal Rural,Shayampet,22-12-2019,0,17.9,32.6,50.4,95.7,0,3.5
48481,Warangal Rural,Damera,22-12-2019,0,16.85,30.2,50,100,0,6.4
48482,Warangal Rural,Geesugonda,22-12-2019,0,19.5,30.4,49,88,0,3.6
48483,Warangal Rural,Atmakur,22-12-2019,0,17.5,32.9,55.8,97.3,0,0.6
48484,Warangal Rural,Duggondi,22-12-2019,0,19.3,32.9,53.2,99.9,0,7.4
48485,Warangal Rural,Nallabelly,22-12-2019,0,19.5,31.2,50,99.9,0,14.6
48486,Warangal Rural,Narsampet,22-12-2019,0,18.3,32.3,50.1,99.9,0,5.9
48487,Warangal Rural,Khanapur,22-12-2019,0,17.4,30.1,53.4,93.1,0,1
48488,Warangal Rural,Chennaraopeta,22-12-2019,0,17.2,29.9,49.7,99.5,0,1.1
48489,Warangal Rural,Sangem,22-12-2019,0,17.75,29.95,49.1,99.95,0,6.6
48490,Warangal Rural,Wardhannapet,22-12-2019,0,17.3,30.1,51,100,0,1.7
48491,Warangal Rural,Raiparthy,22-12-2019,0,18.5,32.9,48.3,96.7,0,2.5
48492,Warangal Rural,Parvathagiri,22-12-2019,0,17.8,29.45,48.55,95.55,0,15.6
48493,Warangal Rural,Nekkonda,22-12-2019,0,17.8,30.65,44.4,92.6,0,4.6
48494,Warangal Rural,Nadikuda,22-12-2019,0,17.4,29.9,52.6,97.4,0,0.9
48495,Warangal Urban,Bheemadevarapalle,22-12-2019,0,20.1,30.3,43.9,99.9,0,4
48496,Warangal Urban,Velair,22-12-2019,0,16.3,30.5,45.3,100,0,6.9
48497,Warangal Urban,Elkathurthi,22-12-2019,0,15.8,28.4,51.1,97.9,0,0.3
48498,Warangal Urban,Kamalapur,22-12-2019,0,18.35,31.6,44.95,100,0,6.2
48499,Warangal Urban,Hasanparthy,22-12-2019,0,17.35,29.1,49.2,97.3,0,9
48500,Warangal Urban,Dharmasagar,22-12-2019,0,17.7,30.7,47.3,94.9,0,6.5
48501,Warangal Urban,Khazipet,22-12-2019,0,19.1,31.2,53.4,98.1,0,1.3
48502,Warangal Urban,Hanamkonda,22-12-2019,0,21.8,30.8,49.1,99.9,0,2.4
48503,Warangal Urban,Warangal,22-12-2019,0,21.8,30.8,52,90.4,0,6.3
48504,Warangal Urban,Khilla_Warangal,22-12-2019,0,20.4,29.5,45.4,96.1,0,3.4
48505,Warangal Urban,Inole,22-12-2019,0,17.15,29,57.15,94.9,0,7.3
48506,Karimnagar,Gangadhara,22-12-2019,0,16.55,28.15,53.7,93.75,0,6.3
48507,Karimnagar,Ramadugu,22-12-2019,0,16.6,28.8,47.2,100,0,4.8
48508,Karimnagar,Choppadandi,22-12-2019,0,17.05,28.8,53.35,97.2,0,3.8
48509,Karimnagar,Karimnagar_Rural,22-12-2019,0,16.25,28.75,57.1,99.2,0,4.5
48510,Karimnagar,Kothapalle,22-12-2019,0,17,27.8,55.9,97.5,0,1.5
48511,Karimnagar,Gannervaram,22-12-2019,0,15.9,27.6,53.4,96.5,0,1.5
48512,Karimnagar,Karimnagar,22-12-2019,0,18.2,29,49.4,95,0,3.5
48513,Karimnagar,Manakondur,22-12-2019,0,17.45,28.15,54.3,96.95,0,5.3
48514,Karimnagar,Thimmapur,22-12-2019,0,16.95,28.75,47.1,99.95,0,5.8
48515,Karimnagar,Chigurumamidi,22-12-2019,0,16.25,30.15,42.55,100,0,3.2
48516,Karimnagar,V_Saidapur,22-12-2019,0,17.2,28.6,33.5,100,0,3.2
48517,Karimnagar,Shankarapatnam,22-12-2019,0,17.35,28.45,40.7,100,0,5.4
48518,Karimnagar,Veenavanka,22-12-2019,0,17.3,27.8,52.8,94.1,0,5.2
48519,Karimnagar,Huzurabad,22-12-2019,0,18.3,27.8,37.7,99.9,0,7.6
48520,Karimnagar,Jammikunta,22-12-2019,0,17.63333333,30.5,48.03333333,95.76666667,0,9.4
48521,Karimnagar,Ellandakunta,22-12-2019,0,18.2,30.6,49.7,97.8,0,6.8
48846,Khammam,Singareni,22-12-2019,0,18.7,33,54.6,96.6,,
48847,Khammam,Kamepalle,22-12-2019,0,19.1,32.7,45.5,92.1,,
48848,Khammam,Raghunadhapalem,22-12-2019,0,19.96666667,30.56666667,47.76666667,96.93333333,0,1
48849,Khammam,Khammam_Rural,22-12-2019,0,21.6,32.6,52.3,98.5,0,1
48850,Khammam,Thirumalayapalem,22-12-2019,0,18.66666667,30.36666667,50.2,98.83333333,0.3,7.8
48851,Khammam,Kusumanchi,22-12-2019,0,19.6,30.1,54.6,97.9,0,8.9
48852,Khammam,Nelakondapalle,22-12-2019,0,20.7,33.1,42,100,0,0.6
48853,Khammam,Mudigonda,22-12-2019,0,20.16666667,32.1,46.1,98.4,0,3.1
48854,Khammam,Chinthakani,22-12-2019,0,20.1,32.05,44.1,93.15,0,11.1
48855,Khammam,Khammam_Urban,22-12-2019,0,21.36666667,32.2,50.43333333,98.66666667,0,1
48856,Khammam,Konijerla,22-12-2019,0,19.73333333,30.6,47.5,95.4,0,5.8
48857,Khammam,Enkuru,22-12-2019,0,20.9,32.45,50.3,95.65,0,6.8
48858,Khammam,Kalluru,22-12-2019,0,20.2,30.7,44,78.8,0,3.3
48859,Khammam,Penuballi,22-12-2019,0,18.3,32.4,45.85,96.45,0,0.1
48860,Khammam,Sathupalle,22-12-2019,0,18.8,31.53333333,48.8,99.1,0,2.2
48861,Khammam,Vemsoor,22-12-2019,0,19.6,32.6,39.5,92,0,4.5
48862,Khammam,Thallada,22-12-2019,0,20.4,31.75,52.05,94.9,0,9.6
48863,Khammam,Wyra,22-12-2019,0,20.45,31.6,46.35,87.2,0,5.7
