District,Mandal,Date,Rainfall (mm),temp_min (⁰C),temp_max (⁰C),humidity_min (%),Humidity_max (%),wind_speed_min (Kmph),wind_speed_max (Kmph)
Adilabad,Adilabad (Urban),01-04-2019,0,25.3,42.5,12.2,42.8,0,2.8
Adilabad,Adilabad (Urban),02-04-2019,0,23.9,42.2,14.7,19.5,0.3,2.6
Adilabad,Adilabad (Urban),03-04-2019,0,27,41.5,16,50.5,0.2,1.8
Adilabad,Adilabad (Urban),04-04-2019,0,28,41.4,15.8,59.2,0.3,3
Adilabad,Adilabad (Urban),05-04-2019,0,25.9,40.6,20.4,49.5,0,2.9
Adilabad,Adilabad (Urban),06-04-2019,0,28.5,39.2,18.4,41.2,0,2.9
Adilabad,Adilabad (Urban),07-04-2019,0,27.7,41.5,13.2,53.5,0,17
Adilabad,Adilabad (Urban),08-04-2019,0,27.9,41.7,13,46.5,0,2.8
Adilabad,Adilabad (Urban),09-04-2019,0,29,42.2,12,48.4,0.3,2.3
Adilabad,Adilabad (Urban),10-04-2019,0,29.3,42.1,11,50.8,0.3,2.5
Adilabad,Adilabad (Urban),11-04-2019,0,30.2,42.2,10.8,53.5,0,2.5
Adilabad,Adilabad (Urban),12-04-2019,0,30.6,43.2,11.6,37.4,0.1,2.8
Adilabad,Adilabad (Urban),13-04-2019,0,28.9,42.4,14.8,42.3,0.4,3.1
Adilabad,Adilabad (Urban),14-04-2019,0,28.2,42.5,13.5,43.6,0,2
Adilabad,Adilabad (Urban),15-04-2019,0,31.5,43.6,13.1,36.7,0,3.6
Adilabad,Adilabad (Urban),16-04-2019,8.3,23.6,41.4,16.2,82.3,0,2.4
Adilabad,Adilabad (Urban),17-04-2019,0,23.8,39,22.6,79.3,0,2.8
Adilabad,Adilabad (Urban),18-04-2019,0,26,38,26.8,57.4,0,2.5
Adilabad,Adilabad (Urban),19-04-2019,0,26,39.3,20.9,64.7,0,1.8
Adilabad,Adilabad (Urban),20-04-2019,0,27.8,40.8,14.9,58.4,0.3,2.2
Adilabad,Adilabad (Urban),21-04-2019,0,28.4,40.6,21.6,57.8,0.1,3.3
Adilabad,Adilabad (Urban),22-04-2019,0,29,40.5,19.2,56.7,0,1.8
Adilabad,Adilabad (Urban),23-04-2019,0,27.4,39.4,35.7,55,0,5.3
Adilabad,Adilabad (Urban),24-04-2019,0,28.2,42,13.3,50.8,0.3,2.6
Adilabad,Adilabad (Urban),25-04-2019,0,30.5,42.6,14.5,42.4,0,2.9
Adilabad,Adilabad (Urban),26-04-2019,0,31.5,43.6,11.8,37.5,0,2.2
Adilabad,Adilabad (Urban),27-04-2019,0,32.6,44.5,12.8,35.9,0.2,2.4
Adilabad,Adilabad (Urban),28-04-2019,0,33,44.5,14.7,40.5,0,2.3
Adilabad,Adilabad (Urban),29-04-2019,0,32.4,45.2,15.2,40.1,0.4,2.4
Adilabad,Adilabad (Urban),30-04-2019,0,31.8,44.5,14.8,39.8,0.3,2.4
Adilabad,Adilabad (Urban),01-05-2019,0,29.8,44.5,9.4,44.3,0,2.6
Adilabad,Adilabad (Urban),02-05-2019,0,30.1,43.7,11.2,39.4,0,2.3
Adilabad,Adilabad (Urban),03-05-2019,0,29,44.6,10.3,29,0,2.8
Adilabad,Adilabad (Urban),04-05-2019,0,29.6,40.5,17.8,26.7,0,3.6
Adilabad,Adilabad (Urban),05-05-2019,0,29.7,42,13.2,38.3,0,2.3
Adilabad,Adilabad (Urban),06-05-2019,0,27,42.9,12.6,35.5,0,3.8
Adilabad,Adilabad (Urban),07-05-2019,0,30.1,43,11.5,30.4,0,2.6
Adilabad,Adilabad (Urban),08-05-2019,0,30.9,44.6,10.2,27.3,0,3
Adilabad,Adilabad (Urban),09-05-2019,0,30.6,44.1,11.1,30.5,0,2.3
Adilabad,Adilabad (Urban),10-05-2019,0,28.7,43.3,13.2,35.7,0,2.3
Adilabad,Adilabad (Urban),11-05-2019,0,29.9,43.3,13.8,40.5,0,2.2
Adilabad,Adilabad (Urban),12-05-2019,0,31.5,42.8,17.8,46.8,0,2.8
Adilabad,Adilabad (Urban),13-05-2019,0,31,43.5,12.4,37.3,0,2.2
Adilabad,Adilabad (Urban),14-05-2019,0,28.6,42.7,12.8,31.4,0,1.8
Adilabad,Adilabad (Urban),15-05-2019,0,30.1,43,14.2,41.2,0,2.2
Adilabad,Adilabad (Urban),16-05-2019,0,31.9,44.3,11.8,44.5,0,2.2
Adilabad,Adilabad (Urban),17-05-2019,0,30,43.4,14.2,32.9,0,2
Adilabad,Adilabad (Urban),18-05-2019,0,30.1,43.7,12.6,34.2,0,2.4
Adilabad,Adilabad (Urban),19-05-2019,0,28.9,43.4,14.5,31.2,0,2.9
Adilabad,Adilabad (Urban),20-05-2019,0,28.8,43.7,13,38.6,0,2.9
Adilabad,Adilabad (Urban),21-05-2019,0,32.4,44.5,13.9,38,0,1.5
Adilabad,Adilabad (Urban),22-05-2019,0,32.9,45.7,12.2,38.8,0.4,3.2
Adilabad,Adilabad (Urban),23-05-2019,0,34.6,44.6,14.6,43.3,0,2.2
Adilabad,Adilabad (Urban),24-05-2019,0,33.1,44.9,15.6,44.3,0.4,3.5
Adilabad,Adilabad (Urban),25-05-2019,0,31.9,44.7,15.8,31.9,0,2.5
Adilabad,Adilabad (Urban),26-05-2019,0,29.3,44.7,14.8,39.6,0,3
Adilabad,Adilabad (Urban),27-05-2019,0,32.5,45.5,13.8,29.1,0,3.2
Adilabad,Adilabad (Urban),28-05-2019,0,34.6,45.6,13.2,28.8,0.5,3.3
Adilabad,Adilabad (Urban),29-05-2019,0,31.6,45.4,12.3,29.4,0,3.1
Adilabad,Adilabad (Urban),30-05-2019,0,31.3,46,10.6,48.9,0,5.2
Adilabad,Adilabad (Urban),31-05-2019,0,33.4,43.5,19.9,50.7,0.1,3
Adilabad,Adilabad (Urban),01-04-2019,0,25.1,42.2,11.9,24.8,,
Adilabad,Adilabad (Urban),02-04-2019,0,23.9,42.2,13.8,17,,
Adilabad,Adilabad (Urban),03-04-2019,0,28.2,40.2,14.6,46.3,,
Adilabad,Adilabad (Urban),04-04-2019,0,28.2,40.7,14.3,47,,
Adilabad,Adilabad (Urban),05-04-2019,0,27.1,39.4,17.1,40.1,,
Adilabad,Adilabad (Urban),06-04-2019,0,28.5,39.3,17.5,36.9,,
Adilabad,Adilabad (Urban),07-04-2019,0,27.7,41.5,13.2,53.5,,
Adilabad,Adilabad (Urban),08-04-2019,0,28.5,40.3,14.3,39.4,,
Adilabad,Adilabad (Urban),09-04-2019,0,28.5,41.2,12.7,45.5,,
Adilabad,Adilabad (Urban),10-04-2019,0,29,41.5,11.6,46.8,,
Adilabad,Adilabad (Urban),11-04-2019,0,29.4,42.2,10.5,50.4,,
Adilabad,Adilabad (Urban),12-04-2019,0,30.5,42.3,11.9,39.3,,
Adilabad,Adilabad (Urban),13-04-2019,0,28.1,40.5,15.3,40.5,,
Adilabad,Adilabad (Urban),14-04-2019,0,26.8,42.1,14,44,,
Adilabad,Adilabad (Urban),15-04-2019,0,31.4,42.6,13.3,25.4,,
Adilabad,Adilabad (Urban),16-04-2019,7.5,23.8,40.9,14.3,71.4,,
Adilabad,Adilabad (Urban),17-04-2019,0,23.4,39,22.6,66.4,,
Adilabad,Adilabad (Urban),18-04-2019,0,26.7,37.4,25.6,58.3,,
Adilabad,Adilabad (Urban),19-04-2019,0,25.8,38.7,18.3,33.5,,
Adilabad,Adilabad (Urban),20-04-2019,0,27.5,40,14.9,55.6,,
Adilabad,Adilabad (Urban),21-04-2019,0,28.8,39.9,22.5,55.9,,
Adilabad,Adilabad (Urban),22-04-2019,0,29.1,39.5,21.2,55.7,,
Adilabad,Adilabad (Urban),23-04-2019,0,27,39.4,13.4,55,,
Adilabad,Adilabad (Urban),24-04-2019,0,27.9,40.9,12.7,46.3,,
Adilabad,Adilabad (Urban),25-04-2019,0,29.7,41.7,10.4,24,,
Adilabad,Adilabad (Urban),26-04-2019,0,31.1,43.1,11.8,33,,
Adilabad,Adilabad (Urban),27-04-2019,0,32.7,43.3,12.8,30.7,,
Adilabad,Adilabad (Urban),28-04-2019,0,32.9,43.6,10.6,33.4,,
Adilabad,Adilabad (Urban),29-04-2019,0,32.1,44,10.7,22.6,,
Adilabad,Adilabad (Urban),30-04-2019,0,31.7,43.7,12.3,35.7,,
Adilabad,Adilabad (Urban),01-05-2019,0,29.8,43.6,6.2,38.8,,
Adilabad,Adilabad (Urban),02-05-2019,0,29.9,42.4,5.5,19.4,,
Adilabad,Adilabad (Urban),03-05-2019,0,28.4,43.2,6.3,26.2,,
Adilabad,Adilabad (Urban),04-05-2019,0,29.6,40.5,5.5,24.3,,
Adilabad,Adilabad (Urban),05-05-2019,0,30.3,41.2,6.2,17.2,,
Adilabad,Adilabad (Urban),06-05-2019,0,25.7,41,10.7,30.9,,
Adilabad,Adilabad (Urban),07-05-2019,0,30.5,41.7,5.5,16.5,,
Adilabad,Adilabad (Urban),08-05-2019,0,31.1,43.3,7,22.9,,
Adilabad,Adilabad (Urban),09-05-2019,0,31,42.6,5.5,17,,
Adilabad,Adilabad (Urban),10-05-2019,0,29.3,42,6.2,20.6,,
Adilabad,Adilabad (Urban),11-05-2019,0,29.6,42.5,5.6,18.7,,
Adilabad,Adilabad (Urban),12-05-2019,0,30.9,41.9,15.2,42.8,,
Adilabad,Adilabad (Urban),13-05-2019,0,31,42.6,6.2,18.7,,
Adilabad,Adilabad (Urban),14-05-2019,0,28.6,42,7.8,30.6,,
Adilabad,Adilabad (Urban),15-05-2019,0,31.7,42.4,14.4,39.4,,
Adilabad,Adilabad (Urban),16-05-2019,0,31.7,43.1,9.6,40.7,,
Adilabad,Adilabad (Urban),17-05-2019,0,31.3,43.4,14.3,30.7,,
Adilabad,Adilabad (Urban),18-05-2019,0,31.9,43.6,14.1,30.7,,
Adilabad,Adilabad (Urban),19-05-2019,0,28.3,43.4,14.3,30.7,,
Adilabad,Adilabad (Urban),20-05-2019,0,28.4,43.4,14.2,30.6,,
Adilabad,Adilabad (Urban),21-05-2019,0,32,43.3,12,38.1,,
Adilabad,Adilabad (Urban),22-05-2019,0,32.5,45.6,9.5,39.4,,
Adilabad,Adilabad (Urban),23-05-2019,0,34.7,44.4,14.4,42.7,,
Adilabad,Adilabad (Urban),24-05-2019,0,32.8,44.8,14.6,43.6,,
Adilabad,Adilabad (Urban),25-05-2019,0,32,44.5,14.4,31.2,,
Adilabad,Adilabad (Urban),26-05-2019,0,30.4,44.2,14.2,34.2,,
Adilabad,Adilabad (Urban),27-05-2019,0,32.5,45.2,14.2,28,,
Adilabad,Adilabad (Urban),28-05-2019,0,33,45.5,14.3,30.7,,
Adilabad,Adilabad (Urban),29-05-2019,0,33.6,45.5,14.3,30.7,,
Adilabad,Adilabad (Urban),30-05-2019,0,31.4,45.6,8.3,48.4,,
Adilabad,Adilabad (Urban),31-05-2019,0,33.6,42.7,16.5,50.5,,
Adilabad,Adilabad Rural,01-04-2019,0,24.3,42.1,12.8,33.8,0,3.7
Adilabad,Adilabad Rural,02-04-2019,0,25.5,41.8,10.4,47.1,0,7.7
Adilabad,Adilabad Rural,03-04-2019,0,28.3,42.1,14,36.3,0,15.5
Adilabad,Adilabad Rural,04-04-2019,0,27.6,41.5,17.9,52.1,0,17.4
Adilabad,Adilabad Rural,05-04-2019,0,26.5,41,18.5,41.8,0,19.4
Adilabad,Adilabad Rural,06-04-2019,0,29.3,40.2,16.1,33.1,0,17.5
Adilabad,Adilabad Rural,07-04-2019,0,25.1,42.2,13.2,26.4,0,17
Adilabad,Adilabad Rural,08-04-2019,0,25.5,38.7,13.9,42.3,0,15.4
Adilabad,Adilabad Rural,09-04-2019,0,25.9,40.1,13.6,57.8,0,15.4
Adilabad,Adilabad Rural,10-04-2019,0,25.8,40.4,12.3,60.8,0,15.2
Adilabad,Adilabad Rural,11-04-2019,0,29.2,43.3,10,54.9,0,14.4
Adilabad,Adilabad Rural,12-04-2019,0,29.9,43.7,11.2,40.3,0,14.5
Adilabad,Adilabad Rural,13-04-2019,0,28.6,42.4,16.1,38.9,0,16.4
Adilabad,Adilabad Rural,14-04-2019,0,27.8,42.2,12.6,35.9,0,13.1
Adilabad,Adilabad Rural,15-04-2019,0,30.3,43.3,12.8,33.4,0,12.4
Adilabad,Adilabad Rural,16-04-2019,2.3,23.8,41,17.2,68.4,0,11.1
Adilabad,Adilabad Rural,17-04-2019,0,24.6,39.8,20.9,57.5,0,14.5
Adilabad,Adilabad Rural,18-04-2019,0,24.8,37.9,25.5,49.8,0,13.9
Adilabad,Adilabad Rural,19-04-2019,0,26,39.4,21,54.8,0,16
Adilabad,Adilabad Rural,20-04-2019,0,27.2,40.8,15.3,53.8,0,14.8
Adilabad,Adilabad Rural,21-04-2019,0,27.6,39.5,23.3,55.9,0,15.2
Adilabad,Adilabad Rural,22-04-2019,0,28.8,40.8,15.2,55.4,0,23.9
Adilabad,Adilabad Rural,23-04-2019,0,25.6,39.3,21.9,45.5,0,24.8
Adilabad,Adilabad Rural,24-04-2019,0,26.3,38.8,17.1,47.6,0,9.3
Adilabad,Adilabad Rural,25-04-2019,0,29,41.4,10.1,25.5,0,2.2
Adilabad,Adilabad Rural,26-04-2019,0,28.8,42.9,10.6,35.3,0,2
Adilabad,Adilabad Rural,27-04-2019,0,31.3,42.6,13.3,31.5,0.1,1.5
Adilabad,Adilabad Rural,28-04-2019,0,31,42.4,13.3,38.2,0,2.3
Adilabad,Adilabad Rural,29-04-2019,0,30.5,42.4,13.3,31.7,0,3.1
Adilabad,Adilabad Rural,30-04-2019,0,29.8,42.4,14.7,38.5,0.2,2.5
Adilabad,Adilabad Rural,01-05-2019,0,28.5,42.6,7.6,37.6,0,1.6
Adilabad,Adilabad Rural,02-05-2019,0,29.4,41.2,7.9,22,0,2.8
Adilabad,Adilabad Rural,03-05-2019,0,27,41.4,8.8,24.7,0.3,3.2
Adilabad,Adilabad Rural,04-05-2019,0,28.2,40,8.2,24.9,0.1,2.4
Adilabad,Adilabad Rural,05-05-2019,0,29.9,39.9,8.7,21.3,0.4,3.2
Adilabad,Adilabad Rural,06-05-2019,0,25.8,39.5,10.8,28.1,0,2
Adilabad,Adilabad Rural,07-05-2019,0,30.2,40.2,8,20.3,0,3.6
Adilabad,Adilabad Rural,08-05-2019,0,30.6,41.9,8.2,18.4,0,4.2
Adilabad,Adilabad Rural,09-05-2019,0,31.5,41.3,8.8,18.4,0.1,2.7
Adilabad,Adilabad Rural,10-05-2019,0,30.4,41,9.5,24.4,0.2,3.4
Adilabad,Adilabad Rural,11-05-2019,0,29.3,41.2,9.2,23.5,0,11.2
Adilabad,Adilabad Rural,12-05-2019,0,28.9,40.6,14.9,44.9,0,17.1
Adilabad,Adilabad Rural,13-05-2019,0,28.9,41.7,8.8,24.8,0,11.6
Adilabad,Adilabad Rural,14-05-2019,0,28.5,41,11.4,37.8,0,9.4
Adilabad,Adilabad Rural,15-05-2019,0,29.1,41.5,12.9,34.7,0,6.7
Adilabad,Adilabad Rural,16-05-2019,0,30.5,43.2,10,40.2,,
Adilabad,Adilabad Rural,17-05-2019,0,28.2,43.8,11.2,28.2,0,16.4
Adilabad,Adilabad Rural,18-05-2019,0,28.6,42.8,11.2,27.4,0,5.9
Adilabad,Adilabad Rural,19-05-2019,0,26.8,43,12.5,28.6,0,0.2
Adilabad,Adilabad Rural,20-05-2019,0,28.9,42.9,11.2,28,0,2.2
Adilabad,Adilabad Rural,21-05-2019,0,32.7,45.1,11.2,32.9,0,1.2
Adilabad,Adilabad Rural,22-05-2019,0,32.2,44.8,11.8,37.1,0,12
Adilabad,Adilabad Rural,23-05-2019,0,33.3,44.6,13.1,41.1,0,12.5
Adilabad,Adilabad Rural,24-05-2019,0,31.9,44.8,15,44.2,0,19
Adilabad,Adilabad Rural,25-05-2019,0,29.6,44.4,14.3,32.6,0,14.4
Adilabad,Adilabad Rural,26-05-2019,0,29.9,43.5,13.5,30.7,0,19.8
Adilabad,Adilabad Rural,27-05-2019,0,30,45.3,12.5,26.4,0,0.4
Adilabad,Adilabad Rural,28-05-2019,0,31.8,44.6,11.8,22.9,0,17
Adilabad,Adilabad Rural,29-05-2019,0,33.4,43.9,13.6,39.9,0,13.3
Adilabad,Adilabad Rural,30-05-2019,0,28.8,43.7,11.5,48.7,0,29.1
Adilabad,Adilabad Rural,31-05-2019,0,29.9,41.2,20,53.2,1.4,23.5
Adilabad,Bazarhathnoor,01-04-2019,0,25.5,41.3,16.7,29.2,0,36.1
Adilabad,Bazarhathnoor,02-04-2019,0,25,40.9,13.5,42.3,0,37.1
Adilabad,Bazarhathnoor,03-04-2019,0,24.6,40.1,16.9,50.9,0,25.3
Adilabad,Bazarhathnoor,04-04-2019,0,24.6,38.3,23.3,61.9,0,0.1
Adilabad,Bazarhathnoor,05-04-2019,0,25,38.5,23.4,56.4,0,36.5
Adilabad,Bazarhathnoor,06-04-2019,0,26.8,39.3,19.2,41,0,0.1
Adilabad,Bazarhathnoor,07-04-2019,0,26.6,40,19,54,0,0.1
Adilabad,Bazarhathnoor,08-04-2019,0,25.4,40.2,17.1,46.3,0,35.5
Adilabad,Bazarhathnoor,09-04-2019,0,26.2,40.6,15.9,50.7,0,31
Adilabad,Bazarhathnoor,10-04-2019,0,25.7,40.9,15.8,49.4,0,29.4
Adilabad,Bazarhathnoor,11-04-2019,0,27.8,41.1,14.6,48.7,0,24
Adilabad,Bazarhathnoor,12-04-2019,0,26.5,41.1,14.1,54.8,0,0.1
Adilabad,Bazarhathnoor,13-04-2019,1.8,24.8,39.4,20.5,50.6,0,36.7
Adilabad,Bazarhathnoor,14-04-2019,0,25.9,40.6,18.6,41.9,0,32.3
Adilabad,Bazarhathnoor,15-04-2019,0,29.6,41.2,17.6,38.3,0,35.2
Adilabad,Bazarhathnoor,16-04-2019,6.3,22,40,17.6,80,0,53.4
Adilabad,Bazarhathnoor,17-04-2019,0,21.8,37.9,24.4,77.2,0,23.9
Adilabad,Bazarhathnoor,18-04-2019,0,26,36.8,31.7,60.3,0,17.8
Adilabad,Bazarhathnoor,19-04-2019,0,24.5,37.6,26.5,57.5,0,23.7
Adilabad,Bazarhathnoor,20-04-2019,0,25.4,40.1,16.2,63.4,0,29.2
Adilabad,Bazarhathnoor,21-04-2019,0,27.3,38.5,21.3,55.1,0,40.3
Adilabad,Bazarhathnoor,22-04-2019,0,27.5,38.5,23.6,61.9,0,0.1
Adilabad,Bazarhathnoor,23-04-2019,0.5,26.2,37.4,26.1,59.5,0,51.7
Adilabad,Bazarhathnoor,24-04-2019,0,27.2,39.6,18.6,51.6,0,0.1
Adilabad,Bazarhathnoor,25-04-2019,0,29,40.9,18.3,41,0,28.6
Adilabad,Bazarhathnoor,26-04-2019,0,29.9,42.2,19,38.4,0,32.4
Adilabad,Bazarhathnoor,27-04-2019,0,31.9,42.9,14.4,35.9,0,40.6
Adilabad,Bazarhathnoor,28-04-2019,0,32.8,42.5,15.8,33.3,0,0.1
Adilabad,Bazarhathnoor,29-04-2019,0,30.8,43,16.2,38.4,0,37.6
Adilabad,Bazarhathnoor,30-04-2019,0,29.4,41.4,19.1,39.5,0,31.7
Adilabad,Bazarhathnoor,01-05-2019,0,29,42.7,11.8,38.4,0,7.7
Adilabad,Bazarhathnoor,02-05-2019,0,30.7,41.6,14.4,28.9,4,22.6
Adilabad,Bazarhathnoor,03-05-2019,0,25.3,42.4,12.4,27.5,0,31.5
Adilabad,Bazarhathnoor,04-05-2019,0,27.9,40.6,12.1,28.8,13.7,38.7
Adilabad,Bazarhathnoor,05-05-2019,0,29.7,40.5,14.3,31.1,3.4,50
Adilabad,Bazarhathnoor,06-05-2019,0,27,39.8,15.3,27.9,0,29
Adilabad,Bazarhathnoor,07-05-2019,0,29.5,40.5,12.7,26,0,27.8
Adilabad,Bazarhathnoor,08-05-2019,0,32.4,43,12.4,19.9,0,36.9
Adilabad,Bazarhathnoor,09-05-2019,0,31.6,42.3,13.8,24.9,1.5,23.3
Adilabad,Bazarhathnoor,10-05-2019,0,31.1,40.9,15.8,31.5,26.4,26.5
Adilabad,Bazarhathnoor,11-05-2019,0,28.8,40.7,16.2,37.2,8.7,19.9
Adilabad,Bazarhathnoor,12-05-2019,0,29.9,40.8,19.8,43.9,,
Adilabad,Bazarhathnoor,13-05-2019,0,30.9,41.6,14.4,31.5,6.9,15
Adilabad,Bazarhathnoor,14-05-2019,0,29.5,40.8,16.9,34.5,0,29.7
Adilabad,Bazarhathnoor,15-05-2019,0,28.8,41,15.7,33.5,0,0.2
Adilabad,Bazarhathnoor,16-05-2019,0,27.2,41.8,12.5,36.4,0,21.1
Adilabad,Bazarhathnoor,17-05-2019,0,29.7,40.8,12.5,28.7,,
Adilabad,Bazarhathnoor,18-05-2019,0,30.2,41,13.2,32.8,,
Adilabad,Bazarhathnoor,19-05-2019,0,29.6,41.1,13.8,22.6,,
Adilabad,Bazarhathnoor,20-05-2019,0,26,41.6,11.8,24.8,,
Adilabad,Bazarhathnoor,21-05-2019,0,27.7,42.7,12,33.4,0,17
Adilabad,Bazarhathnoor,22-05-2019,0,30.1,42.1,14.5,48.4,0,38.6
Adilabad,Bazarhathnoor,23-05-2019,0,32.7,44,17.8,42.1,0,0.6
Adilabad,Bazarhathnoor,24-05-2019,0,32.5,44.3,17.8,56.8,0,0.1
Adilabad,Bazarhathnoor,25-05-2019,0,30.8,42.1,23.6,36.3,0,22.7
Adilabad,Bazarhathnoor,26-05-2019,0,29.9,42.5,20,40.8,0,38.6
Adilabad,Bazarhathnoor,27-05-2019,0,33.1,44,14.6,33.9,0,0.1
Adilabad,Bazarhathnoor,28-05-2019,0,32.6,44,18.9,50.8,0,0.1
Adilabad,Bazarhathnoor,29-05-2019,0,32.7,44.2,18.6,37.5,0,0.1
Adilabad,Bazarhathnoor,30-05-2019,0,30.1,44.5,13.9,57,0,0.1
Adilabad,Bazarhathnoor,31-05-2019,0,31.4,42.3,25.4,62.7,0,0.1
Adilabad,Bela,01-04-2019,0,23.9,40.5,14.1,33.5,0,12.3
Adilabad,Bela,02-04-2019,0,25.1,41.4,11.7,48.5,0,12.2
Adilabad,Bela,03-04-2019,0,27.3,41.4,18.1,40.9,0,14.1
Adilabad,Bela,04-04-2019,0,25.5,39.3,22.5,48.4,0,11.2
Adilabad,Bela,05-04-2019,0,26.1,40.6,22.5,46.7,0,12.9
Adilabad,Bela,06-04-2019,0,28.9,39.8,18.6,32.9,0,7.7
Adilabad,Bela,07-04-2019,0,24.9,41.8,15.4,39.5,0,6
Adilabad,Bela,08-04-2019,0,24.1,38.9,15,52.7,0,14.2
Adilabad,Bela,09-04-2019,0,24.6,38.9,16.2,58.6,0,11.2
Adilabad,Bela,10-04-2019,0,23.5,39.7,23.1,66.4,0,9.6
Adilabad,Bela,11-04-2019,0,28.5,42.9,11.1,63.6,0,11.4
Adilabad,Bela,12-04-2019,0,29.5,42.1,11.9,41.2,0,12.7
Adilabad,Bela,13-04-2019,0,26.3,40.9,20.7,50.2,0,14.3
Adilabad,Bela,14-04-2019,0,26.7,41.6,14.2,40.7,0.2,2.9
Adilabad,Bela,15-04-2019,0,29.1,41.2,14.8,38.6,0.3,7.5
Adilabad,Bela,16-04-2019,0,24.3,40.1,17.6,60.1,0.2,5.8
Adilabad,Bela,17-04-2019,0,23.9,38.9,22.8,60.1,0,4.3
Adilabad,Bela,18-04-2019,0,24.4,37.1,27.2,45.4,0,2.2
Adilabad,Bela,19-04-2019,0,25.6,39,21.5,56.7,0,1.8
Adilabad,Bela,20-04-2019,0,25.9,40.4,20.9,56.9,0.1,3.5
Adilabad,Bela,21-04-2019,0,27.2,39.1,23.3,55.9,0.4,4.4
Adilabad,Bela,22-04-2019,0,28.4,40.4,15.2,55.4,0.1,4.7
Adilabad,Bela,23-04-2019,0,24.5,38.9,21.9,54.3,0.1,5
Adilabad,Bela,24-04-2019,0,25.5,41.5,15.5,55.4,0.2,2.7
Adilabad,Bela,25-04-2019,0,29.7,41.2,18.5,46.5,0,2.5
Adilabad,Bela,26-04-2019,0,27.9,41.5,15.2,40.3,0,2.8
Adilabad,Bela,27-04-2019,0,31.9,44,15.5,41.5,0.3,3.3
Adilabad,Bela,28-04-2019,0,29.3,43.9,15.2,46.8,0.2,2.8
Adilabad,Bela,29-04-2019,0,29.6,41.9,18.3,56.3,0.1,3.2
Adilabad,Bela,30-04-2019,0,28.7,42.1,19.2,46.6,0.9,4.5
Adilabad,Bela,01-05-2019,0,28,43.5,10,46.6,0.1,1.7
Adilabad,Bela,02-05-2019,0,28.9,43.7,13.6,26.5,0.2,2.8
Adilabad,Bela,03-05-2019,0,27.1,40.5,10,42.3,0.1,3.8
Adilabad,Bela,04-05-2019,0,27.6,41,10.6,32.2,0.1,2.8
Adilabad,Bela,05-05-2019,0,29.7,41,11.7,31.4,0.1,3.7
Adilabad,Bela,06-05-2019,0,27.2,39.3,12.9,26.1,0.1,2.8
Adilabad,Bela,07-05-2019,0,30.3,42,11.5,25.4,0.1,3.5
Adilabad,Bela,08-05-2019,0,32.2,40.8,10,23.1,0,3.5
Adilabad,Bela,09-05-2019,0,31,40.4,11.6,30.7,0,2.9
Adilabad,Bela,10-05-2019,0,30.9,41.7,15.8,31.8,0.1,2.7
Adilabad,Bela,11-05-2019,0,29.3,40.5,24.1,30.9,0,2.7
Adilabad,Bela,12-05-2019,0,27.8,39.8,17.4,48.8,0,3
Adilabad,Bela,13-05-2019,0,28.2,40.9,11.7,34.1,0,2.3
Adilabad,Bela,14-05-2019,0,28.3,40.4,13.8,37.8,0.1,3.2
Adilabad,Bela,15-05-2019,0,28.9,41.3,12.9,34.7,0.1,3
Adilabad,Bela,16-05-2019,0,30.3,43,10,40.2,0,4.6
Adilabad,Bela,17-05-2019,0,28.4,41.4,12.7,28.2,0.1,2.1
Adilabad,Bela,18-05-2019,0,28.8,42.6,13.6,25.7,0.1,2.4
Adilabad,Bela,19-05-2019,0,26.6,42,15.8,23,0,2.4
Adilabad,Bela,20-05-2019,0,28.7,41.4,12.5,26.3,0,2.2
Adilabad,Bela,21-05-2019,0,31,42.7,12.7,35,0.1,3.2
Adilabad,Bela,22-05-2019,0,29.6,43.5,13.8,43.7,0.2,8.4
Adilabad,Bela,23-05-2019,0,32.3,44.4,15,35,0.2,3.1
Adilabad,Bela,24-05-2019,0,30.2,42.9,17.6,48.9,0.4,6.1
Adilabad,Bela,25-05-2019,0,28.2,43.1,15.6,32.6,0,2.6
Adilabad,Bela,26-05-2019,0,31.6,43.2,13.7,27.3,0.1,2.7
Adilabad,Bela,27-05-2019,0,31.5,43.7,12.9,22.8,0,2
Adilabad,Bela,28-05-2019,0,30.5,43.4,12.3,27.8,0.1,2.7
Adilabad,Bela,29-05-2019,0,31.6,43.4,11.6,29.4,0,3
Adilabad,Bela,30-05-2019,0,29,43.8,10.5,46.4,0.1,9.1
Adilabad,Bela,31-05-2019,0,30.3,40.6,22.7,53.5,0.6,5.8
Adilabad,Bela ,01-04-2019,0,26.3,42.4,12,48.3,0.1,2.4
Adilabad,Bela ,02-04-2019,0,24.6,39.3,13.5,42.5,0.3,1.8
Adilabad,Bela ,03-04-2019,0,24.6,41.5,16.2,53.2,0.1,2.5
Adilabad,Bela ,04-04-2019,0,25.6,42.6,19.3,60.1,0.5,4
Adilabad,Bela ,05-04-2019,0,23.9,41,16.8,63,0,2.1
Adilabad,Bela ,06-04-2019,0,25.1,41,16.7,46.5,0.2,2.5
Adilabad,Bela ,07-04-2019,0,24,38.5,24.5,68.2,0,6
Adilabad,Bela ,08-04-2019,0,27.9,42.5,12.1,50.9,0,3.5
Adilabad,Bela ,09-04-2019,0,29.9,42.9,13.2,53.4,0.3,3
Adilabad,Bela ,10-04-2019,0,29.7,41.8,12.7,59.3,0.1,4.5
